#n_l	theta_0	probability

1.4006	-0.0019	-nan
1.4018	-0.0019	-nan
1.403	-0.0019	-nan
1.4042	-0.0019	-nan
1.4054	-0.0019	-nan
1.4066	-0.0019	-nan
1.4078	-0.0019	-nan
1.409	-0.0019	-nan
1.4102	-0.0019	-nan
1.4114	-0.0019	-nan
1.4126	-0.0019	-nan
1.4138	-0.0019	-nan
1.415	-0.0019	-nan
1.4162	-0.0019	-nan
1.4174	-0.0019	-nan
1.4186	-0.0019	-nan
1.4198	-0.0019	-nan
1.421	-0.0019	-nan
1.4222	-0.0019	-nan
1.4234	-0.0019	-nan
1.4246	-0.0019	-nan
1.4258	-0.0019	-nan
1.427	-0.0019	-nan
1.4282	-0.0019	-nan
1.4294	-0.0019	-nan
1.4306	-0.0019	-nan
1.4318	-0.0019	-nan
1.433	-0.0019	-nan
1.4342	-0.0019	-nan
1.4354	-0.0019	-nan
1.4366	-0.0019	-nan
1.4378	-0.0019	-nan
1.439	-0.0019	-nan
1.4402	-0.0019	-nan
1.4414	-0.0019	-nan
1.4426	-0.0019	-nan
1.4438	-0.0019	-nan
1.445	-0.0019	-nan
1.4462	-0.0019	-nan
1.4474	-0.0019	-nan
1.4486	-0.0019	-nan
1.4498	-0.0019	-nan
1.451	-0.0019	-nan
1.4522	-0.0019	-nan
1.4534	-0.0019	-nan
1.4546	-0.0019	-nan
1.4558	-0.0019	-nan
1.457	-0.0019	-nan
1.4582	-0.0019	-nan
1.4594	-0.0019	-nan
1.4006	-0.0017	-nan
1.4018	-0.0017	-nan
1.403	-0.0017	-nan
1.4042	-0.0017	-nan
1.4054	-0.0017	-nan
1.4066	-0.0017	-nan
1.4078	-0.0017	-nan
1.409	-0.0017	-nan
1.4102	-0.0017	-nan
1.4114	-0.0017	-nan
1.4126	-0.0017	-nan
1.4138	-0.0017	-nan
1.415	-0.0017	-nan
1.4162	-0.0017	-nan
1.4174	-0.0017	-nan
1.4186	-0.0017	-nan
1.4198	-0.0017	-nan
1.421	-0.0017	-nan
1.4222	-0.0017	-nan
1.4234	-0.0017	-nan
1.4246	-0.0017	-nan
1.4258	-0.0017	-nan
1.427	-0.0017	-nan
1.4282	-0.0017	-nan
1.4294	-0.0017	-nan
1.4306	-0.0017	-nan
1.4318	-0.0017	-nan
1.433	-0.0017	-nan
1.4342	-0.0017	-nan
1.4354	-0.0017	-nan
1.4366	-0.0017	-nan
1.4378	-0.0017	-nan
1.439	-0.0017	-nan
1.4402	-0.0017	-nan
1.4414	-0.0017	-nan
1.4426	-0.0017	-nan
1.4438	-0.0017	-nan
1.445	-0.0017	-nan
1.4462	-0.0017	-nan
1.4474	-0.0017	-nan
1.4486	-0.0017	-nan
1.4498	-0.0017	-nan
1.451	-0.0017	-nan
1.4522	-0.0017	-nan
1.4534	-0.0017	-nan
1.4546	-0.0017	-nan
1.4558	-0.0017	-nan
1.457	-0.0017	-nan
1.4582	-0.0017	-nan
1.4594	-0.0017	-nan
1.4006	-0.0015	-nan
1.4018	-0.0015	-nan
1.403	-0.0015	-nan
1.4042	-0.0015	-nan
1.4054	-0.0015	-nan
1.4066	-0.0015	-nan
1.4078	-0.0015	-nan
1.409	-0.0015	-nan
1.4102	-0.0015	-nan
1.4114	-0.0015	-nan
1.4126	-0.0015	-nan
1.4138	-0.0015	-nan
1.415	-0.0015	-nan
1.4162	-0.0015	-nan
1.4174	-0.0015	-nan
1.4186	-0.0015	-nan
1.4198	-0.0015	-nan
1.421	-0.0015	-nan
1.4222	-0.0015	-nan
1.4234	-0.0015	-nan
1.4246	-0.0015	-nan
1.4258	-0.0015	-nan
1.427	-0.0015	-nan
1.4282	-0.0015	-nan
1.4294	-0.0015	-nan
1.4306	-0.0015	-nan
1.4318	-0.0015	-nan
1.433	-0.0015	-nan
1.4342	-0.0015	-nan
1.4354	-0.0015	-nan
1.4366	-0.0015	-nan
1.4378	-0.0015	-nan
1.439	-0.0015	-nan
1.4402	-0.0015	-nan
1.4414	-0.0015	-nan
1.4426	-0.0015	-nan
1.4438	-0.0015	-nan
1.445	-0.0015	-nan
1.4462	-0.0015	-nan
1.4474	-0.0015	-nan
1.4486	-0.0015	-nan
1.4498	-0.0015	-nan
1.451	-0.0015	-nan
1.4522	-0.0015	-nan
1.4534	-0.0015	-nan
1.4546	-0.0015	-nan
1.4558	-0.0015	-nan
1.457	-0.0015	-nan
1.4582	-0.0015	-nan
1.4594	-0.0015	-nan
1.4006	-0.0013	-nan
1.4018	-0.0013	-nan
1.403	-0.0013	-nan
1.4042	-0.0013	-nan
1.4054	-0.0013	-nan
1.4066	-0.0013	-nan
1.4078	-0.0013	-nan
1.409	-0.0013	-nan
1.4102	-0.0013	-nan
1.4114	-0.0013	-nan
1.4126	-0.0013	-nan
1.4138	-0.0013	-nan
1.415	-0.0013	-nan
1.4162	-0.0013	-nan
1.4174	-0.0013	-nan
1.4186	-0.0013	-nan
1.4198	-0.0013	-nan
1.421	-0.0013	-nan
1.4222	-0.0013	-nan
1.4234	-0.0013	-nan
1.4246	-0.0013	-nan
1.4258	-0.0013	-nan
1.427	-0.0013	-nan
1.4282	-0.0013	-nan
1.4294	-0.0013	-nan
1.4306	-0.0013	-nan
1.4318	-0.0013	-nan
1.433	-0.0013	-nan
1.4342	-0.0013	-nan
1.4354	-0.0013	-nan
1.4366	-0.0013	-nan
1.4378	-0.0013	-nan
1.439	-0.0013	-nan
1.4402	-0.0013	-nan
1.4414	-0.0013	-nan
1.4426	-0.0013	-nan
1.4438	-0.0013	-nan
1.445	-0.0013	-nan
1.4462	-0.0013	-nan
1.4474	-0.0013	-nan
1.4486	-0.0013	-nan
1.4498	-0.0013	-nan
1.451	-0.0013	-nan
1.4522	-0.0013	-nan
1.4534	-0.0013	-nan
1.4546	-0.0013	-nan
1.4558	-0.0013	-nan
1.457	-0.0013	-nan
1.4582	-0.0013	-nan
1.4594	-0.0013	-nan
1.4006	-0.0011	-nan
1.4018	-0.0011	-nan
1.403	-0.0011	-nan
1.4042	-0.0011	-nan
1.4054	-0.0011	-nan
1.4066	-0.0011	-nan
1.4078	-0.0011	-nan
1.409	-0.0011	-nan
1.4102	-0.0011	-nan
1.4114	-0.0011	-nan
1.4126	-0.0011	-nan
1.4138	-0.0011	-nan
1.415	-0.0011	-nan
1.4162	-0.0011	-nan
1.4174	-0.0011	-nan
1.4186	-0.0011	-nan
1.4198	-0.0011	-nan
1.421	-0.0011	-nan
1.4222	-0.0011	-nan
1.4234	-0.0011	-nan
1.4246	-0.0011	-nan
1.4258	-0.0011	-nan
1.427	-0.0011	-nan
1.4282	-0.0011	-nan
1.4294	-0.0011	-nan
1.4306	-0.0011	-nan
1.4318	-0.0011	-nan
1.433	-0.0011	-nan
1.4342	-0.0011	-nan
1.4354	-0.0011	-nan
1.4366	-0.0011	-nan
1.4378	-0.0011	-nan
1.439	-0.0011	-nan
1.4402	-0.0011	-nan
1.4414	-0.0011	-nan
1.4426	-0.0011	-nan
1.4438	-0.0011	-nan
1.445	-0.0011	-nan
1.4462	-0.0011	-nan
1.4474	-0.0011	-nan
1.4486	-0.0011	-nan
1.4498	-0.0011	-nan
1.451	-0.0011	-nan
1.4522	-0.0011	-nan
1.4534	-0.0011	-nan
1.4546	-0.0011	-nan
1.4558	-0.0011	-nan
1.457	-0.0011	-nan
1.4582	-0.0011	-nan
1.4594	-0.0011	-nan
1.4006	-0.0009	-nan
1.4018	-0.0009	-nan
1.403	-0.0009	-nan
1.4042	-0.0009	-nan
1.4054	-0.0009	-nan
1.4066	-0.0009	-nan
1.4078	-0.0009	-nan
1.409	-0.0009	-nan
1.4102	-0.0009	-nan
1.4114	-0.0009	-nan
1.4126	-0.0009	-nan
1.4138	-0.0009	-nan
1.415	-0.0009	-nan
1.4162	-0.0009	-nan
1.4174	-0.0009	-nan
1.4186	-0.0009	-nan
1.4198	-0.0009	-nan
1.421	-0.0009	-nan
1.4222	-0.0009	-nan
1.4234	-0.0009	-nan
1.4246	-0.0009	-nan
1.4258	-0.0009	-nan
1.427	-0.0009	-nan
1.4282	-0.0009	-nan
1.4294	-0.0009	-nan
1.4306	-0.0009	-nan
1.4318	-0.0009	-nan
1.433	-0.0009	-nan
1.4342	-0.0009	-nan
1.4354	-0.0009	-nan
1.4366	-0.0009	-nan
1.4378	-0.0009	-nan
1.439	-0.0009	-nan
1.4402	-0.0009	-nan
1.4414	-0.0009	-nan
1.4426	-0.0009	-nan
1.4438	-0.0009	-nan
1.445	-0.0009	-nan
1.4462	-0.0009	-nan
1.4474	-0.0009	-nan
1.4486	-0.0009	-nan
1.4498	-0.0009	-nan
1.451	-0.0009	-nan
1.4522	-0.0009	-nan
1.4534	-0.0009	-nan
1.4546	-0.0009	-nan
1.4558	-0.0009	-nan
1.457	-0.0009	-nan
1.4582	-0.0009	-nan
1.4594	-0.0009	-nan
1.4006	-0.0007	-nan
1.4018	-0.0007	-nan
1.403	-0.0007	-nan
1.4042	-0.0007	-nan
1.4054	-0.0007	-nan
1.4066	-0.0007	-nan
1.4078	-0.0007	-nan
1.409	-0.0007	-nan
1.4102	-0.0007	-nan
1.4114	-0.0007	-nan
1.4126	-0.0007	-nan
1.4138	-0.0007	-nan
1.415	-0.0007	-nan
1.4162	-0.0007	-nan
1.4174	-0.0007	-nan
1.4186	-0.0007	-nan
1.4198	-0.0007	-nan
1.421	-0.0007	-nan
1.4222	-0.0007	-nan
1.4234	-0.0007	-nan
1.4246	-0.0007	-nan
1.4258	-0.0007	-nan
1.427	-0.0007	-nan
1.4282	-0.0007	-nan
1.4294	-0.0007	-nan
1.4306	-0.0007	-nan
1.4318	-0.0007	-nan
1.433	-0.0007	-nan
1.4342	-0.0007	-nan
1.4354	-0.0007	-nan
1.4366	-0.0007	-nan
1.4378	-0.0007	-nan
1.439	-0.0007	-nan
1.4402	-0.0007	-nan
1.4414	-0.0007	-nan
1.4426	-0.0007	-nan
1.4438	-0.0007	-nan
1.445	-0.0007	-nan
1.4462	-0.0007	-nan
1.4474	-0.0007	-nan
1.4486	-0.0007	-nan
1.4498	-0.0007	-nan
1.451	-0.0007	-nan
1.4522	-0.0007	-nan
1.4534	-0.0007	-nan
1.4546	-0.0007	-nan
1.4558	-0.0007	-nan
1.457	-0.0007	-nan
1.4582	-0.0007	-nan
1.4594	-0.0007	-nan
