#n_l	N_0	probability

1.40767	0.9025	0
1.4086	0.9025	0
1.40954	0.9025	1.18197e-48
1.41048	0.9025	7.95976e-38
1.41141	0.9025	1.00826e-35
1.41235	0.9025	1.09868e-34
1.41328	0.9025	1.89734e-33
1.41422	0.9025	2.39084e-33
1.41516	0.9025	6.47638e-32
1.41609	0.9025	6.24146e-31
1.41703	0.9025	1.50093e-30
1.41796	0.9025	2.37487e-30
1.4189	0.9025	1.96456e-29
1.41984	0.9025	3.09736e-29
1.42077	0.9025	1.24296e-28
1.42171	0.9025	1.52415e-28
1.42264	0.9025	3.84724e-28
1.42358	0.9025	1.75802e-27
1.42452	0.9025	3.66726e-27
1.42545	0.9025	1.17767e-26
1.42639	0.9025	1.53119e-26
1.42732	0.9025	2.42461e-26
1.42826	0.9025	3.32317e-26
1.4292	0.9025	4.74818e-26
1.43013	0.9025	8.52366e-26
1.43107	0.9025	1.16342e-25
1.432	0.9025	2.39941e-25
1.43294	0.9025	1.32249e-25
1.43388	0.9025	3.67226e-25
1.43481	0.9025	8.93002e-26
1.43575	0.9025	1.12423e-25
1.43668	0.9025	1.73528e-25
1.43762	0.9025	2.11291e-25
1.43856	0.9025	1.58875e-25
1.43949	0.9025	1.22885e-25
1.44043	0.9025	3.75973e-26
1.44136	0.9025	3.83658e-26
1.4423	0.9025	2.38181e-25
1.44324	0.9025	2.1578e-26
1.44417	0.9025	7.96736e-27
1.44511	0.9025	2.85465e-27
1.44604	0.9025	2.39869e-27
1.44698	0.9025	1.09057e-27
1.44792	0.9025	2.12897e-28
1.44885	0.9025	5.90478e-29
1.44979	0.9025	1.25717e-29
1.45072	0.9025	1.91951e-30
1.45166	0.9025	1.23053e-31
1.4526	0.9025	1.47114e-32
1.45353	0.9025	8.56919e-34
1.40767	0.9075	0
1.4086	0.9075	0
1.40954	0.9075	7.0059e-47
1.41048	0.9075	2.96906e-36
1.41141	0.9075	7.8574e-34
1.41235	0.9075	4.38842e-33
1.41328	0.9075	3.86294e-32
1.41422	0.9075	2.40893e-31
1.41516	0.9075	2.23179e-30
1.41609	0.9075	2.38107e-29
1.41703	0.9075	8.41549e-29
1.41796	0.9075	3.25366e-28
1.4189	0.9075	1.35067e-27
1.41984	0.9075	2.04624e-27
1.42077	0.9075	8.90525e-27
1.42171	0.9075	5.33457e-26
1.42264	0.9075	5.01162e-26
1.42358	0.9075	5.43649e-26
1.42452	0.9075	1.61994e-25
1.42545	0.9075	2.85363e-25
1.42639	0.9075	9.66956e-25
1.42732	0.9075	1.71125e-24
1.42826	0.9075	2.53395e-24
1.4292	0.9075	2.23643e-24
1.43013	0.9075	7.27484e-24
1.43107	0.9075	9.70569e-24
1.432	0.9075	1.18794e-23
1.43294	0.9075	1.29322e-23
1.43388	0.9075	1.13272e-23
1.43481	0.9075	1.13694e-23
1.43575	0.9075	1.63176e-23
1.43668	0.9075	8.43842e-24
1.43762	0.9075	2.01545e-23
1.43856	0.9075	1.23178e-23
1.43949	0.9075	1.91503e-23
1.44043	0.9075	7.75312e-24
1.44136	0.9075	2.84644e-24
1.4423	0.9075	2.09937e-24
1.44324	0.9075	2.65634e-24
1.44417	0.9075	7.22813e-25
1.44511	0.9075	2.21792e-25
1.44604	0.9075	1.69126e-25
1.44698	0.9075	4.31645e-26
1.44792	0.9075	2.17544e-26
1.44885	0.9075	8.15692e-27
1.44979	0.9075	1.9752e-27
1.45072	0.9075	1.64928e-28
1.45166	0.9075	2.60062e-29
1.4526	0.9075	4.10452e-30
1.45353	0.9075	1.41829e-31
1.40767	0.9125	0
1.4086	0.9125	0
1.40954	0.9125	2.02723e-42
1.41048	0.9125	2.83886e-33
1.41141	0.9125	8.05177e-32
1.41235	0.9125	2.19075e-31
1.41328	0.9125	1.01625e-30
1.41422	0.9125	3.43295e-29
1.41516	0.9125	7.72309e-28
1.41609	0.9125	6.10297e-27
1.41703	0.9125	3.12176e-26
1.41796	0.9125	1.53826e-25
1.4189	0.9125	1.25545e-25
1.41984	0.9125	6.2718e-25
1.42077	0.9125	5.04262e-25
1.42171	0.9125	2.76594e-24
1.42264	0.9125	5.58632e-24
1.42358	0.9125	4.87535e-24
1.42452	0.9125	2.15095e-23
1.42545	0.9125	4.769e-23
1.42639	0.9125	9.43085e-23
1.42732	0.9125	1.81054e-22
1.42826	0.9125	2.74049e-22
1.4292	0.9125	5.96483e-22
1.43013	0.9125	6.84166e-22
1.43107	0.9125	1.30087e-21
1.432	0.9125	1.52312e-21
1.43294	0.9125	8.7724e-22
1.43388	0.9125	2.19257e-21
1.43481	0.9125	1.41374e-21
1.43575	0.9125	1.86719e-21
1.43668	0.9125	1.28273e-21
1.43762	0.9125	1.21991e-21
1.43856	0.9125	1.03233e-21
1.43949	0.9125	1.00969e-21
1.44043	0.9125	5.98284e-22
1.44136	0.9125	7.41506e-22
1.4423	0.9125	6.24697e-22
1.44324	0.9125	1.46264e-22
1.44417	0.9125	6.60576e-23
1.44511	0.9125	2.25304e-23
1.44604	0.9125	1.22196e-23
1.44698	0.9125	5.71482e-24
1.44792	0.9125	2.09564e-24
1.44885	0.9125	4.80922e-25
1.44979	0.9125	6.79991e-26
1.45072	0.9125	7.68489e-27
1.45166	0.9125	5.73972e-28
1.4526	0.9125	4.89342e-29
1.45353	0.9125	4.25949e-30
1.40767	0.9175	0
1.4086	0.9175	0
1.40954	0.9175	1.63405e-38
1.41048	0.9175	2.57223e-31
1.41141	0.9175	7.83003e-31
1.41235	0.9175	1.60555e-29
1.41328	0.9175	5.6261e-28
1.41422	0.9175	8.07522e-27
1.41516	0.9175	4.07205e-26
1.41609	0.9175	2.30398e-25
1.41703	0.9175	9.82974e-25
1.41796	0.9175	4.19451e-24
1.4189	0.9175	5.85522e-24
1.41984	0.9175	1.90604e-23
1.42077	0.9175	1.11522e-22
1.42171	0.9175	8.50004e-23
1.42264	0.9175	3.9014e-22
1.42358	0.9175	1.61542e-21
1.42452	0.9175	2.00271e-21
1.42545	0.9175	3.91846e-21
1.42639	0.9175	7.5607e-21
1.42732	0.9175	1.10545e-20
1.42826	0.9175	2.32937e-20
1.4292	0.9175	4.15521e-20
1.43013	0.9175	4.22471e-20
1.43107	0.9175	7.38282e-20
1.432	0.9175	6.74517e-20
1.43294	0.9175	8.24883e-20
1.43388	0.9175	6.97718e-20
1.43481	0.9175	8.56108e-20
1.43575	0.9175	1.03007e-19
1.43668	0.9175	6.44707e-20
1.43762	0.9175	1.16404e-19
1.43856	0.9175	1.00701e-19
1.43949	0.9175	8.31433e-20
1.44043	0.9175	6.37789e-20
1.44136	0.9175	4.43693e-20
1.4423	0.9175	1.06436e-20
1.44324	0.9175	1.26508e-20
