#n_l	N_0	probability

1.40889	0.0540625	0
1.40988	0.0540625	0
1.41086	0.0540625	3.6138e-49
1.41184	0.0540625	2.25636e-39
1.41283	0.0540625	8.66762e-43
1.41381	0.0540625	1.39545e-40
1.4148	0.0540625	7.64804e-36
1.41578	0.0540625	1.58923e-34
1.41676	0.0540625	8.1001e-35
1.41775	0.0540625	1.0196e-35
1.41873	0.0540625	3.65738e-33
1.41972	0.0540625	2.53496e-32
1.4207	0.0540625	4.38021e-32
1.42168	0.0540625	3.8745e-32
1.42267	0.0540625	5.27624e-33
1.42365	0.0540625	4.43376e-32
1.42464	0.0540625	7.5261e-31
1.42562	0.0540625	3.12413e-30
1.4266	0.0540625	7.56624e-30
1.42759	0.0540625	7.82142e-30
1.42857	0.0540625	4.17891e-30
1.42956	0.0540625	1.05971e-30
1.43054	0.0540625	4.05266e-31
1.43152	0.0540625	2.55525e-30
1.43251	0.0540625	2.73276e-30
1.43349	0.0540625	1.00503e-29
1.43448	0.0540625	9.69653e-30
1.43546	0.0540625	8.1449e-31
1.43644	0.0540625	9.31013e-30
1.43743	0.0540625	7.22171e-30
1.43841	0.0540625	5.17187e-30
1.4394	0.0540625	5.30893e-32
1.44038	0.0540625	3.00704e-32
1.44136	0.0540625	6.3658e-33
1.44235	0.0540625	3.03965e-33
1.44333	0.0540625	1.25439e-33
1.44432	0.0540625	3.10462e-34
1.4453	0.0540625	1.04955e-33
1.44628	0.0540625	2.17908e-34
1.44727	0.0540625	3.24546e-35
1.44825	0.0540625	2.74032e-36
1.44924	0.0540625	4.29046e-36
1.45022	0.0540625	1.99424e-40
1.4512	0.0540625	1.96307e-41
1.45219	0.0540625	4.41157e-42
1.45317	0.0540625	2.10076e-43
1.45416	0.0540625	1.80529e-44
1.45514	0.0540625	0
1.45612	0.0540625	0
1.45711	0.0540625	0
1.40889	0.0621875	0
1.40988	0.0621875	0
1.41086	0.0621875	1.18999e-30
1.41184	0.0621875	7.61984e-20
1.41283	0.0621875	1.62432e-11
1.41381	0.0621875	6.46646e-12
1.4148	0.0621875	3.4793e-10
1.41578	0.0621875	1.831e-07
1.41676	0.0621875	3.67943e-07
1.41775	0.0621875	8.63983e-08
1.41873	0.0621875	3.59689e-06
1.41972	0.0621875	6.71292e-05
1.4207	0.0621875	0.000173665
1.42168	0.0621875	0.000216184
1.42267	0.0621875	0.000116333
1.42365	0.0621875	0.000399937
1.42464	0.0621875	0.00260338
1.42562	0.0621875	0.0129748
1.4266	0.0621875	0.0332537
1.42759	0.0621875	0.044294
1.42857	0.0621875	0.035596
