#n_l	N_0	probability

1.40507	0.0059375	0
1.40603	0.0059375	4.08597e-37
1.40699	0.0059375	7.41715e-17
1.40796	0.0059375	1.05972e-08
1.40892	0.0059375	6.29319e-07
1.40989	0.0059375	2.87646e-05
1.41085	0.0059375	0.000308995
1.41182	0.0059375	0.00926325
1.41278	0.0059375	0.0275841
1.41375	0.0059375	0.111928
1.41471	0.0059375	0.321325
1.41567	0.0059375	1.53167
1.41664	0.0059375	6.25401
1.4176	0.0059375	16.2613
1.41857	0.0059375	34.7797
1.41953	0.0059375	59.0399
1.4205	0.0059375	89.1383
1.42146	0.0059375	212.902
1.42242	0.0059375	433.067
1.42339	0.0059375	777.664
1.42435	0.0059375	1753.68
1.42532	0.0059375	1777.11
1.42628	0.0059375	1617.99
1.42725	0.0059375	2889.19
1.42821	0.0059375	2861.94
1.42917	0.0059375	2933.22
1.43014	0.0059375	3909.82
1.4311	0.0059375	3846.2
1.43207	0.0059375	2877.79
1.43303	0.0059375	2279.02
1.434	0.0059375	1937.28
1.43496	0.0059375	1361.54
1.43592	0.0059375	949.272
1.43689	0.0059375	526.016
1.43785	0.0059375	329.022
1.43882	0.0059375	152.345
1.43978	0.0059375	92.863
1.44075	0.0059375	43.4555
1.44171	0.0059375	17.4162
1.44267	0.0059375	8.81416
1.44364	0.0059375	2.76439
1.4446	0.0059375	1.10332
1.44557	0.0059375	0.283015
1.44653	0.0059375	0.0755891
1.4475	0.0059375	0.00931252
1.44846	0.0059375	0.00314043
1.44942	0.0059375	0.000293173
1.45039	0.0059375	2.36854e-05
1.45135	0.0059375	1.2028e-06
1.45232	0.0059375	7.47743e-09
1.40507	0.0178125	0
1.40603	0.0178125	5.146e-33
1.40699	0.0178125	1.83744e-15
1.40796	0.0178125	1.79633e-08
1.40892	0.0178125	1.37603e-06
1.40989	0.0178125	2.73011e-05
1.41085	0.0178125	0.000779424
1.41182	0.0178125	0.00318695
1.41278	0.0178125	0.0269649
1.41375	0.0178125	0.175086
1.41471	0.0178125	0.472139
1.41567	0.0178125	1.92061
1.41664	0.0178125	4.2508
1.4176	0.0178125	10.0702
1.41857	0.0178125	25.4271
1.41953	0.0178125	68.342
1.4205	0.0178125	121.151
1.42146	0.0178125	262.688
1.42242	0.0178125	529.947
1.42339	0.0178125	747.383
1.42435	0.0178125	1718.71
1.42532	0.0178125	1382.1
1.42628	0.0178125	2806.87
1.42725	0.0178125	2764
1.42821	0.0178125	2521.98
1.42917	0.0178125	3835.65
1.43014	0.0178125	4522.42
1.4311	0.0178125	3471.51
1.43207	0.0178125	3066.38
1.43303	0.0178125	2523.28
1.434	0.0178125	1868.53
1.43496	0.0178125	1292.15
1.43592	0.0178125	799.264
1.43689	0.0178125	472.524
1.43785	0.0178125	244.715
1.43882	0.0178125	178.77
1.43978	0.0178125	100.789
1.44075	0.0178125	30.5721
1.44171	0.0178125	20.7566
1.44267	0.0178125	5.56504
1.44364	0.0178125	2.49631
1.4446	0.0178125	0.656697
1.44557	0.0178125	0.282127
1.44653	0.0178125	0.0440884
1.4475	0.0178125	0.0179353
1.44846	0.0178125	0.0010771
1.44942	0.0178125	0.000125741
1.45039	0.0178125	1.90918e-05
1.45135	0.0178125	7.04777e-07
1.45232	0.0178125	1.742e-10
1.40507	0.0296875	0
1.40603	0.0296875	2.70399e-30
1.40699	0.0296875	3.51083e-13
1.40796	0.0296875	4.00864e-08
1.40892	0.0296875	1.64213e-06
1.40989	0.0296875	2.40848e-05
1.41085	0.0296875	0.000444691
1.41182	0.0296875	0.00246799
1.41278	0.0296875	0.0227217
1.41375	0.0296875	0.0584142
1.41471	0.0296875	0.198167
1.41567	0.0296875	1.02347
1.41664	0.0296875	2.39503
1.4176	0.0296875	5.9849
1.41857	0.0296875	14.6215
1.41953	0.0296875	28.791
1.4205	0.0296875	55.8546
1.42146	0.0296875	101.909
1.42242	0.0296875	219.71
1.42339	0.0296875	409.674
1.42435	0.0296875	541.205
1.42532	0.0296875	943.035
1.42628	0.0296875	1034.5
1.42725	0.0296875	1103.19
1.42821	0.0296875	1228.92
1.42917	0.0296875	1498.32
1.43014	0.0296875	1058.13
1.4311	0.0296875	1114.14
1.43207	0.0296875	887.845
1.43303	0.0296875	801.734
1.434	0.0296875	535.207
1.43496	0.0296875	427.997
1.43592	0.0296875	246.679
1.43689	0.0296875	125.016
1.43785	0.0296875	120.718
1.43882	0.0296875	48.8443
1.43978	0.0296875	21.6554
1.44075	0.0296875	12.3963
1.44171	0.0296875	6.50517
1.44267	0.0296875	1.62987
1.44364	0.0296875	0.572899
1.4446	0.0296875	0.24004
1.44557	0.0296875	0.0945422
1.44653	0.0296875	0.0147816
1.4475	0.0296875	0.00724205
1.44846	0.0296875	0.000282888
1.44942	0.0296875	2.82348e-05
1.45039	0.0296875	1.80174e-06
1.45135	0.0296875	1.21584e-07
1.45232	0.0296875	2.7662e-12
1.40507	0.0415625	0
