#n_l	N_0	probability

1.40284	0.9415	1.24051e-31
1.40371	0.9415	1.20449e-30
1.40458	0.9415	9.3422e-30
1.40545	0.9415	6.92056e-28
1.40632	0.9415	2.17379e-27
1.40719	0.9415	1.4641e-26
1.40806	0.9415	7.52718e-26
1.40893	0.9415	8.54768e-25
1.4098	0.9415	4.19715e-24
1.41067	0.9415	2.13153e-22
1.41154	0.9415	1.68099e-23
1.41241	0.9415	1.83205e-21
1.41328	0.9415	1.41001e-21
1.41415	0.9415	1.76202e-20
1.41502	0.9415	7.97367e-21
1.41589	0.9415	7.19473e-20
1.41676	0.9415	8.04618e-20
1.41763	0.9415	7.59023e-20
1.4185	0.9415	1.74802e-20
1.41937	0.9415	4.61452e-19
1.42024	0.9415	2.54308e-19
1.42111	0.9415	2.81944e-19
1.42198	0.9415	3.84389e-19
1.42285	0.9415	3.80996e-19
1.42372	0.9415	9.29861e-19
1.42459	0.9415	9.27131e-19
1.42546	0.9415	1.45656e-18
1.42633	0.9415	8.3682e-19
1.4272	0.9415	3.44586e-18
1.42807	0.9415	2.73974e-17
1.42894	0.9415	5.56308e-17
1.42981	0.9415	1.53697e-18
1.43068	0.9415	4.44018e-18
1.43155	0.9415	2.10354e-18
1.43242	0.9415	5.42524e-18
1.43329	0.9415	1.9627e-18
1.43416	0.9415	1.18091e-18
1.43503	0.9415	1.94598e-18
1.4359	0.9415	1.13928e-18
1.43677	0.9415	4.07568e-19
1.43764	0.9415	3.16391e-19
1.43851	0.9415	1.31333e-20
1.43939	0.9415	8.71712e-20
1.44026	0.9415	2.43569e-21
1.44113	0.9415	4.54437e-21
1.442	0.9415	2.77442e-22
1.44287	0.9415	4.27629e-23
1.44374	0.9415	1.4001e-22
1.44461	0.9415	5.86862e-25
1.44548	0.9415	1.85022e-26
1.40284	0.9445	9.47395e-31
1.40371	0.9445	7.86803e-30
1.40458	0.9445	2.20273e-28
1.40545	0.9445	2.35921e-27
1.40632	0.9445	4.64527e-26
1.40719	0.9445	3.1619e-25
1.40806	0.9445	2.46815e-24
1.40893	0.9445	4.23789e-23
1.4098	0.9445	1.75116e-22
1.41067	0.9445	3.377e-22
1.41154	0.9445	3.29268e-21
1.41241	0.9445	9.44794e-21
1.41328	0.9445	7.67641e-21
1.41415	0.9445	2.57665e-20
1.41502	0.9445	9.81312e-20
1.41589	0.9445	1.7839e-19
1.41676	0.9445	3.35222e-19
1.41763	0.9445	9.03072e-19
1.4185	0.9445	1.2159e-18
1.41937	0.9445	1.32637e-17
1.42024	0.9445	3.9583e-18
1.42111	0.9445	7.85567e-18
1.42198	0.9445	1.18429e-17
1.42285	0.9445	1.45858e-17
1.42372	0.9445	2.08344e-17
1.42459	0.9445	2.17468e-17
1.42546	0.9445	6.57742e-17
1.42633	0.9445	1.26978e-16
1.4272	0.9445	3.623e-16
1.42807	0.9445	5.91882e-16
1.42894	0.9445	4.82726e-16
1.42981	0.9445	1.10744e-16
1.43068	0.9445	1.42805e-16
1.43155	0.9445	5.32636e-17
1.43242	0.9445	4.98731e-17
1.43329	0.9445	8.41224e-17
1.43416	0.9445	3.93621e-17
1.43503	0.9445	9.34705e-18
1.4359	0.9445	1.47838e-17
1.43677	0.9445	1.1026e-17
1.43764	0.9445	1.26317e-18
1.43851	0.9445	7.42612e-19
1.43939	0.9445	1.75291e-19
1.44026	0.9445	1.86926e-19
1.44113	0.9445	5.22984e-20
1.442	0.9445	5.12611e-21
1.44287	0.9445	7.04569e-21
1.44374	0.9445	3.64414e-23
1.44461	0.9445	8.58925e-24
1.44548	0.9445	7.57919e-25
1.40284	0.9475	2.68198e-30
1.40371	0.9475	2.11432e-28
1.40458	0.9475	7.69657e-28
1.40545	0.9475	8.36814e-25
1.40632	0.9475	9.72216e-24
1.40719	0.9475	9.47411e-22
1.40806	0.9475	3.41623e-21
1.40893	0.9475	2.3462e-21
1.4098	0.9475	3.04664e-20
1.41067	0.9475	1.17245e-20
1.41154	0.9475	5.44574e-20
