#n_l	N_0	probability

1.4006	0.025	-nan
1.4018	0.025	-nan
1.403	0.025	-nan
1.4042	0.025	-nan
1.4054	0.025	-nan
1.4066	0.025	-nan
1.4078	0.025	-nan
1.409	0.025	-nan
1.4102	0.025	-nan
1.4114	0.025	-nan
1.4126	0.025	-nan
1.4138	0.025	-nan
1.415	0.025	-nan
1.4162	0.025	-nan
1.4174	0.025	-nan
1.4186	0.025	-nan
1.4198	0.025	-nan
1.421	0.025	-nan
1.4222	0.025	-nan
1.4234	0.025	-nan
1.4246	0.025	-nan
1.4258	0.025	-nan
1.427	0.025	-nan
1.4282	0.025	-nan
1.4294	0.025	-nan
1.4306	0.025	-nan
1.4318	0.025	-nan
1.433	0.025	-nan
1.4342	0.025	-nan
1.4354	0.025	-nan
1.4366	0.025	-nan
1.4378	0.025	-nan
1.439	0.025	-nan
1.4402	0.025	-nan
1.4414	0.025	-nan
1.4426	0.025	-nan
1.4438	0.025	-nan
1.445	0.025	-nan
1.4462	0.025	-nan
1.4474	0.025	-nan
1.4486	0.025	-nan
1.4498	0.025	-nan
1.451	0.025	-nan
1.4522	0.025	-nan
1.4534	0.025	-nan
1.4546	0.025	-nan
1.4558	0.025	-nan
1.457	0.025	-nan
1.4582	0.025	-nan
1.4594	0.025	-nan
1.4006	0.075	-nan
1.4018	0.075	-nan
1.403	0.075	-nan
1.4042	0.075	-nan
1.4054	0.075	-nan
1.4066	0.075	-nan
1.4078	0.075	-nan
1.409	0.075	-nan
1.4102	0.075	-nan
1.4114	0.075	-nan
1.4126	0.075	-nan
1.4138	0.075	-nan
1.415	0.075	-nan
1.4162	0.075	-nan
1.4174	0.075	-nan
1.4186	0.075	-nan
1.4198	0.075	-nan
1.421	0.075	-nan
1.4222	0.075	-nan
1.4234	0.075	-nan
1.4246	0.075	-nan
1.4258	0.075	-nan
1.427	0.075	-nan
1.4282	0.075	-nan
1.4294	0.075	-nan
1.4306	0.075	-nan
1.4318	0.075	-nan
1.433	0.075	-nan
1.4342	0.075	-nan
1.4354	0.075	-nan
1.4366	0.075	-nan
1.4378	0.075	-nan
1.439	0.075	-nan
1.4402	0.075	-nan
1.4414	0.075	-nan
1.4426	0.075	-nan
1.4438	0.075	-nan
1.445	0.075	-nan
1.4462	0.075	-nan
1.4474	0.075	-nan
1.4486	0.075	-nan
1.4498	0.075	-nan
1.451	0.075	-nan
1.4522	0.075	-nan
1.4534	0.075	-nan
1.4546	0.075	-nan
1.4558	0.075	-nan
1.457	0.075	-nan
1.4582	0.075	-nan
1.4594	0.075	-nan
1.4006	0.125	-nan
1.4018	0.125	-nan
1.403	0.125	-nan
1.4042	0.125	-nan
1.4054	0.125	-nan
1.4066	0.125	-nan
1.4078	0.125	-nan
1.409	0.125	-nan
1.4102	0.125	-nan
1.4114	0.125	-nan
1.4126	0.125	-nan
1.4138	0.125	-nan
1.415	0.125	-nan
1.4162	0.125	-nan
1.4174	0.125	-nan
1.4186	0.125	-nan
1.4198	0.125	-nan
1.421	0.125	-nan
1.4222	0.125	-nan
1.4234	0.125	-nan
1.4246	0.125	-nan
1.4258	0.125	-nan
1.427	0.125	-nan
1.4282	0.125	-nan
1.4294	0.125	-nan
1.4306	0.125	-nan
1.4318	0.125	-nan
1.433	0.125	-nan
1.4342	0.125	-nan
1.4354	0.125	-nan
1.4366	0.125	-nan
1.4378	0.125	-nan
1.439	0.125	-nan
1.4402	0.125	-nan
1.4414	0.125	-nan
1.4426	0.125	-nan
1.4438	0.125	-nan
1.445	0.125	-nan
1.4462	0.125	-nan
1.4474	0.125	-nan
1.4486	0.125	-nan
1.4498	0.125	-nan
1.451	0.125	-nan
1.4522	0.125	-nan
1.4534	0.125	-nan
1.4546	0.125	-nan
1.4558	0.125	-nan
1.457	0.125	-nan
1.4582	0.125	-nan
1.4594	0.125	-nan
1.4006	0.175	-nan
1.4018	0.175	-nan
1.403	0.175	-nan
1.4042	0.175	-nan
1.4054	0.175	-nan
1.4066	0.175	-nan
1.4078	0.175	-nan
1.409	0.175	-nan
1.4102	0.175	-nan
1.4114	0.175	-nan
1.4126	0.175	-nan
1.4138	0.175	-nan
1.415	0.175	-nan
1.4162	0.175	-nan
1.4174	0.175	-nan
1.4186	0.175	-nan
1.4198	0.175	-nan
1.421	0.175	-nan
1.4222	0.175	-nan
1.4234	0.175	-nan
1.4246	0.175	-nan
1.4258	0.175	-nan
1.427	0.175	-nan
1.4282	0.175	-nan
1.4294	0.175	-nan
1.4306	0.175	-nan
1.4318	0.175	-nan
1.433	0.175	-nan
1.4342	0.175	-nan
1.4354	0.175	-nan
1.4366	0.175	-nan
1.4378	0.175	-nan
1.439	0.175	-nan
1.4402	0.175	-nan
1.4414	0.175	-nan
1.4426	0.175	-nan
1.4438	0.175	-nan
1.445	0.175	-nan
1.4462	0.175	-nan
1.4474	0.175	-nan
1.4486	0.175	-nan
1.4498	0.175	-nan
1.451	0.175	-nan
1.4522	0.175	-nan
1.4534	0.175	-nan
1.4546	0.175	-nan
1.4558	0.175	-nan
1.457	0.175	-nan
1.4582	0.175	-nan
1.4594	0.175	-nan
1.4006	0.225	-nan
1.4018	0.225	-nan
1.403	0.225	-nan
1.4042	0.225	-nan
1.4054	0.225	-nan
1.4066	0.225	-nan
1.4078	0.225	-nan
1.409	0.225	-nan
1.4102	0.225	-nan
1.4114	0.225	-nan
1.4126	0.225	-nan
1.4138	0.225	-nan
1.415	0.225	-nan
1.4162	0.225	-nan
1.4174	0.225	-nan
1.4186	0.225	-nan
1.4198	0.225	-nan
1.421	0.225	-nan
1.4222	0.225	-nan
1.4234	0.225	-nan
1.4246	0.225	-nan
1.4258	0.225	-nan
1.427	0.225	-nan
1.4282	0.225	-nan
1.4294	0.225	-nan
1.4306	0.225	-nan
1.4318	0.225	-nan
1.433	0.225	-nan
1.4342	0.225	-nan
1.4354	0.225	-nan
1.4366	0.225	-nan
1.4378	0.225	-nan
1.439	0.225	-nan
1.4402	0.225	-nan
1.4414	0.225	-nan
1.4426	0.225	-nan
1.4438	0.225	-nan
1.445	0.225	-nan
1.4462	0.225	-nan
1.4474	0.225	-nan
1.4486	0.225	-nan
1.4498	0.225	-nan
1.451	0.225	-nan
1.4522	0.225	-nan
1.4534	0.225	-nan
1.4546	0.225	-nan
1.4558	0.225	-nan
1.457	0.225	-nan
1.4582	0.225	-nan
1.4594	0.225	-nan
1.4006	0.275	-nan
1.4018	0.275	-nan
1.403	0.275	-nan
1.4042	0.275	-nan
1.4054	0.275	-nan
1.4066	0.275	-nan
1.4078	0.275	-nan
1.409	0.275	-nan
1.4102	0.275	-nan
1.4114	0.275	-nan
1.4126	0.275	-nan
1.4138	0.275	-nan
1.415	0.275	-nan
1.4162	0.275	-nan
1.4174	0.275	-nan
1.4186	0.275	-nan
1.4198	0.275	-nan
1.421	0.275	-nan
1.4222	0.275	-nan
1.4234	0.275	-nan
1.4246	0.275	-nan
1.4258	0.275	-nan
1.427	0.275	-nan
1.4282	0.275	-nan
1.4294	0.275	-nan
1.4306	0.275	-nan
1.4318	0.275	-nan
1.433	0.275	-nan
1.4342	0.275	-nan
1.4354	0.275	-nan
1.4366	0.275	-nan
1.4378	0.275	-nan
1.439	0.275	-nan
1.4402	0.275	-nan
1.4414	0.275	-nan
1.4426	0.275	-nan
1.4438	0.275	-nan
1.445	0.275	-nan
1.4462	0.275	-nan
1.4474	0.275	-nan
1.4486	0.275	-nan
1.4498	0.275	-nan
1.451	0.275	-nan
1.4522	0.275	-nan
1.4534	0.275	-nan
1.4546	0.275	-nan
1.4558	0.275	-nan
1.457	0.275	-nan
1.4582	0.275	-nan
1.4594	0.275	-nan
1.4006	0.325	-nan
1.4018	0.325	-nan
1.403	0.325	-nan
1.4042	0.325	-nan
1.4054	0.325	-nan
1.4066	0.325	-nan
1.4078	0.325	-nan
1.409	0.325	-nan
1.4102	0.325	-nan
1.4114	0.325	-nan
1.4126	0.325	-nan
1.4138	0.325	-nan
1.415	0.325	-nan
1.4162	0.325	-nan
1.4174	0.325	-nan
1.4186	0.325	-nan
1.4198	0.325	-nan
1.421	0.325	-nan
1.4222	0.325	-nan
1.4234	0.325	-nan
1.4246	0.325	-nan
1.4258	0.325	-nan
1.427	0.325	-nan
1.4282	0.325	-nan
1.4294	0.325	-nan
1.4306	0.325	-nan
1.4318	0.325	-nan
1.433	0.325	-nan
1.4342	0.325	-nan
1.4354	0.325	-nan
1.4366	0.325	-nan
1.4378	0.325	-nan
1.439	0.325	-nan
1.4402	0.325	-nan
1.4414	0.325	-nan
1.4426	0.325	-nan
1.4438	0.325	-nan
1.445	0.325	-nan
1.4462	0.325	-nan
1.4474	0.325	-nan
1.4486	0.325	-nan
1.4498	0.325	-nan
1.451	0.325	-nan
1.4522	0.325	-nan
1.4534	0.325	-nan
1.4546	0.325	-nan
1.4558	0.325	-nan
1.457	0.325	-nan
1.4582	0.325	-nan
1.4594	0.325	-nan
1.4006	0.375	-nan
1.4018	0.375	-nan
1.403	0.375	-nan
1.4042	0.375	-nan
1.4054	0.375	-nan
1.4066	0.375	-nan
1.4078	0.375	-nan
1.409	0.375	-nan
1.4102	0.375	-nan
1.4114	0.375	-nan
1.4126	0.375	-nan
1.4138	0.375	-nan
1.415	0.375	-nan
1.4162	0.375	-nan
1.4174	0.375	-nan
1.4186	0.375	-nan
1.4198	0.375	-nan
1.421	0.375	-nan
1.4222	0.375	-nan
1.4234	0.375	-nan
1.4246	0.375	-nan
1.4258	0.375	-nan
1.427	0.375	-nan
1.4282	0.375	-nan
1.4294	0.375	-nan
1.4306	0.375	-nan
1.4318	0.375	-nan
1.433	0.375	-nan
1.4342	0.375	-nan
1.4354	0.375	-nan
1.4366	0.375	-nan
1.4378	0.375	-nan
