#n_l	theta_0	probability

1.40035	0.000215	0
1.40104	0.000215	0
1.40174	0.000215	0
1.40244	0.000215	0
1.40313	0.000215	0
1.40383	0.000215	0
1.40452	0.000215	0
1.40522	0.000215	0
1.40592	0.000215	0
1.40661	0.000215	0
1.40731	0.000215	0
1.408	0.000215	0
1.4087	0.000215	0
1.4094	0.000215	0
1.41009	0.000215	0
1.41079	0.000215	0
1.41148	0.000215	0
1.41218	0.000215	0
1.41288	0.000215	0
1.41357	0.000215	0
1.41427	0.000215	0
1.41496	0.000215	0
1.41566	0.000215	0
1.41636	0.000215	0
1.41705	0.000215	0
1.41775	0.000215	0
1.41844	0.000215	0
1.41914	0.000215	0
1.41984	0.000215	0
1.42053	0.000215	0
1.42123	0.000215	0
1.42192	0.000215	0
1.42262	0.000215	0
1.42332	0.000215	0
1.42401	0.000215	0
1.42471	0.000215	0
1.4254	0.000215	0
1.4261	0.000215	0
1.4268	0.000215	0
1.42749	0.000215	0
1.42819	0.000215	0
1.42888	0.000215	0
1.42958	0.000215	0
1.43028	0.000215	0
1.43097	0.000215	0
1.43167	0.000215	0
1.43236	0.000215	0
1.43306	0.000215	0
1.43376	0.000215	0
1.43445	0.000215	0
1.40035	0.000245	0
1.40104	0.000245	0
1.40174	0.000245	0
1.40244	0.000245	0
1.40313	0.000245	0
1.40383	0.000245	0
1.40452	0.000245	0
1.40522	0.000245	0
1.40592	0.000245	0
1.40661	0.000245	0
1.40731	0.000245	0
1.408	0.000245	0
1.4087	0.000245	0
1.4094	0.000245	0
1.41009	0.000245	0
1.41079	0.000245	0
1.41148	0.000245	0
1.41218	0.000245	0
1.41288	0.000245	0
1.41357	0.000245	0
1.41427	0.000245	0
1.41496	0.000245	0
1.41566	0.000245	0
1.41636	0.000245	0
1.41705	0.000245	0
1.41775	0.000245	0
1.41844	0.000245	0
1.41914	0.000245	0
1.41984	0.000245	0
1.42053	0.000245	0
1.42123	0.000245	0
1.42192	0.000245	0
1.42262	0.000245	0
1.42332	0.000245	0
1.42401	0.000245	0
1.42471	0.000245	0
1.4254	0.000245	0
1.4261	0.000245	0
1.4268	0.000245	0
1.42749	0.000245	0
1.42819	0.000245	0
1.42888	0.000245	0
1.42958	0.000245	0
1.43028	0.000245	0
1.43097	0.000245	0
1.43167	0.000245	0
1.43236	0.000245	0
1.43306	0.000245	0
1.43376	0.000245	0
1.43445	0.000245	0
1.40035	0.000275	0
1.40104	0.000275	0
1.40174	0.000275	0
1.40244	0.000275	0
1.40313	0.000275	0
1.40383	0.000275	0
1.40452	0.000275	0
1.40522	0.000275	0
1.40592	0.000275	0
1.40661	0.000275	0
1.40731	0.000275	0
1.408	0.000275	0
1.4087	0.000275	0
1.4094	0.000275	0
1.41009	0.000275	0
1.41079	0.000275	0
1.41148	0.000275	0
1.41218	0.000275	0
1.41288	0.000275	0
1.41357	0.000275	0
1.41427	0.000275	0
1.41496	0.000275	0
1.41566	0.000275	0
1.41636	0.000275	0
1.41705	0.000275	0
1.41775	0.000275	0
1.41844	0.000275	0
1.41914	0.000275	0
1.41984	0.000275	0
1.42053	0.000275	0
1.42123	0.000275	0
1.42192	0.000275	0
1.42262	0.000275	0
1.42332	0.000275	0
1.42401	0.000275	0
1.42471	0.000275	0
1.4254	0.000275	0
1.4261	0.000275	0
1.4268	0.000275	0
1.42749	0.000275	0
1.42819	0.000275	0
1.42888	0.000275	0
1.42958	0.000275	0
1.43028	0.000275	0
1.43097	0.000275	0
1.43167	0.000275	0
1.43236	0.000275	0
1.43306	0.000275	0
1.43376	0.000275	0
1.43445	0.000275	0
1.40035	0.000305	0
1.40104	0.000305	0
1.40174	0.000305	0
1.40244	0.000305	0
1.40313	0.000305	0
1.40383	0.000305	0
1.40452	0.000305	0
1.40522	0.000305	0
1.40592	0.000305	0
1.40661	0.000305	0
1.40731	0.000305	0
1.408	0.000305	0
1.4087	0.000305	0
1.4094	0.000305	0
1.41009	0.000305	0
1.41079	0.000305	0
1.41148	0.000305	0
1.41218	0.000305	0
1.41288	0.000305	0
1.41357	0.000305	0
1.41427	0.000305	0
1.41496	0.000305	0
1.41566	0.000305	0
1.41636	0.000305	0
1.41705	0.000305	0
1.41775	0.000305	0
1.41844	0.000305	0
1.41914	0.000305	0
1.41984	0.000305	0
1.42053	0.000305	0
1.42123	0.000305	0
1.42192	0.000305	0
1.42262	0.000305	0
1.42332	0.000305	0
1.42401	0.000305	0
1.42471	0.000305	0
1.4254	0.000305	0
1.4261	0.000305	0
1.4268	0.000305	0
1.42749	0.000305	0
1.42819	0.000305	0
1.42888	0.000305	0
1.42958	0.000305	0
1.43028	0.000305	0
1.43097	0.000305	0
1.43167	0.000305	0
1.43236	0.000305	0
1.43306	0.000305	0
1.43376	0.000305	0
1.43445	0.000305	0
1.40035	0.000335	0
1.40104	0.000335	0
1.40174	0.000335	0
1.40244	0.000335	0
1.40313	0.000335	0
1.40383	0.000335	0
1.40452	0.000335	0
1.40522	0.000335	0
1.40592	0.000335	0
1.40661	0.000335	0
1.40731	0.000335	0
1.408	0.000335	0
1.4087	0.000335	0
1.4094	0.000335	0
1.41009	0.000335	0
1.41079	0.000335	0
1.41148	0.000335	0
1.41218	0.000335	0
1.41288	0.000335	0
1.41357	0.000335	0
1.41427	0.000335	0
1.41496	0.000335	0
1.41566	0.000335	0
1.41636	0.000335	0
1.41705	0.000335	0
1.41775	0.000335	0
1.41844	0.000335	0
1.41914	0.000335	0
1.41984	0.000335	0
1.42053	0.000335	0
1.42123	0.000335	0
1.42192	0.000335	0
1.42262	0.000335	0
1.42332	0.000335	0
1.42401	0.000335	0
1.42471	0.000335	0
1.4254	0.000335	0
1.4261	0.000335	0
1.4268	0.000335	0
1.42749	0.000335	0
1.42819	0.000335	0
1.42888	0.000335	0
1.42958	0.000335	0
1.43028	0.000335	0
1.43097	0.000335	0
1.43167	0.000335	0
1.43236	0.000335	0
1.43306	0.000335	0
1.43376	0.000335	0
1.43445	0.000335	0
1.40035	0.000365	0
1.40104	0.000365	0
1.40174	0.000365	0
1.40244	0.000365	0
1.40313	0.000365	0
1.40383	0.000365	0
1.40452	0.000365	0
1.40522	0.000365	0
1.40592	0.000365	0
1.40661	0.000365	0
1.40731	0.000365	0
1.408	0.000365	0
1.4087	0.000365	0
1.4094	0.000365	0
1.41009	0.000365	0
1.41079	0.000365	0
1.41148	0.000365	0
1.41218	0.000365	0
1.41288	0.000365	0
1.41357	0.000365	0
1.41427	0.000365	0
1.41496	0.000365	0
1.41566	0.000365	0
1.41636	0.000365	0
1.41705	0.000365	0
1.41775	0.000365	0
1.41844	0.000365	0
1.41914	0.000365	0
1.41984	0.000365	0
1.42053	0.000365	0
1.42123	0.000365	0
1.42192	0.000365	0
1.42262	0.000365	0
1.42332	0.000365	0
1.42401	0.000365	0
1.42471	0.000365	0
1.4254	0.000365	0
1.4261	0.000365	0
1.4268	0.000365	0
1.42749	0.000365	0
1.42819	0.000365	0
1.42888	0.000365	0
1.42958	0.000365	0
1.43028	0.000365	0
1.43097	0.000365	0
1.43167	0.000365	0
1.43236	0.000365	0
1.43306	0.000365	0
1.43376	0.000365	0
1.43445	0.000365	0
1.40035	0.000395	1.43894e-13
1.40104	0.000395	5.03447e-13
1.40174	0.000395	3.66537e-10
1.40244	0.000395	1.01111e-11
1.40313	0.000395	5.05128e-11
1.40383	0.000395	2.90549e-09
1.40452	0.000395	4.14506e-05
1.40522	0.000395	0.0181031
1.40592	0.000395	4.82766e-09
1.40661	0.000395	0.00360869
1.40731	0.000395	0.244677
1.408	0.000395	0.000766756
1.4087	0.000395	0.135705
1.4094	0.000395	0.000199679
1.41009	0.000395	0.0784371
1.41079	0.000395	0.382984
1.41148	0.000395	0.34634
1.41218	0.000395	4.94974
1.41288	0.000395	0.0673608
1.41357	0.000395	14.0466
1.41427	0.000395	0.20948
1.41496	0.000395	4.45299
1.41566	0.000395	0.788035
1.41636	0.000395	10.0294
1.41705	0.000395	138.09
1.41775	0.000395	6.56035
1.41844	0.000395	124.107
1.41914	0.000395	1.67655
1.41984	0.000395	1.20269
1.42053	0.000395	20.0939
1.42123	0.000395	40.0212
1.42192	0.000395	0.31045
1.42262	0.000395	26.8062
1.42332	0.000395	1.72307
1.42401	0.000395	2.65289
1.42471	0.000395	1.25704
1.4254	0.000395	0.222964
1.4261	0.000395	1.31894
1.4268	0.000395	0.768448
1.42749	0.000395	0.170046
1.42819	0.000395	0.343695
1.42888	0.000395	0.0265243
1.42958	0.000395	0.00018754
1.43028	0.000395	0.00254299
1.43097	0.000395	3.12747e-11
1.43167	0.000395	0.000836528
1.43236	0.000395	3.52218e-26
1.43306	0.000395	4.14498e-05
1.43376	0.000395	0
1.43445	0.000395	0
1.40035	0.000425	211.165
1.40104	0.000425	3381.94
1.40174	0.000425	8636.47
1.40244	0.000425	2290.33
1.40313	0.000425	71722.4
1.40383	0.000425	35114.1
1.40452	0.000425	33098.4
1.40522	0.000425	872814
1.40592	0.000425	58288.9
1.40661	0.000425	563728
1.40731	0.000425	585700
1.408	0.000425	595361
1.4087	0.000425	2.87825e+06
1.4094	0.000425	464593
1.41009	0.000425	3.34333e+06
1.41079	0.000425	1.80799e+06
1.41148	0.000425	3.71482e+06
1.41218	0.000425	4.66003e+06
1.41288	0.000425	2.32322e+06
1.41357	0.000425	3.0916e+06
1.41427	0.000425	1.41495e+06
1.41496	0.000425	3.1695e+06
1.41566	0.000425	1.84194e+06
1.41636	0.000425	4.13739e+06
1.41705	0.000425	1.53668e+06
1.41775	0.000425	2.42281e+06
1.41844	0.000425	1.08837e+06
1.41914	0.000425	856220
1.41984	0.000425	522405
1.42053	0.000425	293497
1.42123	0.000425	164343
1.42192	0.000425	169426
1.42262	0.000425	77006.7
1.42332	0.000425	42881.5
1.42401	0.000425	28061
1.42471	0.000425	19263.5
1.4254	0.000425	8766.5
1.4261	0.000425	3867.6
1.4268	0.000425	2107.48
1.42749	0.000425	1222.49
1.42819	0.000425	269.391
1.42888	0.000425	25.639
1.42958	0.000425	39.9961
1.43028	0.000425	1.08292
1.43097	0.000425	8.85079
1.43167	0.000425	0.0123026
1.43236	0.000425	0.437789
1.43306	0.000425	0.000236033
1.43376	0.000425	2.2212e-05
1.43445	0.000425	1.60213e-11
1.40035	0.000455	5839.31
1.40104	0.000455	2950.06
1.40174	0.000455	4616.39
1.40244	0.000455	60000.3
1.40313	0.000455	20841.4
1.40383	0.000455	43459.1
1.40452	0.000455	180441
1.40522	0.000455	53229.4
1.40592	0.000455	182673
1.40661	0.000455	116498
1.40731	0.000455	245245
1.408	0.000455	405401
1.4087	0.000455	194085
1.4094	0.000455	385977
1.41009	0.000455	353395
1.41079	0.000455	435729
1.41148	0.000455	366342
1.41218	0.000455	356943
1.41288	0.000455	283517
1.41357	0.000455	205462
1.41427	0.000455	282572
1.41496	0.000455	211220
1.41566	0.000455	251850
1.41636	0.000455	87489.9
1.41705	0.000455	98641.5
1.41775	0.000455	41413.8
1.41844	0.000455	30953
1.41914	0.000455	28890.5
1.41984	0.000455	19434.5
1.42053	0.000455	7686.62
1.42123	0.000455	5219.29
1.42192	0.000455	3839.6
1.42262	0.000455	2614.17
1.42332	0.000455	1371.41
1.42401	0.000455	541.281
1.42471	0.000455	430.577
1.4254	0.000455	110.886
1.4261	0.000455	83.439
1.4268	0.000455	23.1062
1.42749	0.000455	10.9185
1.42819	0.000455	3.34221
1.42888	0.000455	0.731247
1.42958	0.000455	0.169778
1.43028	0.000455	0.0414746
1.43097	0.000455	0.0077501
1.43167	0.000455	0.000809296
1.43236	0.000455	0.000264787
1.43306	0.000455	2.84607e-05
1.43376	0.000455	1.69594e-08
1.43445	0.000455	2.53145e-16
1.40035	0.000485	0.0738764
