#n_l	theta_0	probability

1.40045	-0.000152	1.14389e-41
1.40134	-0.000152	4.50889e-37
1.40223	-0.000152	6.41439e-33
1.40313	-0.000152	1.22997e-32
1.40402	-0.000152	1.50043e-32
1.40492	-0.000152	2.01089e-31
1.40581	-0.000152	7.04307e-31
1.4067	-0.000152	8.91863e-31
1.4076	-0.000152	2.20749e-27
1.40849	-0.000152	1.10311e-26
1.40938	-0.000152	4.0396e-26
1.41028	-0.000152	2.30688e-26
1.41117	-0.000152	2.29368e-26
1.41207	-0.000152	5.27813e-26
1.41296	-0.000152	5.02332e-26
1.41385	-0.000152	1.47852e-25
1.41475	-0.000152	2.85532e-25
1.41564	-0.000152	1.13869e-24
1.41653	-0.000152	1.78884e-25
1.41743	-0.000152	2.43796e-25
1.41832	-0.000152	1.2967e-24
1.41922	-0.000152	3.94668e-25
1.42011	-0.000152	1.357e-25
1.421	-0.000152	1.56862e-24
1.4219	-0.000152	1.13448e-25
1.42279	-0.000152	1.2384e-24
1.42368	-0.000152	1.07454e-25
1.42458	-0.000152	2.72093e-25
1.42547	-0.000152	1.5907e-25
1.42637	-0.000152	1.61149e-26
1.42726	-0.000152	1.89933e-26
1.42815	-0.000152	8.08629e-27
1.42905	-0.000152	8.23828e-27
1.42994	-0.000152	1.55757e-26
1.43083	-0.000152	1.61919e-26
1.43173	-0.000152	1.1197e-26
1.43262	-0.000152	3.64423e-27
1.43352	-0.000152	9.59924e-28
1.43441	-0.000152	1.70122e-28
1.4353	-0.000152	3.18887e-29
1.4362	-0.000152	1.05856e-29
1.43709	-0.000152	1.56571e-29
1.43798	-0.000152	9.02452e-30
1.43888	-0.000152	2.21921e-31
1.43977	-0.000152	3.40456e-32
1.44067	-0.000152	6.26498e-33
1.44156	-0.000152	1.44585e-33
1.44245	-0.000152	8.37125e-36
1.44335	-0.000152	2.88613e-37
1.44424	-0.000152	8.29418e-39
1.40045	-0.000136	1.85762e-32
1.40134	-0.000136	2.07042e-28
1.40223	-0.000136	4.19332e-26
1.40313	-0.000136	1.22568e-25
1.40402	-0.000136	1.56963e-23
1.40492	-0.000136	2.8828e-22
1.40581	-0.000136	7.77362e-22
1.4067	-0.000136	1.27225e-21
1.4076	-0.000136	3.20155e-21
1.40849	-0.000136	6.76171e-21
1.40938	-0.000136	1.45054e-20
1.41028	-0.000136	4.27219e-20
1.41117	-0.000136	5.83661e-20
1.41207	-0.000136	1.00988e-19
1.41296	-0.000136	2.72316e-19
1.41385	-0.000136	4.69357e-19
1.41475	-0.000136	7.51214e-19
1.41564	-0.000136	1.67087e-18
1.41653	-0.000136	2.683e-18
1.41743	-0.000136	2.92383e-18
1.41832	-0.000136	3.38592e-18
1.41922	-0.000136	3.99602e-18
1.42011	-0.000136	5.34217e-18
1.421	-0.000136	4.43674e-18
1.4219	-0.000136	8.67431e-18
1.42279	-0.000136	1.15427e-17
1.42368	-0.000136	1.25456e-17
1.42458	-0.000136	1.07119e-17
1.42547	-0.000136	9.14461e-18
1.42637	-0.000136	1.02904e-17
1.42726	-0.000136	7.2179e-18
1.42815	-0.000136	4.08862e-18
1.42905	-0.000136	8.46301e-19
1.42994	-0.000136	6.64462e-19
1.43083	-0.000136	2.57155e-19
1.43173	-0.000136	7.92004e-20
1.43262	-0.000136	6.14325e-20
1.43352	-0.000136	4.71661e-20
1.43441	-0.000136	2.882e-20
1.4353	-0.000136	1.55932e-20
1.4362	-0.000136	6.37778e-21
1.43709	-0.000136	8.72813e-22
1.43798	-0.000136	1.56232e-22
1.43888	-0.000136	8.71648e-24
1.43977	-0.000136	4.47118e-24
1.44067	-0.000136	8.87608e-25
1.44156	-0.000136	2.24251e-25
1.44245	-0.000136	2.40785e-26
1.44335	-0.000136	2.34263e-27
1.44424	-0.000136	1.37794e-28
1.40045	-0.00012	1.13708e-24
1.40134	-0.00012	1.53183e-21
1.40223	-0.00012	4.2186e-20
1.40313	-0.00012	4.17206e-19
1.40402	-0.00012	6.03838e-19
1.40492	-0.00012	3.69406e-18
1.40581	-0.00012	1.75031e-16
1.4067	-0.00012	2.04019e-15
1.4076	-0.00012	9.30831e-15
1.40849	-0.00012	1.3089e-14
1.40938	-0.00012	5.31052e-14
1.41028	-0.00012	9.59766e-14
1.41117	-0.00012	2.19382e-13
1.41207	-0.00012	3.19447e-13
1.41296	-0.00012	5.91924e-13
1.41385	-0.00012	1.12781e-12
1.41475	-0.00012	2.21511e-12
1.41564	-0.00012	3.50248e-12
1.41653	-0.00012	5.89505e-12
1.41743	-0.00012	7.45419e-12
1.41832	-0.00012	1.00359e-11
1.41922	-0.00012	9.45757e-12
1.42011	-0.00012	2.11027e-11
1.421	-0.00012	3.14965e-11
1.4219	-0.00012	2.48141e-11
1.42279	-0.00012	1.8879e-11
1.42368	-0.00012	2.56564e-11
1.42458	-0.00012	1.36695e-11
1.42547	-0.00012	2.06887e-11
1.42637	-0.00012	6.12925e-12
1.42726	-0.00012	1.89056e-12
1.42815	-0.00012	1.94895e-12
1.42905	-0.00012	9.16754e-13
1.42994	-0.00012	8.41052e-13
1.43083	-0.00012	6.69546e-13
1.43173	-0.00012	6.21483e-13
1.43262	-0.00012	3.13682e-13
1.43352	-0.00012	1.57447e-13
1.43441	-0.00012	5.00047e-14
1.4353	-0.00012	2.10749e-14
1.4362	-0.00012	1.12942e-15
1.43709	-0.00012	9.58902e-16
1.43798	-0.00012	4.46529e-16
1.43888	-0.00012	4.0536e-16
1.43977	-0.00012	1.02697e-16
1.44067	-0.00012	6.05443e-17
1.44156	-0.00012	4.17522e-19
1.44245	-0.00012	4.81777e-20
1.44335	-0.00012	4.0912e-23
1.44424	-0.00012	8.99175e-25
1.40045	-0.000104	5.6271e-21
1.40134	-0.000104	6.83433e-18
1.40223	-0.000104	2.10735e-15
1.40313	-0.000104	3.28954e-14
