#n_l	theta_0	probability

1.40889	-0.00019	0
1.40988	-0.00019	0
1.41086	-0.00019	9.04083e-54
1.41184	-0.00019	1.05507e-53
1.41283	-0.00019	1.41935e-49
1.41381	-0.00019	4.57761e-50
1.4148	-0.00019	8.68074e-51
1.41578	-0.00019	4.57736e-47
1.41676	-0.00019	2.48923e-46
1.41775	-0.00019	9.6084e-47
1.41873	-0.00019	4.21436e-48
1.41972	-0.00019	1.51099e-45
1.4207	-0.00019	1.71263e-44
1.42168	-0.00019	6.41628e-44
1.42267	-0.00019	7.9644e-44
1.42365	-0.00019	1.17132e-44
1.42464	-0.00019	1.0315e-44
1.42562	-0.00019	8.41613e-44
1.4266	-0.00019	5.62452e-43
1.42759	-0.00019	1.80945e-42
1.42857	-0.00019	1.45351e-42
1.42956	-0.00019	1.72092e-42
1.43054	-0.00019	1.16538e-42
1.43152	-0.00019	3.29681e-45
1.43251	-0.00019	2.3309e-43
1.43349	-0.00019	5.66582e-44
1.43448	-0.00019	5.79627e-44
1.43546	-0.00019	0
1.43644	-0.00019	3.19312e-43
1.43743	-0.00019	0
1.43841	-0.00019	0
1.4394	-0.00019	0
1.44038	-0.00019	0
1.44136	-0.00019	0
1.44235	-0.00019	0
1.44333	-0.00019	0
1.44432	-0.00019	0
1.4453	-0.00019	0
1.44628	-0.00019	0
1.44727	-0.00019	0
1.44825	-0.00019	0
1.44924	-0.00019	0
1.45022	-0.00019	0
1.4512	-0.00019	0
1.45219	-0.00019	0
1.45317	-0.00019	0
1.45416	-0.00019	0
1.45514	-0.00019	0
1.45612	-0.00019	0
1.45711	-0.00019	0
1.40889	-0.00017	0
1.40988	-0.00017	3.3112e-39
1.41086	-0.00017	4.06942e-39
1.41184	-0.00017	4.86004e-36
1.41283	-0.00017	3.61385e-35
1.41381	-0.00017	1.05015e-33
1.4148	-0.00017	3.14195e-33
1.41578	-0.00017	6.64477e-32
1.41676	-0.00017	4.37284e-32
1.41775	-0.00017	1.67909e-32
1.41873	-0.00017	1.50844e-30
1.41972	-0.00017	1.03517e-29
1.4207	-0.00017	1.80452e-29
1.42168	-0.00017	1.62427e-29
1.42267	-0.00017	3.23883e-30
1.42365	-0.00017	1.93928e-29
1.42464	-0.00017	3.07175e-28
1.42562	-0.00017	1.27043e-27
1.4266	-0.00017	3.07849e-27
1.42759	-0.00017	3.18037e-27
1.42857	-0.00017	1.70349e-27
1.42956	-0.00017	4.39078e-28
1.43054	-0.00017	1.6928e-28
1.43152	-0.00017	1.04655e-27
1.43251	-0.00017	1.11591e-27
1.43349	-0.00017	4.08711e-27
1.43448	-0.00017	3.94116e-27
1.43546	-0.00017	3.31591e-28
1.43644	-0.00017	3.7824e-27
1.43743	-0.00017	2.93422e-27
1.43841	-0.00017	2.10119e-27
1.4394	-0.00017	2.16331e-29
1.44038	-0.00017	1.22445e-29
1.44136	-0.00017	2.5928e-30
1.44235	-0.00017	1.23867e-30
1.44333	-0.00017	5.11104e-31
1.44432	-0.00017	1.27455e-31
1.4453	-0.00017	4.26902e-31
1.44628	-0.00017	8.85389e-32
1.44727	-0.00017	1.31935e-32
1.44825	-0.00017	1.11635e-33
1.44924	-0.00017	1.74318e-33
1.45022	-0.00017	8.58912e-38
1.4512	-0.00017	3.01814e-38
1.45219	-0.00017	1.9869e-39
1.45317	-0.00017	9.52724e-41
1.45416	-0.00017	1.15155e-41
1.45514	-0.00017	0
1.45612	-0.00017	0
1.45711	-0.00017	0
1.40889	-0.00015	2.04185e-27
1.40988	-0.00015	1.75566e-26
1.41086	-0.00015	2.5076e-25
1.41184	-0.00015	1.62377e-23
1.41283	-0.00015	8.50734e-23
1.41381	-0.00015	6.50724e-23
1.4148	-0.00015	1.35864e-21
1.41578	-0.00015	7.14856e-21
1.41676	-0.00015	2.01409e-20
1.41775	-0.00015	1.78194e-20
1.41873	-0.00015	6.21263e-20
1.41972	-0.00015	3.16013e-19
1.4207	-0.00015	8.498e-19
1.42168	-0.00015	2.01687e-18
1.42267	-0.00015	2.7998e-18
1.42365	-0.00015	1.79284e-18
1.42464	-0.00015	1.75315e-18
1.42562	-0.00015	4.36628e-18
1.4266	-0.00015	1.08773e-17
1.42759	-0.00015	1.26392e-17
1.42857	-0.00015	1.8535e-17
1.42956	-0.00015	2.49702e-17
1.43054	-0.00015	9.05957e-18
1.43152	-0.00015	1.14666e-17
1.43251	-0.00015	4.60045e-18
1.43349	-0.00015	3.74524e-18
1.43448	-0.00015	2.67027e-18
1.43546	-0.00015	1.37169e-18
1.43644	-0.00015	2.21234e-18
1.43743	-0.00015	1.69954e-18
1.43841	-0.00015	1.01012e-18
1.4394	-0.00015	5.29801e-19
1.44038	-0.00015	2.09437e-19
1.44136	-0.00015	9.19515e-20
1.44235	-0.00015	4.948e-20
1.44333	-0.00015	1.83345e-20
1.44432	-0.00015	9.77401e-21
1.4453	-0.00015	3.14008e-21
1.44628	-0.00015	1.43393e-21
1.44727	-0.00015	4.60243e-22
1.44825	-0.00015	6.92079e-24
1.44924	-0.00015	4.33873e-24
1.45022	-0.00015	6.14702e-25
1.4512	-0.00015	1.75264e-26
1.45219	-0.00015	7.22833e-30
1.45317	-0.00015	5.82047e-31
1.45416	-0.00015	2.36522e-34
1.45514	-0.00015	0
1.45612	-0.00015	0
1.45711	-0.00015	0
1.40889	-0.00013	6.58948e-23
1.40988	-0.00013	2.22447e-19
1.41086	-0.00013	3.73565e-17
1.41184	-0.00013	9.03548e-17
1.41283	-0.00013	5.09686e-16
1.41381	-0.00013	2.855e-14
1.4148	-0.00013	5.58002e-14
1.41578	-0.00013	1.26918e-13
1.41676	-0.00013	4.68072e-13
1.41775	-0.00013	2.90906e-12
1.41873	-0.00013	7.42797e-12
1.41972	-0.00013	1.17196e-11
1.4207	-0.00013	2.02201e-11
1.42168	-0.00013	3.99431e-11
1.42267	-0.00013	4.93421e-11
1.42365	-0.00013	2.34208e-10
1.42464	-0.00013	4.63984e-10
1.42562	-0.00013	5.3754e-10
1.4266	-0.00013	4.70571e-10
1.42759	-0.00013	6.5717e-10
1.42857	-0.00013	6.03543e-10
1.42956	-0.00013	8.17468e-10
1.43054	-0.00013	4.45257e-10
1.43152	-0.00013	8.08899e-10
1.43251	-0.00013	7.16551e-10
1.43349	-0.00013	7.127e-10
1.43448	-0.00013	4.13137e-10
1.43546	-0.00013	3.49278e-10
1.43644	-0.00013	3.00538e-10
1.43743	-0.00013	2.02724e-10
1.43841	-0.00013	8.01492e-11
1.4394	-0.00013	4.2196e-11
1.44038	-0.00013	2.07332e-11
1.44136	-0.00013	1.19979e-11
1.44235	-0.00013	4.18422e-12
1.44333	-0.00013	9.89793e-13
1.44432	-0.00013	3.32049e-13
1.4453	-0.00013	3.73977e-13
1.44628	-0.00013	6.15936e-14
1.44727	-0.00013	8.42251e-15
1.44825	-0.00013	1.71574e-15
1.44924	-0.00013	4.8063e-16
1.45022	-0.00013	9.18626e-19
1.4512	-0.00013	2.11099e-18
1.45219	-0.00013	4.76111e-21
1.45317	-0.00013	4.63318e-23
1.45416	-0.00013	1.54214e-24
1.45514	-0.00013	1.84829e-25
1.45612	-0.00013	0
1.45711	-0.00013	0
1.40889	-0.00011	8.9813e-18
1.40988	-0.00011	1.00195e-14
1.41086	-0.00011	5.33209e-14
1.41184	-0.00011	9.4004e-13
1.41283	-0.00011	5.12357e-11
1.41381	-0.00011	4.46908e-10
1.4148	-0.00011	6.28159e-10
1.41578	-0.00011	1.74657e-09
1.41676	-0.00011	1.47595e-08
1.41775	-0.00011	8.39033e-08
1.41873	-0.00011	9.33481e-08
1.41972	-0.00011	1.16339e-07
1.4207	-0.00011	3.44597e-07
1.42168	-0.00011	1.13873e-06
1.42267	-0.00011	3.25482e-06
1.42365	-0.00011	6.76341e-06
1.42464	-0.00011	4.33872e-06
1.42562	-0.00011	6.08177e-06
1.4266	-0.00011	8.66467e-06
1.42759	-0.00011	1.03467e-05
1.42857	-0.00011	1.66576e-05
1.42956	-0.00011	3.60621e-05
1.43054	-0.00011	2.84286e-05
1.43152	-0.00011	3.85769e-05
1.43251	-0.00011	2.14993e-05
1.43349	-0.00011	1.72784e-05
1.43448	-0.00011	9.53347e-06
1.43546	-0.00011	6.64576e-06
1.43644	-0.00011	3.71725e-06
1.43743	-0.00011	2.07198e-06
1.43841	-0.00011	1.46065e-06
1.4394	-0.00011	8.22911e-07
1.44038	-0.00011	5.15728e-07
1.44136	-0.00011	2.60886e-07
1.44235	-0.00011	1.23657e-07
1.44333	-0.00011	4.83384e-08
1.44432	-0.00011	2.03774e-08
1.4453	-0.00011	5.16366e-09
1.44628	-0.00011	1.74544e-09
1.44727	-0.00011	5.47816e-10
1.44825	-0.00011	1.17776e-10
1.44924	-0.00011	2.39143e-11
1.45022	-0.00011	3.53406e-12
1.4512	-0.00011	5.07548e-13
1.45219	-0.00011	1.7009e-14
1.45317	-0.00011	2.23527e-15
1.45416	-0.00011	3.4356e-17
1.45514	-0.00011	8.37549e-18
1.45612	-0.00011	0
1.45711	-0.00011	0
1.40889	-9e-05	9.86082e-15
1.40988	-9e-05	2.51012e-11
1.41086	-9e-05	6.09549e-10
1.41184	-9e-05	1.41495e-08
1.41283	-9e-05	2.15465e-07
1.41381	-9e-05	7.33805e-07
1.4148	-9e-05	2.72277e-06
1.41578	-9e-05	2.27656e-05
1.41676	-9e-05	0.000106936
1.41775	-9e-05	0.000271066
1.41873	-9e-05	0.000367062
1.41972	-9e-05	0.00132828
1.4207	-9e-05	0.00471136
1.42168	-9e-05	0.0131348
1.42267	-9e-05	0.0237787
1.42365	-9e-05	0.0314803
1.42464	-9e-05	0.0491448
1.42562	-9e-05	0.0724581
1.4266	-9e-05	0.135413
1.42759	-9e-05	0.242412
1.42857	-9e-05	0.340322
1.42956	-9e-05	0.404143
1.43054	-9e-05	0.523642
1.43152	-9e-05	0.463824
1.43251	-9e-05	0.306205
1.43349	-9e-05	0.276175
1.43448	-9e-05	0.152387
1.43546	-9e-05	0.13377
1.43644	-9e-05	0.115737
1.43743	-9e-05	0.0955788
1.43841	-9e-05	0.075306
1.4394	-9e-05	0.0506676
1.44038	-9e-05	0.0339435
1.44136	-9e-05	0.0233166
1.44235	-9e-05	0.0132405
1.44333	-9e-05	0.00804612
1.44432	-9e-05	0.00248648
1.4453	-9e-05	0.0012902
1.44628	-9e-05	0.000610843
1.44727	-9e-05	0.000246268
1.44825	-9e-05	5.51814e-05
1.44924	-9e-05	2.17739e-05
1.45022	-9e-05	5.41698e-06
1.4512	-9e-05	8.49449e-07
1.45219	-9e-05	2.10173e-07
1.45317	-9e-05	2.69168e-08
1.45416	-9e-05	4.28193e-09
