#n_l	N_0	probability

1.40045	0.082625	0
1.40134	0.082625	0
1.40223	0.082625	7.40532e-35
1.40313	0.082625	2.2472e-34
1.40402	0.082625	7.77487e-31
1.40492	0.082625	4.42807e-30
1.40581	0.082625	1.88277e-29
1.4067	0.082625	4.40883e-27
1.4076	0.082625	2.51947e-26
1.40849	0.082625	4.98039e-26
1.40938	0.082625	1.05481e-25
1.41028	0.082625	2.74826e-25
1.41117	0.082625	9.47809e-25
1.41207	0.082625	2.027e-24
1.41296	0.082625	5.28377e-24
1.41385	0.082625	8.00987e-24
1.41475	0.082625	1.30928e-23
1.41564	0.082625	2.16724e-23
1.41653	0.082625	9.74444e-23
1.41743	0.082625	1.84173e-22
1.41832	0.082625	1.45174e-22
1.41922	0.082625	5.88155e-22
1.42011	0.082625	6.24748e-22
1.421	0.082625	1.3203e-21
1.4219	0.082625	1.16383e-21
1.42279	0.082625	1.9819e-21
1.42368	0.082625	2.27994e-21
1.42458	0.082625	3.41185e-21
1.42547	0.082625	1.51346e-21
1.42637	0.082625	1.22849e-21
1.42726	0.082625	7.84185e-22
1.42815	0.082625	7.69364e-22
1.42905	0.082625	3.7608e-22
1.42994	0.082625	2.78916e-22
1.43083	0.082625	1.10959e-21
1.43173	0.082625	9.2951e-22
1.43262	0.082625	5.14342e-22
1.43352	0.082625	2.36366e-22
1.43441	0.082625	8.83104e-23
1.4353	0.082625	1.6824e-23
1.4362	0.082625	1.0828e-23
1.43709	0.082625	7.03034e-24
1.43798	0.082625	5.08519e-24
1.43888	0.082625	1.6265e-24
1.43977	0.082625	2.19923e-25
1.44067	0.082625	5.87786e-26
1.44156	0.082625	1.27921e-26
1.44245	0.082625	8.57519e-28
1.44335	0.082625	2.97682e-29
1.44424	0.082625	1.59276e-29
1.40045	0.102875	0
1.40134	0.102875	3.28003e-39
1.40223	0.102875	3.38252e-27
1.40313	0.102875	3.88932e-27
1.40402	0.102875	1.03124e-25
1.40492	0.102875	3.82303e-24
1.40581	0.102875	2.81594e-23
1.4067	0.102875	1.09559e-21
1.4076	0.102875	9.52969e-21
1.40849	0.102875	9.6479e-21
1.40938	0.102875	7.9577e-20
1.41028	0.102875	1.64795e-19
1.41117	0.102875	3.71868e-19
1.41207	0.102875	7.24598e-19
1.41296	0.102875	1.67448e-18
1.41385	0.102875	3.62705e-18
1.41475	0.102875	5.95108e-18
1.41564	0.102875	1.88663e-17
1.41653	0.102875	4.78605e-17
1.41743	0.102875	7.94927e-17
1.41832	0.102875	7.14407e-17
1.41922	0.102875	1.76601e-16
1.42011	0.102875	1.40365e-16
1.421	0.102875	2.91017e-16
1.4219	0.102875	2.45352e-16
1.42279	0.102875	4.68429e-16
1.42368	0.102875	2.88232e-16
1.42458	0.102875	6.12459e-16
1.42547	0.102875	3.12068e-16
1.42637	0.102875	2.45146e-16
1.42726	0.102875	2.28806e-16
1.42815	0.102875	1.26917e-16
1.42905	0.102875	1.0582e-15
1.42994	0.102875	2.60622e-16
1.43083	0.102875	9.57178e-17
1.43173	0.102875	4.13235e-17
1.43262	0.102875	2.91469e-17
1.43352	0.102875	2.03478e-17
1.43441	0.102875	5.34386e-18
1.4353	0.102875	2.54256e-18
1.4362	0.102875	1.03039e-18
1.43709	0.102875	6.30459e-19
1.43798	0.102875	2.98922e-19
1.43888	0.102875	1.70229e-19
1.43977	0.102875	2.33227e-20
1.44067	0.102875	2.77211e-21
1.44156	0.102875	3.66053e-22
1.44245	0.102875	1.08002e-22
1.44335	0.102875	1.33703e-23
1.44424	0.102875	3.31849e-24
1.40045	0.123125	0
1.40134	0.123125	6.80213e-27
1.40223	0.123125	3.81263e-22
1.40313	0.123125	8.06595e-21
1.40402	0.123125	1.70341e-20
1.40492	0.123125	9.74929e-19
1.40581	0.123125	5.37952e-18
1.4067	0.123125	1.45538e-17
1.4076	0.123125	1.46914e-16
1.40849	0.123125	3.36873e-16
1.40938	0.123125	1.47686e-15
1.41028	0.123125	9.92146e-15
1.41117	0.123125	2.16073e-14
1.41207	0.123125	3.55529e-14
1.41296	0.123125	9.11212e-14
1.41385	0.123125	1.89661e-13
1.41475	0.123125	4.51546e-13
1.41564	0.123125	9.99199e-13
1.41653	0.123125	1.05455e-12
1.41743	0.123125	2.20122e-12
1.41832	0.123125	2.9899e-12
1.41922	0.123125	3.95397e-12
1.42011	0.123125	6.45825e-12
1.421	0.123125	5.71106e-12
1.4219	0.123125	8.33093e-12
1.42279	0.123125	6.29425e-12
1.42368	0.123125	1.0353e-11
1.42458	0.123125	1.10003e-11
1.42547	0.123125	8.84295e-12
1.42637	0.123125	1.19671e-11
1.42726	0.123125	1.1799e-11
1.42815	0.123125	4.97692e-12
1.42905	0.123125	2.48303e-12
1.42994	0.123125	2.25607e-12
1.43083	0.123125	1.64638e-12
1.43173	0.123125	7.48193e-13
1.43262	0.123125	4.5482e-13
1.43352	0.123125	3.25486e-13
1.43441	0.123125	2.02638e-13
1.4353	0.123125	7.64352e-14
1.4362	0.123125	3.04838e-14
