#n_l	N_0	probability

1.40035	0.31	0
1.40104	0.31	0
1.40174	0.31	0
1.40244	0.31	0
1.40313	0.31	0
1.40383	0.31	0
1.40452	0.31	0
1.40522	0.31	0
1.40592	0.31	0
1.40661	0.31	0
1.40731	0.31	0
1.408	0.31	0
1.4087	0.31	0
1.4094	0.31	0
1.41009	0.31	0
1.41079	0.31	0
1.41148	0.31	0
1.41218	0.31	0
1.41288	0.31	0
1.41357	0.31	0
1.41427	0.31	0
1.41496	0.31	0
1.41566	0.31	0
1.41636	0.31	0
1.41705	0.31	0
1.41775	0.31	0
1.41844	0.31	0
1.41914	0.31	0
1.41984	0.31	0
1.42053	0.31	0
1.42123	0.31	0
1.42192	0.31	0
1.42262	0.31	0
1.42332	0.31	0
1.42401	0.31	0
1.42471	0.31	0
1.4254	0.31	0
1.4261	0.31	0
1.4268	0.31	0
1.42749	0.31	0
1.42819	0.31	0
1.42888	0.31	0
1.42958	0.31	0
1.43028	0.31	0
1.43097	0.31	0
1.43167	0.31	0
1.43236	0.31	0
1.43306	0.31	0
1.43376	0.31	0
1.43445	0.31	0
1.40035	0.33	0
1.40104	0.33	0
1.40174	0.33	0
1.40244	0.33	0
1.40313	0.33	0
1.40383	0.33	0
1.40452	0.33	0
1.40522	0.33	0
1.40592	0.33	0
1.40661	0.33	0
1.40731	0.33	0
1.408	0.33	0
1.4087	0.33	0
1.4094	0.33	0
1.41009	0.33	0
1.41079	0.33	0
1.41148	0.33	0
1.41218	0.33	0
1.41288	0.33	0
1.41357	0.33	0
1.41427	0.33	0
1.41496	0.33	0
1.41566	0.33	0
1.41636	0.33	0
1.41705	0.33	0
1.41775	0.33	0
1.41844	0.33	0
1.41914	0.33	0
1.41984	0.33	0
1.42053	0.33	0
1.42123	0.33	0
1.42192	0.33	0
1.42262	0.33	0
1.42332	0.33	0
1.42401	0.33	0
1.42471	0.33	0
1.4254	0.33	0
1.4261	0.33	0
1.4268	0.33	0
1.42749	0.33	0
1.42819	0.33	0
1.42888	0.33	0
1.42958	0.33	0
1.43028	0.33	0
1.43097	0.33	0
1.43167	0.33	0
1.43236	0.33	0
1.43306	0.33	0
1.43376	0.33	0
1.43445	0.33	0
1.40035	0.35	0
1.40104	0.35	0
1.40174	0.35	0
1.40244	0.35	0
1.40313	0.35	7.95901e-41
1.40383	0.35	0
1.40452	0.35	2.27761e-42
1.40522	0.35	9.97004e-40
1.40592	0.35	1.03023e-39
1.40661	0.35	1.0188e-39
1.40731	0.35	2.17251e-39
1.408	0.35	1.54966e-40
1.4087	0.35	2.53125e-38
1.4094	0.35	3.59628e-38
1.41009	0.35	5.7315e-39
1.41079	0.35	2.13615e-37
1.41148	0.35	2.55572e-39
1.41218	0.35	4.45108e-39
1.41288	0.35	2.0861e-37
1.41357	0.35	3.41776e-39
1.41427	0.35	1.04879e-37
1.41496	0.35	2.29692e-39
1.41566	0.35	4.42273e-39
1.41636	0.35	4.37245e-40
1.41705	0.35	4.03197e-39
1.41775	0.35	1.8067e-40
1.41844	0.35	1.05575e-39
1.41914	0.35	3.76404e-40
1.41984	0.35	4.18245e-40
1.42053	0.35	7.04484e-41
1.42123	0.35	4.46407e-44
1.42192	0.35	2.00791e-41
1.42262	0.35	1.43393e-41
1.42332	0.35	0
1.42401	0.35	6.23422e-45
1.42471	0.35	0
1.4254	0.35	0
1.4261	0.35	1.52598e-43
1.4268	0.35	0
1.42749	0.35	4.87857e-44
1.42819	0.35	0
1.42888	0.35	2.31783e-45
1.42958	0.35	0
1.43028	0.35	0
1.43097	0.35	0
1.43167	0.35	0
1.43236	0.35	0
1.43306	0.35	0
1.43376	0.35	0
1.43445	0.35	0
1.40035	0.37	7.21751e-31
1.40104	0.37	1.49696e-26
1.40174	0.37	1.29912e-25
1.40244	0.37	2.39294e-27
1.40313	0.37	2.29012e-25
1.40383	0.37	3.89368e-25
1.40452	0.37	5.16183e-25
1.40522	0.37	1.54868e-23
1.40592	0.37	3.12152e-25
1.40661	0.37	1.14322e-22
1.40731	0.37	9.86721e-22
1.408	0.37	7.9007e-24
1.4087	0.37	2.54088e-21
1.4094	0.37	3.55291e-22
1.41009	0.37	3.15736e-22
1.41079	0.37	4.26986e-21
1.41148	0.37	1.71526e-22
1.41218	0.37	2.36163e-21
1.41288	0.37	3.40862e-22
1.41357	0.37	3.38371e-22
1.41427	0.37	4.74653e-22
1.41496	0.37	4.65178e-21
1.41566	0.37	2.49324e-20
1.41636	0.37	1.9295e-22
1.41705	0.37	1.9357e-20
1.41775	0.37	3.84409e-22
1.41844	0.37	5.61702e-21
1.41914	0.37	1.08799e-22
1.41984	0.37	2.9013e-20
1.42053	0.37	5.34058e-22
1.42123	0.37	2.61942e-19
1.42192	0.37	9.59978e-21
1.42262	0.37	2.20297e-21
1.42332	0.37	1.48805e-23
1.42401	0.37	3.30872e-20
1.42471	0.37	1.05553e-20
1.4254	0.37	1.58712e-21
1.4261	0.37	1.09962e-22
1.4268	0.37	1.49467e-22
1.42749	0.37	2.26617e-20
1.42819	0.37	6.57321e-23
1.42888	0.37	5.99776e-22
1.42958	0.37	5.24801e-25
1.43028	0.37	8.96103e-23
1.43097	0.37	2.68548e-28
1.43167	0.37	9.71629e-24
1.43236	0.37	1.55568e-31
1.43306	0.37	1.36051e-26
1.43376	0.37	2.80173e-35
1.43445	0.37	3.46897e-30
1.40035	0.39	1.3235e-16
1.40104	0.39	1.13183e-15
1.40174	0.39	2.95975e-15
1.40244	0.39	6.79848e-16
1.40313	0.39	2.89409e-14
1.40383	0.39	1.46879e-14
1.40452	0.39	4.70614e-14
1.40522	0.39	2.63015e-13
1.40592	0.39	1.49927e-14
1.40661	0.39	1.37227e-12
1.40731	0.39	9.0677e-12
1.408	0.39	6.01589e-13
1.4087	0.39	1.07427e-11
1.4094	0.39	9.31638e-13
1.41009	0.39	5.28597e-11
1.41079	0.39	3.89392e-11
1.41148	0.39	5.49672e-12
1.41218	0.39	7.36259e-11
1.41288	0.39	1.77661e-12
1.41357	0.39	2.21256e-10
1.41427	0.39	2.04675e-11
1.41496	0.39	1.85735e-10
1.41566	0.39	2.26374e-11
1.41636	0.39	2.65182e-11
1.41705	0.39	4.067e-11
1.41775	0.39	4.06982e-12
1.41844	0.39	1.42946e-10
1.41914	0.39	8.7476e-12
1.41984	0.39	6.31891e-11
1.42053	0.39	2.89944e-12
1.42123	0.39	1.21753e-10
1.42192	0.39	4.33087e-12
1.42262	0.39	1.72253e-10
1.42332	0.39	1.5512e-11
1.42401	0.39	1.86229e-11
1.42471	0.39	2.52848e-12
1.4254	0.39	1.1792e-12
1.4261	0.39	1.97105e-11
1.4268	0.39	2.07209e-11
1.42749	0.39	2.84197e-12
1.42819	0.39	3.00999e-12
1.42888	0.39	2.67541e-13
1.42958	0.39	9.20182e-15
1.43028	0.39	2.89214e-14
1.43097	0.39	5.6655e-17
1.43167	0.39	1.56015e-14
1.43236	0.39	7.84536e-19
1.43306	0.39	9.28271e-16
1.43376	0.39	5.96494e-23
1.43445	0.39	3.79711e-19
1.40035	0.41	2.92424e-09
1.40104	0.41	4.95368e-08
1.40174	0.41	1.28719e-07
1.40244	0.41	4.97426e-08
1.40313	0.41	9.54713e-07
1.40383	0.41	2.72262e-07
1.40452	0.41	9.61503e-07
1.40522	0.41	2.11531e-05
1.40592	0.41	3.43993e-06
1.40661	0.41	6.64754e-05
1.40731	0.41	1.46138e-05
1.408	0.41	6.99232e-05
1.4087	0.41	0.00110949
1.4094	0.41	0.000121053
1.41009	0.41	0.000190344
1.41079	0.41	0.00290932
1.41148	0.41	4.63714e-05
1.41218	0.41	0.00081855
1.41288	0.41	0.000276314
1.41357	0.41	0.000217203
1.41427	0.41	0.000440329
1.41496	0.41	0.00023639
1.41566	0.41	0.000133895
1.41636	0.41	7.13813e-05
1.41705	0.41	0.00249698
1.41775	0.41	5.35075e-05
1.41844	0.41	0.000267591
1.41914	0.41	7.81788e-05
1.41984	0.41	0.000186565
1.42053	0.41	2.85234e-05
1.42123	0.41	3.48708e-05
1.42192	0.41	9.52002e-06
1.42262	0.41	4.20202e-05
1.42332	0.41	7.50097e-06
1.42401	0.41	8.69675e-06
1.42471	0.41	9.9436e-07
1.4254	0.41	1.57617e-06
1.4261	0.41	1.19562e-06
1.4268	0.41	4.67073e-07
1.42749	0.41	1.8221e-07
1.42819	0.41	8.60968e-08
1.42888	0.41	3.28279e-08
1.42958	0.41	1.19513e-08
1.43028	0.41	2.81372e-09
1.43097	0.41	2.23086e-10
1.43167	0.41	1.38537e-10
1.43236	0.41	1.10459e-12
1.43306	0.41	2.9659e-12
1.43376	0.41	2.64888e-15
1.43445	0.41	2.4021e-14
1.40035	0.43	0.00127486
1.40104	0.43	0.00533078
1.40174	0.43	0.0196735
1.40244	0.43	0.0149387
1.40313	0.43	0.0804985
1.40383	0.43	0.0738957
1.40452	0.43	0.109891
1.40522	0.43	0.331205
1.40592	0.43	0.236028
1.40661	0.43	2.01308
1.40731	0.43	1.38201
1.408	0.43	1.23022
1.4087	0.43	4.03117
1.4094	0.43	1.39602
1.41009	0.43	13.8588
1.41079	0.43	3.86887
1.41148	0.43	3.45674
1.41218	0.43	16.1803
1.41288	0.43	2.85877
1.41357	0.43	24.0571
1.41427	0.43	3.03325
1.41496	0.43	12.5613
1.41566	0.43	40.4195
1.41636	0.43	4.71939
1.41705	0.43	32.4097
1.41775	0.43	1.63183
1.41844	0.43	11.7915
1.41914	0.43	0.955848
1.41984	0.43	6.4871
1.42053	0.43	0.816287
1.42123	0.43	2.7747
1.42192	0.43	0.909221
1.42262	0.43	2.3758
1.42332	0.43	0.0854044
1.42401	0.43	0.522712
1.42471	0.43	0.105474
1.4254	0.43	0.101892
1.4261	0.43	0.119592
1.4268	0.43	0.0157755
1.42749	0.43	0.00289879
1.42819	0.43	0.00323683
1.42888	0.43	0.000293782
1.42958	0.43	9.2587e-05
1.43028	0.43	0.000521153
1.43097	0.43	2.88324e-06
1.43167	0.43	5.77092e-06
1.43236	0.43	4.53019e-08
1.43306	0.43	1.08167e-07
1.43376	0.43	4.42116e-09
1.43445	0.43	1.09441e-17
1.40035	0.45	0.419438
1.40104	0.45	2.38226
1.40174	0.45	8.07008
1.40244	0.45	8.87738
1.40313	0.45	31.474
1.40383	0.45	43.2705
1.40452	0.45	47.3697
1.40522	0.45	851.869
1.40592	0.45	60.7836
1.40661	0.45	349.702
1.40731	0.45	725.577
1.408	0.45	679.141
1.4087	0.45	3139.76
1.4094	0.45	433.692
1.41009	0.45	3803.41
1.41079	0.45	2384.14
1.41148	0.45	1877.97
1.41218	0.45	6286.68
1.41288	0.45	933.853
1.41357	0.45	3312.17
1.41427	0.45	1499.11
1.41496	0.45	3805.96
1.41566	0.45	2411.49
1.41636	0.45	3626.21
1.41705	0.45	2073.29
1.41775	0.45	887.006
1.41844	0.45	1505.62
1.41914	0.45	250.717
1.41984	0.45	607.593
1.42053	0.45	333.329
1.42123	0.45	212.813
1.42192	0.45	140.008
1.42262	0.45	94.5923
1.42332	0.45	33.1871
1.42401	0.45	37.0896
1.42471	0.45	17.659
1.4254	0.45	12.3166
1.4261	0.45	4.76005
1.4268	0.45	3.00306
1.42749	0.45	1.67043
1.42819	0.45	0.363239
1.42888	0.45	0.0095431
1.42958	0.45	0.0574154
1.43028	0.45	0.000230055
1.43097	0.45	0.0129051
1.43167	0.45	9.21409e-06
1.43236	0.45	0.000652251
1.43306	0.45	2.98452e-07
1.43376	0.45	2.88173e-08
1.43445	0.45	2.55535e-24
1.40035	0.47	0.143134
1.40104	0.47	3.24224
1.40174	0.47	4.6816
