#n_l	theta_0	probability

1.40767	-0.000185	0
1.4086	-0.000185	0
1.40954	-0.000185	0
1.41048	-0.000185	0
1.41141	-0.000185	0
1.41235	-0.000185	0
1.41328	-0.000185	0
1.41422	-0.000185	0
1.41516	-0.000185	0
1.41609	-0.000185	0
1.41703	-0.000185	0
1.41796	-0.000185	0
1.4189	-0.000185	0
1.41984	-0.000185	0
1.42077	-0.000185	0
1.42171	-0.000185	0
1.42264	-0.000185	0
1.42358	-0.000185	0
1.42452	-0.000185	0
1.42545	-0.000185	0
1.42639	-0.000185	0
1.42732	-0.000185	0
1.42826	-0.000185	0
1.4292	-0.000185	0
1.43013	-0.000185	0
1.43107	-0.000185	0
1.432	-0.000185	0
1.43294	-0.000185	0
1.43388	-0.000185	0
1.43481	-0.000185	0
1.43575	-0.000185	0
1.43668	-0.000185	0
1.43762	-0.000185	0
1.43856	-0.000185	0
1.43949	-0.000185	0
1.44043	-0.000185	0
1.44136	-0.000185	0
1.4423	-0.000185	0
1.44324	-0.000185	0
1.44417	-0.000185	0
1.44511	-0.000185	0
1.44604	-0.000185	0
1.44698	-0.000185	0
1.44792	-0.000185	0
1.44885	-0.000185	0
1.44979	-0.000185	0
1.45072	-0.000185	0
1.45166	-0.000185	0
1.4526	-0.000185	0
1.45353	-0.000185	0
1.40767	-0.000155	0
1.4086	-0.000155	0
1.40954	-0.000155	0
1.41048	-0.000155	0
1.41141	-0.000155	0
1.41235	-0.000155	0
1.41328	-0.000155	0
1.41422	-0.000155	0
1.41516	-0.000155	0
1.41609	-0.000155	0
1.41703	-0.000155	0
1.41796	-0.000155	0
1.4189	-0.000155	0
1.41984	-0.000155	0
1.42077	-0.000155	0
1.42171	-0.000155	0
1.42264	-0.000155	0
1.42358	-0.000155	0
1.42452	-0.000155	0
1.42545	-0.000155	0
1.42639	-0.000155	0
1.42732	-0.000155	0
1.42826	-0.000155	0
1.4292	-0.000155	0
1.43013	-0.000155	0
1.43107	-0.000155	0
1.432	-0.000155	0
1.43294	-0.000155	0
1.43388	-0.000155	0
1.43481	-0.000155	0
1.43575	-0.000155	0
1.43668	-0.000155	0
1.43762	-0.000155	0
1.43856	-0.000155	0
1.43949	-0.000155	0
1.44043	-0.000155	0
1.44136	-0.000155	0
1.4423	-0.000155	0
1.44324	-0.000155	0
1.44417	-0.000155	0
1.44511	-0.000155	0
1.44604	-0.000155	0
1.44698	-0.000155	0
1.44792	-0.000155	0
1.44885	-0.000155	0
1.44979	-0.000155	0
1.45072	-0.000155	0
1.45166	-0.000155	0
1.4526	-0.000155	0
1.45353	-0.000155	0
1.40767	-0.000125	0
1.4086	-0.000125	0
1.40954	-0.000125	0
1.41048	-0.000125	3.01026e-58
1.41141	-0.000125	3.15174e-57
1.41235	-0.000125	7.92319e-57
1.41328	-0.000125	7.1329e-54
1.41422	-0.000125	3.53614e-52
1.41516	-0.000125	9.6307e-52
1.41609	-0.000125	2.14007e-51
1.41703	-0.000125	1.81346e-51
1.41796	-0.000125	4.23954e-51
1.4189	-0.000125	6.75795e-51
1.41984	-0.000125	3.22495e-50
1.42077	-0.000125	9.07296e-50
1.42171	-0.000125	4.91703e-49
1.42264	-0.000125	1.68217e-48
1.42358	-0.000125	2.94616e-48
1.42452	-0.000125	8.69188e-48
1.42545	-0.000125	8.7345e-48
1.42639	-0.000125	2.15822e-47
1.42732	-0.000125	3.82832e-47
1.42826	-0.000125	5.15096e-47
1.4292	-0.000125	6.8299e-47
1.43013	-0.000125	5.26941e-47
1.43107	-0.000125	7.32539e-47
1.432	-0.000125	7.99603e-47
1.43294	-0.000125	2.37028e-47
1.43388	-0.000125	3.31254e-47
1.43481	-0.000125	9.06867e-48
1.43575	-0.000125	1.73643e-47
1.43668	-0.000125	1.33701e-47
1.43762	-0.000125	6.63104e-48
1.43856	-0.000125	1.50348e-48
1.43949	-0.000125	5.76023e-49
1.44043	-0.000125	2.00705e-48
1.44136	-0.000125	8.98569e-50
1.4423	-0.000125	1.36621e-50
1.44324	-0.000125	1.7366e-50
1.44417	-0.000125	1.27694e-49
1.44511	-0.000125	1.19307e-49
1.44604	-0.000125	4.16117e-50
1.44698	-0.000125	4.60663e-52
1.44792	-0.000125	1.42539e-52
1.44885	-0.000125	2.24994e-53
1.44979	-0.000125	2.64167e-54
1.45072	-0.000125	1.59653e-55
1.45166	-0.000125	1.22535e-56
1.4526	-0.000125	1.48909e-58
1.45353	-0.000125	4.47348e-60
1.40767	-9.5e-05	0
1.4086	-9.5e-05	0
1.40954	-9.5e-05	0
1.41048	-9.5e-05	5.81614e-40
1.41141	-9.5e-05	6.06083e-38
1.41235	-9.5e-05	3.03803e-36
1.41328	-9.5e-05	4.0054e-34
1.41422	-9.5e-05	2.64369e-33
1.41516	-9.5e-05	4.93338e-33
1.41609	-9.5e-05	7.99162e-33
1.41703	-9.5e-05	7.19411e-33
1.41796	-9.5e-05	1.21925e-31
1.4189	-9.5e-05	8.56693e-31
1.41984	-9.5e-05	8.04805e-30
1.42077	-9.5e-05	7.19264e-30
1.42171	-9.5e-05	3.6935e-29
1.42264	-9.5e-05	2.06624e-28
1.42358	-9.5e-05	1.7703e-28
1.42452	-9.5e-05	3.8423e-28
1.42545	-9.5e-05	6.22212e-28
1.42639	-9.5e-05	7.89316e-28
1.42732	-9.5e-05	1.14281e-27
1.42826	-9.5e-05	1.43814e-27
1.4292	-9.5e-05	4.48434e-27
1.43013	-9.5e-05	3.86269e-27
1.43107	-9.5e-05	1.57111e-26
1.432	-9.5e-05	2.71548e-27
1.43294	-9.5e-05	8.71171e-27
1.43388	-9.5e-05	7.15698e-27
1.43481	-9.5e-05	7.27535e-27
1.43575	-9.5e-05	3.04878e-27
1.43668	-9.5e-05	3.44063e-27
1.43762	-9.5e-05	3.15681e-27
1.43856	-9.5e-05	9.26028e-28
1.43949	-9.5e-05	2.1877e-28
1.44043	-9.5e-05	1.76047e-28
1.44136	-9.5e-05	3.71674e-29
1.4423	-9.5e-05	1.17223e-29
1.44324	-9.5e-05	1.6162e-29
1.44417	-9.5e-05	2.1711e-29
1.44511	-9.5e-05	3.48401e-30
1.44604	-9.5e-05	1.39362e-30
1.44698	-9.5e-05	7.86298e-31
1.44792	-9.5e-05	1.64508e-31
1.44885	-9.5e-05	5.84775e-32
1.44979	-9.5e-05	1.05272e-32
1.45072	-9.5e-05	6.01518e-34
1.45166	-9.5e-05	3.93638e-35
1.4526	-9.5e-05	1.52014e-36
1.45353	-9.5e-05	7.06039e-38
1.40767	-6.5e-05	0
1.4086	-6.5e-05	0
1.40954	-6.5e-05	3.80689e-36
1.41048	-6.5e-05	3.05246e-24
1.41141	-6.5e-05	7.07264e-24
1.41235	-6.5e-05	7.39894e-23
1.41328	-6.5e-05	1.40012e-21
1.41422	-6.5e-05	1.06495e-19
1.41516	-6.5e-05	8.36035e-19
1.41609	-6.5e-05	2.8956e-18
1.41703	-6.5e-05	6.30236e-18
1.41796	-6.5e-05	2.90005e-17
1.4189	-6.5e-05	1.39106e-17
1.41984	-6.5e-05	2.02994e-17
1.42077	-6.5e-05	6.88859e-17
1.42171	-6.5e-05	2.03022e-16
1.42264	-6.5e-05	8.34744e-16
1.42358	-6.5e-05	4.11774e-15
1.42452	-6.5e-05	8.26404e-15
1.42545	-6.5e-05	1.05127e-14
1.42639	-6.5e-05	1.67085e-14
1.42732	-6.5e-05	2.48786e-14
1.42826	-6.5e-05	5.78616e-14
1.4292	-6.5e-05	4.71656e-14
1.43013	-6.5e-05	7.47837e-14
1.43107	-6.5e-05	1.38409e-13
1.432	-6.5e-05	6.5485e-14
1.43294	-6.5e-05	3.93113e-14
1.43388	-6.5e-05	1.32879e-13
1.43481	-6.5e-05	5.61617e-14
1.43575	-6.5e-05	2.2126e-14
1.43668	-6.5e-05	2.12608e-14
1.43762	-6.5e-05	9.43779e-15
1.43856	-6.5e-05	1.35467e-14
1.43949	-6.5e-05	5.49119e-15
1.44043	-6.5e-05	9.31975e-15
1.44136	-6.5e-05	4.91425e-15
1.4423	-6.5e-05	1.76797e-15
