-47.0345	-0.0991907	0.00019671
-46.4524	-0.0985723	0.00019599
-45.945	-0.0978384	0.000195135
-45.2993	-0.0973071	0.000194517
-44.7251	-0.0966646	0.000193769
-44.1667	-0.0959936	0.000192988
-43.5109	-0.0954673	0.000192375
-42.9469	-0.0947963	0.000191594
-42.2811	-0.0942788	0.000190992
-41.6667	-0.093678	0.000190293
-41.156	-0.0929101	0.000189399
-40.5606	-0.0922702	0.000188654
-39.9736	-0.0916124	0.000187889
-39.3672	-0.0909808	0.000187154
-38.7904	-0.0902969	0.000186358
-38.1796	-0.0896633	0.000185621
-37.6594	-0.0888758	0.000184704
-37.114	-0.0881232	0.000183829
-36.5162	-0.0874518	0.000183048
47.4248	0.100088	0.000197755
-35.8968	-0.0868117	0.000182303
46.9099	0.0993767	0.000196926
-35.3891	-0.0859764	0.000181331
46.3587	0.0987138	0.000196154
-34.8013	-0.0852708	0.000180511
45.743	0.0981425	0.000195489
-34.2202	-0.0845475	0.000179669
45.1909	0.0974724	0.000194709
-33.6829	-0.0837414	0.000178732
44.6309	0.0968095	0.000193937
-33.0777	-0.0830472	0.000177924
43.971	0.096294	0.000193337
-32.5232	-0.0822568	0.000177005
43.4367	0.0955834	0.00019251
-31.9925	-0.0814159	0.000176027
42.8033	0.0950203	0.000191855
-31.3632	-0.0807453	0.000175247
42.266	0.0943047	0.000191022
-30.7418	-0.0800545	0.000174466
41.6833	0.0936545	0.000190265
-30.167	-0.0792715	0.000173628
41.0531	0.0930745	0.00018959
-29.5938	-0.0784778	0.00017282
40.535	0.0923133	0.000188704
-29.0073	-0.0777008	0.000172029
39.8888	0.0917502	0.000188049
-28.4069	-0.0769426	0.000171258
39.3719	0.0909757	0.000187148
-27.8097	-0.0761703	0.000170472
38.7679	0.0903358	0.000186403
-27.2276	-0.0753609	0.000169648
38.1298	0.0897471	0.000185718
-26.6275	-0.074578	0.000168852
37.6137	0.0889536	0.000184795
-26.0408	-0.0737601	0.000168019
37.0081	0.0883014	0.000184036
-25.4124	-0.0730166	0.000167263
36.4156	0.0876226	0.000183246
-24.8786	-0.0720732	0.000166303
35.8496	0.0868937	0.000182398
-24.3184	-0.0711716	0.000165386
35.3107	0.0861125	0.00018149
-23.7308	-0.0703156	0.000164516
34.7598	0.0853446	0.000180596
-23.132	-0.0694725	0.000163658
34.2343	0.0845256	0.000179644
-22.5402	-0.0686042	0.000162775
33.6799	0.083749	0.00017874
-21.9917	-0.0676306	0.000161785
-21.4858	-0.0665487	0.000160685
-20.8466	-0.0657474	0.000159871
-20.3124	-0.0646981	0.000158804
-19.6944	-0.0638246	0.000157916
30.7803	0.0799864	0.000174391
-19.1451	-0.0627783	0.000156853
30.1873	0.0792364	0.000173593
-18.568	-0.0617801	0.000155839
29.5913	0.0784849	0.000172828
-17.9551	-0.0608523	0.000154945
28.9826	0.0777498	0.000172079
-17.3557	-0.0598769	0.000154094
28.4047	0.0769492	0.000171265
-16.7463	-0.0589099	0.00015326
27.7909	0.076209	0.000170511
-16.1732	-0.0578348	0.000152333
27.2184	0.0753812	0.000169669
-15.5962	-0.0567492	0.000151399
26.6464	0.0745432	0.000168816
-14.9899	-0.0557196	0.000150515
26.0729	0.0736985	0.000167957
-14.4049	-0.0546132	0.000149567
25.5133	0.072816	0.000167059
-13.8108	-0.053509	0.000148622
24.9864	0.0718556	0.000166082
-13.2346	-0.052331	0.000147616
-12.0781	-0.0499036	0.000145549
-11.4996	-0.0486449	0.000144482
-0.280109	-0.00864348	0.000124891
