#gamma	N_0	probability

2.60078e-05	0.00205	1.01224e-19
2.60234e-05	0.00205	6.4626e-19
2.6039e-05	0.00205	8.55456e-19
2.60546e-05	0.00205	5.13152e-18
2.60702e-05	0.00205	1.39575e-17
2.60858e-05	0.00205	4.50957e-18
2.61014e-05	0.00205	7.44363e-18
2.6117e-05	0.00205	8.68583e-18
2.61326e-05	0.00205	1.89068e-17
2.61482e-05	0.00205	8.8271e-17
2.61638e-05	0.00205	1.21824e-16
2.61794e-05	0.00205	8.63064e-17
2.6195e-05	0.00205	1.04295e-16
2.62106e-05	0.00205	1.21739e-16
2.62262e-05	0.00205	3.19209e-16
2.62418e-05	0.00205	1.52712e-15
2.62574e-05	0.00205	4.04519e-16
2.6273e-05	0.00205	1.07242e-15
2.62886e-05	0.00205	1.40248e-15
2.63042e-05	0.00205	6.83924e-16
2.63198e-05	0.00205	2.52567e-15
2.63354e-05	0.00205	2.24402e-15
2.6351e-05	0.00205	2.48622e-15
2.63666e-05	0.00205	5.7563e-15
2.63822e-05	0.00205	3.24237e-15
2.63978e-05	0.00205	3.09294e-15
2.64134e-05	0.00205	3.48492e-15
2.6429e-05	0.00205	2.57615e-15
2.64446e-05	0.00205	1.18542e-14
2.64602e-05	0.00205	1.43459e-14
2.64758e-05	0.00205	1.09147e-14
2.64914e-05	0.00205	1.07088e-14
2.6507e-05	0.00205	5.82055e-15
2.65226e-05	0.00205	1.06883e-14
2.65382e-05	0.00205	1.35734e-14
2.65538e-05	0.00205	1.36807e-14
2.65694e-05	0.00205	2.6032e-14
2.6585e-05	0.00205	9.23392e-15
2.66006e-05	0.00205	1.10048e-14
2.66162e-05	0.00205	1.19579e-14
2.66318e-05	0.00205	1.29582e-14
2.66474e-05	0.00205	2.43889e-14
2.6663e-05	0.00205	8.72398e-15
2.66786e-05	0.00205	1.21802e-14
2.66942e-05	0.00205	1.41404e-14
2.67098e-05	0.00205	6.71464e-15
2.67254e-05	0.00205	7.43253e-15
2.6741e-05	0.00205	8.27445e-15
2.67566e-05	0.00205	1.32441e-14
2.67722e-05	0.00205	1.14242e-14
2.67878e-05	0.00205	5.79483e-15
2.68034e-05	0.00205	6.47703e-15
2.6819e-05	0.00205	3.30286e-15
2.68346e-05	0.00205	4.72938e-15
2.68502e-05	0.00205	2.71099e-15
2.68658e-05	0.00205	3.93204e-15
2.68814e-05	0.00205	4.38991e-15
2.6897e-05	0.00205	1.28461e-15
2.69126e-05	0.00205	1.27231e-15
2.69282e-05	0.00205	8.5251e-16
2.69438e-05	0.00205	1.58756e-15
2.69594e-05	0.00205	6.21325e-16
2.6975e-05	0.00205	6.62863e-16
2.69906e-05	0.00205	1.04077e-15
2.70062e-05	0.00205	2.16473e-16
2.70218e-05	0.00205	2.10581e-16
2.70374e-05	0.00205	1.27025e-16
2.7053e-05	0.00205	1.30865e-16
2.70686e-05	0.00205	8.49947e-17
2.70842e-05	0.00205	1.22818e-16
2.70998e-05	0.00205	9.10265e-19
2.71154e-05	0.00205	4.43125e-17
2.7131e-05	0.00205	3.03181e-17
2.71466e-05	0.00205	1.31498e-17
2.71622e-05	0.00205	1.17679e-17
2.71778e-05	0.00205	6.71094e-18
2.71934e-05	0.00205	7.20787e-18
2.7209e-05	0.00205	1.50783e-18
2.72246e-05	0.00205	2.18947e-18
2.72402e-05	0.00205	1.06032e-18
2.72558e-05	0.00205	7.41697e-19
2.72714e-05	0.00205	3.82676e-19
2.7287e-05	0.00205	3.6187e-19
2.73026e-05	0.00205	3.14019e-19
2.73182e-05	0.00205	2.0119e-21
2.73338e-05	0.00205	1.8231e-29
2.73494e-05	0.00205	0
2.7365e-05	0.00205	0
2.73806e-05	0.00205	0
2.73962e-05	0.00205	0
2.74118e-05	0.00205	0
2.74274e-05	0.00205	0
2.7443e-05	0.00205	0
2.74586e-05	0.00205	0
2.74742e-05	0.00205	0
2.74898e-05	0.00205	0
2.75054e-05	0.00205	0
2.7521e-05	0.00205	0
2.75366e-05	0.00205	0
2.75522e-05	0.00205	0
2.60078e-05	0.00615	2.39582e-19
2.60234e-05	0.00615	1.23241e-17
2.6039e-05	0.00615	8.66352e-18
2.60546e-05	0.00615	1.34098e-17
2.60702e-05	0.00615	6.02831e-17
2.60858e-05	0.00615	1.25263e-16
2.61014e-05	0.00615	1.41844e-16
2.6117e-05	0.00615	2.18176e-16
2.61326e-05	0.00615	1.42988e-16
2.61482e-05	0.00615	3.54239e-16
2.61638e-05	0.00615	7.74374e-16
2.61794e-05	0.00615	2.19561e-15
2.6195e-05	0.00615	1.36272e-15
2.62106e-05	0.00615	1.71093e-15
2.62262e-05	0.00615	1.69807e-15
2.62418e-05	0.00615	5.37405e-15
2.62574e-05	0.00615	1.22196e-14
2.6273e-05	0.00615	7.61612e-15
2.62886e-05	0.00615	1.28874e-14
2.63042e-05	0.00615	1.51567e-14
2.63198e-05	0.00615	1.23714e-14
2.63354e-05	0.00615	2.90986e-14
2.6351e-05	0.00615	1.73013e-14
2.63666e-05	0.00615	2.75499e-14
2.63822e-05	0.00615	6.58945e-14
2.63978e-05	0.00615	4.9932e-14
2.64134e-05	0.00615	6.39171e-14
2.6429e-05	0.00615	3.60019e-14
2.64446e-05	0.00615	4.02374e-14
2.64602e-05	0.00615	1.38681e-13
2.64758e-05	0.00615	1.59823e-13
2.64914e-05	0.00615	1.12706e-13
2.6507e-05	0.00615	1.39633e-13
2.65226e-05	0.00615	8.35236e-14
2.65382e-05	0.00615	1.66495e-13
2.65538e-05	0.00615	6.70116e-14
2.65694e-05	0.00615	1.3669e-13
2.6585e-05	0.00615	3.01633e-13
2.66006e-05	0.00615	1.53527e-13
2.66162e-05	0.00615	1.05492e-13
2.66318e-05	0.00615	9.3887e-14
2.66474e-05	0.00615	1.57241e-13
