#gamma	theta_0	probability

2.66827e-05	6.4e-06	1.27123e-72
2.66881e-05	6.4e-06	1.83404e-69
2.66935e-05	6.4e-06	8.56575e-68
2.66989e-05	6.4e-06	2.93818e-67
2.67043e-05	6.4e-06	7.25724e-67
2.67097e-05	6.4e-06	3.12321e-66
2.67151e-05	6.4e-06	5.46269e-64
2.67205e-05	6.4e-06	1.26882e-62
2.67259e-05	6.4e-06	1.50438e-60
2.67313e-05	6.4e-06	4.14722e-59
2.67367e-05	6.4e-06	2.76606e-56
2.67421e-05	6.4e-06	1.93378e-54
2.67475e-05	6.4e-06	3.44946e-54
2.67529e-05	6.4e-06	8.97167e-54
2.67583e-05	6.4e-06	1.22282e-52
2.67637e-05	6.4e-06	1.16851e-49
2.67691e-05	6.4e-06	1.19103e-46
2.67745e-05	6.4e-06	8.98045e-46
2.67799e-05	6.4e-06	1.56464e-44
2.67853e-05	6.4e-06	6.61356e-43
2.67907e-05	6.4e-06	6.90683e-43
2.67961e-05	6.4e-06	4.17086e-42
2.68015e-05	6.4e-06	1.45499e-41
2.68069e-05	6.4e-06	4.22068e-41
2.68123e-05	6.4e-06	1.23316e-40
2.68177e-05	6.4e-06	3.06442e-40
2.68231e-05	6.4e-06	1.7832e-39
2.68285e-05	6.4e-06	5.29476e-39
2.68339e-05	6.4e-06	2.2136e-38
2.68393e-05	6.4e-06	2.66646e-37
2.68447e-05	6.4e-06	6.8387e-37
2.68501e-05	6.4e-06	1.98891e-36
2.68555e-05	6.4e-06	1.7567e-34
2.68609e-05	6.4e-06	2.8688e-33
2.68663e-05	6.4e-06	2.79973e-32
2.68717e-05	6.4e-06	4.51487e-31
2.68771e-05	6.4e-06	7.46466e-31
2.68825e-05	6.4e-06	6.18305e-30
2.68879e-05	6.4e-06	1.52944e-29
2.68933e-05	6.4e-06	3.01907e-29
2.68987e-05	6.4e-06	8.09456e-29
2.69041e-05	6.4e-06	1.32705e-28
2.69095e-05	6.4e-06	1.79118e-28
2.69149e-05	6.4e-06	1.95046e-28
2.69203e-05	6.4e-06	2.98521e-28
2.69257e-05	6.4e-06	7.54933e-28
2.69311e-05	6.4e-06	7.14033e-28
2.69365e-05	6.4e-06	1.20152e-27
2.69419e-05	6.4e-06	7.49135e-28
2.69473e-05	6.4e-06	8.65131e-28
2.69527e-05	6.4e-06	1.03546e-27
2.69581e-05	6.4e-06	2.84947e-27
2.69635e-05	6.4e-06	1.6687e-27
2.69689e-05	6.4e-06	2.74203e-27
2.69743e-05	6.4e-06	7.08237e-27
2.69797e-05	6.4e-06	4.46287e-27
2.69851e-05	6.4e-06	6.14302e-27
2.69905e-05	6.4e-06	6.68578e-27
2.69959e-05	6.4e-06	1.79533e-26
2.70013e-05	6.4e-06	2.19943e-26
2.70067e-05	6.4e-06	4.51333e-26
2.70121e-05	6.4e-06	1.40676e-25
2.70175e-05	6.4e-06	5.53729e-26
2.70229e-05	6.4e-06	1.43063e-25
2.70283e-05	6.4e-06	1.90905e-25
2.70337e-05	6.4e-06	5.13727e-26
2.70391e-05	6.4e-06	1.14926e-26
2.70445e-05	6.4e-06	1.38463e-26
2.70499e-05	6.4e-06	4.10392e-27
2.70553e-05	6.4e-06	2.13535e-27
2.70607e-05	6.4e-06	4.02637e-27
2.70661e-05	6.4e-06	5.36011e-28
2.70715e-05	6.4e-06	1.02063e-28
2.70769e-05	6.4e-06	2.67087e-29
2.70823e-05	6.4e-06	9.34884e-30
2.70877e-05	6.4e-06	4.33343e-30
2.70931e-05	6.4e-06	1.96434e-30
2.70985e-05	6.4e-06	2.72603e-30
2.71039e-05	6.4e-06	2.8091e-30
2.71093e-05	6.4e-06	1.0916e-30
2.71147e-05	6.4e-06	2.91587e-31
2.71201e-05	6.4e-06	2.31582e-31
2.71255e-05	6.4e-06	4.07701e-32
2.71309e-05	6.4e-06	1.369e-32
2.71363e-05	6.4e-06	2.04389e-33
2.71417e-05	6.4e-06	1.3731e-34
2.71471e-05	6.4e-06	2.05748e-35
2.71525e-05	6.4e-06	9.93368e-37
2.71579e-05	6.4e-06	7.67699e-38
2.71633e-05	6.4e-06	4.60949e-38
2.71687e-05	6.4e-06	1.96825e-38
2.71741e-05	6.4e-06	6.14272e-39
2.71795e-05	6.4e-06	4.32943e-40
2.71849e-05	6.4e-06	2.38723e-40
2.71903e-05	6.4e-06	4.32796e-41
2.71957e-05	6.4e-06	7.61214e-42
2.72011e-05	6.4e-06	3.9251e-42
2.72065e-05	6.4e-06	1.25398e-42
2.72119e-05	6.4e-06	2.06661e-43
2.72173e-05	6.4e-06	1.74483e-44
2.66827e-05	1.92e-05	1.06067e-66
2.66881e-05	1.92e-05	3.8184e-66
2.66935e-05	1.92e-05	7.28257e-66
2.66989e-05	1.92e-05	1.40792e-65
2.67043e-05	1.92e-05	3.47989e-64
2.67097e-05	1.92e-05	1.31947e-62
2.67151e-05	1.92e-05	7.20229e-61
2.67205e-05	1.92e-05	3.65222e-59
2.67259e-05	1.92e-05	1.61748e-57
2.67313e-05	1.92e-05	7.8202e-55
2.67367e-05	1.92e-05	3.23442e-53
2.67421e-05	1.92e-05	2.90161e-53
2.67475e-05	1.92e-05	1.00954e-52
2.67529e-05	1.92e-05	1.03905e-50
2.67583e-05	1.92e-05	1.58679e-48
2.67637e-05	1.92e-05	1.27528e-44
2.67691e-05	1.92e-05	2.58553e-44
2.67745e-05	1.92e-05	5.59863e-42
2.67799e-05	1.92e-05	2.2348e-40
2.67853e-05	1.92e-05	5.56963e-40
2.67907e-05	1.92e-05	6.50603e-40
2.67961e-05	1.92e-05	1.98149e-39
2.68015e-05	1.92e-05	7.37612e-39
2.68069e-05	1.92e-05	4.29038e-38
2.68123e-05	1.92e-05	3.77029e-37
2.68177e-05	1.92e-05	1.28546e-36
2.68231e-05	1.92e-05	1.91646e-36
2.68285e-05	1.92e-05	1.5825e-35
2.68339e-05	1.92e-05	2.93227e-35
2.68393e-05	1.92e-05	1.4097e-34
2.68447e-05	1.92e-05	1.70134e-33
2.68501e-05	1.92e-05	2.15485e-32
2.68555e-05	1.92e-05	1.96434e-30
2.68609e-05	1.92e-05	1.91775e-29
2.68663e-05	1.92e-05	4.34249e-29
2.68717e-05	1.92e-05	1.29523e-28
2.68771e-05	1.92e-05	2.48208e-28
2.68825e-05	1.92e-05	9.83903e-28
2.68879e-05	1.92e-05	2.40266e-27
2.68933e-05	1.92e-05	8.28297e-27
2.68987e-05	1.92e-05	1.15848e-26
2.69041e-05	1.92e-05	2.04439e-26
2.69095e-05	1.92e-05	3.22438e-26
2.69149e-05	1.92e-05	1.02813e-25
2.69203e-05	1.92e-05	1.56791e-25
2.69257e-05	1.92e-05	1.70107e-25
2.69311e-05	1.92e-05	2.8474e-25
2.69365e-05	1.92e-05	9.78637e-25
2.69419e-05	1.92e-05	3.82815e-25
2.69473e-05	1.92e-05	6.69826e-25
2.69527e-05	1.92e-05	6.51864e-25
2.69581e-05	1.92e-05	7.60495e-25
2.69635e-05	1.92e-05	2.15504e-24
2.69689e-05	1.92e-05	2.5768e-24
2.69743e-05	1.92e-05	4.35492e-24
2.69797e-05	1.92e-05	1.17268e-23
2.69851e-05	1.92e-05	1.49012e-23
2.69905e-05	1.92e-05	7.5432e-23
2.69959e-05	1.92e-05	6.52505e-23
2.70013e-05	1.92e-05	1.03784e-22
2.70067e-05	1.92e-05	1.6541e-22
2.70121e-05	1.92e-05	1.59775e-22
2.70175e-05	1.92e-05	1.40223e-22
2.70229e-05	1.92e-05	2.39424e-22
2.70283e-05	1.92e-05	4.72916e-23
2.70337e-05	1.92e-05	2.53371e-23
2.70391e-05	1.92e-05	3.01047e-23
2.70445e-05	1.92e-05	9.47191e-24
2.70499e-05	1.92e-05	6.45846e-25
2.70553e-05	1.92e-05	3.54408e-25
2.70607e-05	1.92e-05	1.5731e-25
2.70661e-05	1.92e-05	1.01423e-25
2.70715e-05	1.92e-05	1.74324e-26
2.70769e-05	1.92e-05	5.87189e-27
2.70823e-05	1.92e-05	9.77685e-28
2.70877e-05	1.92e-05	1.32048e-27
2.70931e-05	1.92e-05	8.54177e-28
2.70985e-05	1.92e-05	7.07977e-28
2.71039e-05	1.92e-05	9.78871e-28
2.71093e-05	1.92e-05	1.55662e-27
2.71147e-05	1.92e-05	2.47931e-28
2.71201e-05	1.92e-05	6.27499e-29
2.71255e-05	1.92e-05	2.52624e-29
2.71309e-05	1.92e-05	2.95218e-30
2.71363e-05	1.92e-05	1.9997e-31
2.71417e-05	1.92e-05	6.77519e-32
2.71471e-05	1.92e-05	4.85467e-33
2.71525e-05	1.92e-05	1.12565e-33
2.71579e-05	1.92e-05	9.06814e-35
2.71633e-05	1.92e-05	3.7884e-35
2.71687e-05	1.92e-05	8.71051e-36
2.71741e-05	1.92e-05	1.08824e-36
2.71795e-05	1.92e-05	3.12491e-37
2.71849e-05	1.92e-05	1.6781e-37
2.71903e-05	1.92e-05	7.14003e-38
2.71957e-05	1.92e-05	7.16895e-39
2.72011e-05	1.92e-05	6.07123e-40
2.72065e-05	1.92e-05	2.45423e-40
2.72119e-05	1.92e-05	7.20078e-41
2.72173e-05	1.92e-05	1.22533e-41
2.66827e-05	3.2e-05	5.93071e-65
2.66881e-05	3.2e-05	1.25632e-64
2.66935e-05	3.2e-05	1.03471e-63
2.66989e-05	3.2e-05	1.68289e-61
2.67043e-05	3.2e-05	6.59348e-61
2.67097e-05	3.2e-05	1.63323e-59
2.67151e-05	3.2e-05	8.8994e-57
2.67205e-05	3.2e-05	1.2795e-55
2.67259e-05	3.2e-05	2.07152e-53
2.67313e-05	3.2e-05	1.75095e-52
2.67367e-05	3.2e-05	2.73128e-52
2.67421e-05	3.2e-05	7.52048e-52
2.67475e-05	3.2e-05	2.54569e-49
2.67529e-05	3.2e-05	1.17355e-45
2.67583e-05	3.2e-05	3.94838e-43
2.67637e-05	3.2e-05	6.09773e-42
2.67691e-05	3.2e-05	5.42203e-40
2.67745e-05	3.2e-05	4.64077e-39
2.67799e-05	3.2e-05	1.4633e-38
2.67853e-05	3.2e-05	5.27225e-38
2.67907e-05	3.2e-05	4.38186e-37
2.67961e-05	3.2e-05	1.94808e-36
2.68015e-05	3.2e-05	1.27997e-35
2.68069e-05	3.2e-05	3.60199e-35
2.68123e-05	3.2e-05	1.88225e-34
2.68177e-05	3.2e-05	5.57275e-34
2.68231e-05	3.2e-05	8.44636e-33
