#gamma	theta_0	probability

2.67625e-05	-0.0003928	5.70527e-70
2.67675e-05	-0.0003928	1.23869e-67
2.67725e-05	-0.0003928	2.64206e-66
2.67775e-05	-0.0003928	2.52846e-62
2.67825e-05	-0.0003928	1.3283e-61
2.67875e-05	-0.0003928	2.41119e-59
2.67925e-05	-0.0003928	7.94356e-59
2.67975e-05	-0.0003928	2.08037e-58
2.68025e-05	-0.0003928	2.32778e-58
2.68075e-05	-0.0003928	7.50791e-58
2.68125e-05	-0.0003928	1.10225e-56
2.68175e-05	-0.0003928	3.04295e-56
2.68225e-05	-0.0003928	2.74159e-54
2.68275e-05	-0.0003928	6.81004e-53
2.68325e-05	-0.0003928	6.49709e-52
2.68375e-05	-0.0003928	7.24176e-51
2.68425e-05	-0.0003928	3.5405e-50
2.68475e-05	-0.0003928	9.29171e-50
2.68525e-05	-0.0003928	2.05433e-46
2.68575e-05	-0.0003928	5.19897e-45
2.68625e-05	-0.0003928	2.40548e-44
2.68675e-05	-0.0003928	8.29872e-44
2.68725e-05	-0.0003928	2.12816e-42
2.68775e-05	-0.0003928	2.17422e-41
2.68825e-05	-0.0003928	3.75024e-40
2.68875e-05	-0.0003928	5.55783e-39
2.68925e-05	-0.0003928	8.04032e-39
2.68975e-05	-0.0003928	2.24025e-38
2.69025e-05	-0.0003928	1.99577e-37
2.69075e-05	-0.0003928	8.56133e-37
2.69125e-05	-0.0003928	2.38514e-36
2.69175e-05	-0.0003928	8.38595e-36
2.69225e-05	-0.0003928	1.14298e-35
2.69275e-05	-0.0003928	1.15724e-35
2.69325e-05	-0.0003928	3.84324e-35
2.69375e-05	-0.0003928	5.10339e-35
2.69425e-05	-0.0003928	5.3835e-35
2.69475e-05	-0.0003928	2.32024e-35
2.69525e-05	-0.0003928	2.43552e-35
2.69575e-05	-0.0003928	4.44162e-35
2.69625e-05	-0.0003928	2.17498e-34
2.69675e-05	-0.0003928	2.40686e-34
2.69725e-05	-0.0003928	1.725e-34
2.69775e-05	-0.0003928	3.60387e-34
2.69825e-05	-0.0003928	1.15515e-33
2.69875e-05	-0.0003928	3.31465e-33
2.69925e-05	-0.0003928	1.36873e-33
2.69975e-05	-0.0003928	3.73666e-33
2.70025e-05	-0.0003928	7.2566e-33
2.70075e-05	-0.0003928	2.08194e-32
2.70125e-05	-0.0003928	2.58034e-32
2.70175e-05	-0.0003928	1.88152e-32
2.70225e-05	-0.0003928	3.57994e-32
2.70275e-05	-0.0003928	1.4441e-31
2.70325e-05	-0.0003928	4.39866e-32
2.70375e-05	-0.0003928	2.62556e-32
2.70425e-05	-0.0003928	3.079e-32
2.70475e-05	-0.0003928	3.36974e-32
2.70525e-05	-0.0003928	5.8911e-32
2.70575e-05	-0.0003928	2.37472e-32
2.70625e-05	-0.0003928	2.34678e-32
2.70675e-05	-0.0003928	2.82196e-32
2.70725e-05	-0.0003928	1.84461e-32
2.70775e-05	-0.0003928	1.42951e-32
2.70825e-05	-0.0003928	2.79396e-32
2.70875e-05	-0.0003928	2.27596e-32
2.70925e-05	-0.0003928	6.7653e-32
2.70975e-05	-0.0003928	9.72205e-32
2.71025e-05	-0.0003928	1.8265e-32
2.71075e-05	-0.0003928	4.77584e-33
2.71125e-05	-0.0003928	9.03765e-34
2.71175e-05	-0.0003928	2.67604e-34
2.71225e-05	-0.0003928	1.23268e-34
2.71275e-05	-0.0003928	4.8844e-35
2.71325e-05	-0.0003928	1.73914e-35
2.71375e-05	-0.0003928	4.85236e-36
2.71425e-05	-0.0003928	9.78027e-37
2.71475e-05	-0.0003928	2.07312e-37
2.71525e-05	-0.0003928	3.43019e-38
2.71575e-05	-0.0003928	2.34893e-39
2.71625e-05	-0.0003928	7.64912e-40
2.71675e-05	-0.0003928	1.08825e-40
2.71725e-05	-0.0003928	7.21266e-41
2.71775e-05	-0.0003928	2.29177e-41
2.71825e-05	-0.0003928	9.27283e-42
2.71875e-05	-0.0003928	6.35837e-42
2.71925e-05	-0.0003928	4.16703e-43
2.71975e-05	-0.0003928	1.93232e-44
2.72025e-05	-0.0003928	4.05223e-45
2.72075e-05	-0.0003928	9.93725e-46
2.72125e-05	-0.0003928	4.11429e-46
2.72175e-05	-0.0003928	4.57376e-47
2.72225e-05	-0.0003928	2.58877e-47
2.72275e-05	-0.0003928	3.54941e-47
2.72325e-05	-0.0003928	4.14483e-47
2.72375e-05	-0.0003928	1.57597e-47
2.72425e-05	-0.0003928	5.35166e-49
2.72475e-05	-0.0003928	1.07674e-50
2.72525e-05	-0.0003928	6.18794e-52
2.72575e-05	-0.0003928	9.1993e-53
2.67625e-05	-0.0003784	1.23347e-63
2.67675e-05	-0.0003784	1.95612e-61
2.67725e-05	-0.0003784	4.10125e-60
2.67775e-05	-0.0003784	6.57732e-59
2.67825e-05	-0.0003784	5.94633e-58
2.67875e-05	-0.0003784	2.41271e-57
2.67925e-05	-0.0003784	4.3125e-57
2.67975e-05	-0.0003784	1.55656e-56
2.68025e-05	-0.0003784	2.25861e-55
2.68075e-05	-0.0003784	2.00643e-54
2.68125e-05	-0.0003784	2.22465e-52
2.68175e-05	-0.0003784	8.83079e-52
2.68225e-05	-0.0003784	7.42404e-51
2.68275e-05	-0.0003784	3.28634e-49
2.68325e-05	-0.0003784	1.12014e-48
2.68375e-05	-0.0003784	1.16522e-46
2.68425e-05	-0.0003784	2.33185e-43
2.68475e-05	-0.0003784	8.31708e-42
2.68525e-05	-0.0003784	4.68969e-41
2.68575e-05	-0.0003784	4.34189e-40
2.68625e-05	-0.0003784	1.1742e-39
2.68675e-05	-0.0003784	2.97281e-38
