#gamma	N_0	probability

2.66231e-05	0.1721	4.81162e-14
2.66293e-05	0.1721	1.93504e-13
2.66355e-05	0.1721	7.02672e-12
2.66417e-05	0.1721	3.26507e-11
2.66479e-05	0.1721	6.96644e-11
2.66541e-05	0.1721	3.38948e-12
2.66603e-05	0.1721	9.24796e-12
2.66665e-05	0.1721	1.08078e-11
2.66727e-05	0.1721	6.89455e-12
2.66789e-05	0.1721	2.36939e-11
2.66851e-05	0.1721	1.95171e-11
2.66913e-05	0.1721	7.17833e-11
2.66975e-05	0.1721	4.89366e-11
2.67037e-05	0.1721	2.54284e-12
2.67099e-05	0.1721	2.33171e-11
2.67161e-05	0.1721	4.12141e-12
2.67223e-05	0.1721	8.03899e-12
2.67285e-05	0.1721	4.45017e-12
2.67347e-05	0.1721	4.54869e-13
2.67409e-05	0.1721	8.42558e-14
2.67471e-05	0.1721	2.24951e-14
2.67533e-05	0.1721	6.77895e-15
2.67595e-05	0.1721	2.02359e-15
2.67657e-05	0.1721	1.51437e-15
2.67719e-05	0.1721	1.62457e-16
2.67781e-05	0.1721	6.94797e-17
2.67843e-05	0.1721	8.42752e-18
2.67905e-05	0.1721	1.78276e-18
2.67967e-05	0.1721	7.51919e-19
2.68029e-05	0.1721	1.58487e-19
2.68091e-05	0.1721	4.71406e-20
2.68153e-05	0.1721	5.65015e-20
2.68215e-05	0.1721	5.24371e-21
2.68277e-05	0.1721	1.5441e-21
2.68339e-05	0.1721	1.39502e-22
2.68401e-05	0.1721	3.70221e-24
2.68463e-05	0.1721	6.45792e-25
2.68525e-05	0.1721	2.35157e-26
2.68587e-05	0.1721	1.87194e-27
2.68649e-05	0.1721	2.64458e-29
2.68711e-05	0.1721	1.29587e-30
2.68773e-05	0.1721	1.07942e-31
2.68835e-05	0.1721	1.87034e-33
2.68897e-05	0.1721	1.80517e-34
2.68959e-05	0.1721	1.96754e-35
2.69021e-05	0.1721	1.32717e-36
2.69083e-05	0.1721	2.5669e-38
2.69145e-05	0.1721	1.23694e-39
2.69207e-05	0.1721	1.88041e-41
2.69269e-05	0.1721	2.29293e-43
2.69331e-05	0.1721	3.53095e-43
2.69393e-05	0.1721	1.50662e-45
2.69455e-05	0.1721	2.40531e-47
2.69517e-05	0.1721	5.83743e-49
2.69579e-05	0.1721	2.16297e-52
2.69641e-05	0.1721	8.08084e-54
2.69703e-05	0.1721	7.65024e-55
2.69765e-05	0.1721	3.13435e-56
2.69827e-05	0.1721	1.2968e-57
2.69889e-05	0.1721	2.5365e-61
2.69951e-05	0.1721	4.86738e-64
2.70013e-05	0.1721	1.046e-65
2.70075e-05	0.1721	1.37479e-67
2.70137e-05	0.1721	1.58232e-71
2.70199e-05	0.1721	8.30644e-75
2.70261e-05	0.1721	3.74006e-76
2.70323e-05	0.1721	1.97956e-80
2.70385e-05	0.1721	1.02512e-82
2.70447e-05	0.1721	1.04072e-85
2.70509e-05	0.1721	7.52766e-88
2.70571e-05	0.1721	1.07137e-91
2.70633e-05	0.1721	1.30034e-94
2.70695e-05	0.1721	1.94715e-97
2.70757e-05	0.1721	2.7939e-100
2.70819e-05	0.1721	1.60806e-102
2.70881e-05	0.1721	2.13504e-105
2.70943e-05	0.1721	9.91126e-107
2.71005e-05	0.1721	4.43063e-116
2.71067e-05	0.1721	1.07116e-117
