#gamma	N_0	probability

2.65822e-05	0.20225	5.88526e-20
2.65866e-05	0.20225	3.25661e-19
2.6591e-05	0.20225	3.06726e-18
2.65954e-05	0.20225	1.19591e-17
2.65998e-05	0.20225	2.8139e-17
2.66042e-05	0.20225	9.28278e-17
2.66086e-05	0.20225	2.67464e-16
2.6613e-05	0.20225	8.22895e-16
2.66174e-05	0.20225	1.8709e-15
2.66218e-05	0.20225	4.73865e-15
2.66262e-05	0.20225	2.8092e-14
2.66306e-05	0.20225	3.162e-14
2.6635e-05	0.20225	2.07786e-13
2.66394e-05	0.20225	1.1135e-13
2.66438e-05	0.20225	8.73314e-14
2.66482e-05	0.20225	1.77721e-13
2.66526e-05	0.20225	1.49512e-13
2.6657e-05	0.20225	2.8961e-13
2.66614e-05	0.20225	9.86931e-14
2.66658e-05	0.20225	8.77022e-14
2.66702e-05	0.20225	3.54575e-14
2.66746e-05	0.20225	5.26592e-15
2.6679e-05	0.20225	9.059e-16
2.66834e-05	0.20225	3.43258e-16
2.66878e-05	0.20225	8.46771e-17
2.66922e-05	0.20225	5.10062e-17
2.66966e-05	0.20225	1.05416e-17
2.6701e-05	0.20225	1.14389e-17
2.67054e-05	0.20225	3.00865e-18
2.67098e-05	0.20225	2.00046e-18
2.67142e-05	0.20225	5.2973e-20
2.67186e-05	0.20225	6.9429e-21
2.6723e-05	0.20225	5.14518e-22
2.67274e-05	0.20225	4.23558e-23
2.67318e-05	0.20225	6.14795e-24
2.67362e-05	0.20225	3.29176e-25
2.67406e-05	0.20225	1.74117e-26
2.6745e-05	0.20225	2.0117e-27
2.67494e-05	0.20225	4.83812e-29
2.67538e-05	0.20225	6.00502e-30
2.67582e-05	0.20225	9.8095e-32
2.67626e-05	0.20225	6.16136e-33
2.6767e-05	0.20225	3.10157e-34
2.67714e-05	0.20225	1.22624e-36
2.67758e-05	0.20225	2.22741e-38
2.67802e-05	0.20225	6.62746e-40
2.67846e-05	0.20225	4.24081e-41
2.6789e-05	0.20225	1.01212e-42
2.67934e-05	0.20225	1.96436e-44
2.67978e-05	0.20225	8.8941e-47
2.68022e-05	0.20225	1.04078e-48
2.68066e-05	0.20225	5.49828e-51
2.6811e-05	0.20225	3.50975e-53
2.68154e-05	0.20225	3.99387e-55
2.68198e-05	0.20225	4.39966e-57
2.68242e-05	0.20225	1.04908e-58
2.68286e-05	0.20225	9.64227e-62
2.6833e-05	0.20225	2.99109e-64
2.68374e-05	0.20225	4.34599e-67
2.68418e-05	0.20225	1.97889e-69
2.68462e-05	0.20225	6.0292e-72
2.68506e-05	0.20225	7.61899e-74
2.6855e-05	0.20225	9.76666e-77
2.68594e-05	0.20225	1.5163e-79
2.68638e-05	0.20225	2.05388e-82
2.68682e-05	0.20225	1.69808e-85
2.68726e-05	0.20225	2.22574e-88
2.6877e-05	0.20225	3.24167e-91
2.68814e-05	0.20225	3.87823e-94
2.68858e-05	0.20225	1.78335e-97
2.68902e-05	0.20225	2.64607e-100
2.68946e-05	0.20225	1.65427e-103
2.6899e-05	0.20225	8.56052e-106
2.69034e-05	0.20225	1.03977e-109
2.69078e-05	0.20225	2.58394e-112
2.69122e-05	0.20225	3.0593e-116
2.69166e-05	0.20225	3.15781e-120
2.6921e-05	0.20225	4.88749e-124
2.69254e-05	0.20225	4.97484e-127
2.69298e-05	0.20225	3.47551e-130
2.69342e-05	0.20225	3.87197e-135
2.69386e-05	0.20225	1.32525e-138
2.6943e-05	0.20225	2.11902e-142
2.69474e-05	0.20225	1.27808e-146
2.69518e-05	0.20225	1.06432e-149
2.69562e-05	0.20225	1.78839e-154
2.69606e-05	0.20225	3.3885e-158
2.6965e-05	0.20225	7.77709e-163
2.69694e-05	0.20225	6.96523e-166
2.69738e-05	0.20225	8.44256e-169
2.69782e-05	0.20225	5.15847e-174
2.69826e-05	0.20225	1.13387e-177
2.6987e-05	0.20225	9.25803e-183
2.69914e-05	0.20225	4.64445e-187
2.69958e-05	0.20225	5.46005e-190
2.70002e-05	0.20225	3.94421e-195
2.70046e-05	0.20225	2.82099e-198
2.7009e-05	0.20225	2.57658e-203
2.70134e-05	0.20225	8.47574e-209
2.70178e-05	0.20225	1.25563e-214
2.65822e-05	0.20675	9.03676e-20
2.65866e-05	0.20675	1.49777e-18
2.6591e-05	0.20675	4.50163e-18
2.65954e-05	0.20675	1.35033e-17
2.65998e-05	0.20675	5.1342e-17
2.66042e-05	0.20675	2.39946e-16
2.66086e-05	0.20675	8.49829e-16
2.6613e-05	0.20675	3.48395e-15
2.66174e-05	0.20675	9.90929e-15
2.66218e-05	0.20675	2.82242e-14
2.66262e-05	0.20675	2.57158e-14
2.66306e-05	0.20675	5.02243e-13
2.6635e-05	0.20675	5.27952e-13
2.66394e-05	0.20675	3.36019e-12
2.66438e-05	0.20675	1.88261e-12
2.66482e-05	0.20675	1.50123e-12
2.66526e-05	0.20675	1.85255e-12
2.6657e-05	0.20675	1.14986e-12
2.66614e-05	0.20675	1.29401e-12
2.66658e-05	0.20675	6.2293e-13
2.66702e-05	0.20675	2.64541e-13
2.66746e-05	0.20675	8.25217e-14
2.6679e-05	0.20675	1.81733e-14
2.66834e-05	0.20675	5.13935e-15
2.66878e-05	0.20675	1.1998e-15
2.66922e-05	0.20675	6.57996e-16
2.66966e-05	0.20675	2.92089e-16
2.6701e-05	0.20675	1.06058e-16
2.67054e-05	0.20675	6.0216e-17
2.67098e-05	0.20675	2.20512e-17
2.67142e-05	0.20675	6.24016e-18
2.67186e-05	0.20675	2.81791e-19
2.6723e-05	0.20675	5.26549e-20
2.67274e-05	0.20675	3.1303e-21
2.67318e-05	0.20675	1.82325e-22
2.67362e-05	0.20675	1.88575e-23
2.67406e-05	0.20675	6.16239e-25
2.6745e-05	0.20675	5.80873e-26
2.67494e-05	0.20675	2.57038e-27
2.67538e-05	0.20675	1.14529e-28
2.67582e-05	0.20675	5.74935e-30
2.67626e-05	0.20675	1.31016e-31
2.6767e-05	0.20675	5.41679e-33
2.67714e-05	0.20675	1.8445e-34
2.67758e-05	0.20675	2.53152e-36
2.67802e-05	0.20675	7.06579e-38
2.67846e-05	0.20675	2.60969e-39
2.6789e-05	0.20675	1.13706e-40
2.67934e-05	0.20675	6.26866e-42
2.67978e-05	0.20675	3.24974e-44
2.68022e-05	0.20675	6.77842e-46
2.68066e-05	0.20675	6.6218e-48
2.6811e-05	0.20675	9.85642e-51
2.68154e-05	0.20675	6.03168e-53
2.68198e-05	0.20675	3.16291e-54
2.68242e-05	0.20675	6.94099e-57
2.68286e-05	0.20675	6.84544e-59
2.6833e-05	0.20675	1.2484e-61
2.68374e-05	0.20675	6.5382e-64
2.68418e-05	0.20675	6.6937e-67
2.68462e-05	0.20675	1.48661e-69
2.68506e-05	0.20675	1.19311e-71
2.6855e-05	0.20675	7.83872e-74
2.68594e-05	0.20675	1.1954e-76
2.68638e-05	0.20675	1.31267e-79
2.68682e-05	0.20675	2.83034e-82
2.68726e-05	0.20675	4.14979e-85
2.6877e-05	0.20675	3.11707e-88
2.68814e-05	0.20675	5.9417e-91
2.68858e-05	0.20675	1.63491e-93
2.68902e-05	0.20675	5.19645e-97
2.68946e-05	0.20675	1.52021e-99
2.6899e-05	0.20675	1.52008e-102
2.69034e-05	0.20675	9.30703e-106
2.69078e-05	0.20675	4.21261e-109
2.69122e-05	0.20675	2.58711e-111
2.69166e-05	0.20675	9.94037e-116
2.6921e-05	0.20675	1.71029e-120
2.69254e-05	0.20675	4.94378e-123
2.69298e-05	0.20675	8.53094e-128
2.69342e-05	0.20675	7.49899e-131
2.69386e-05	0.20675	9.7713e-135
2.6943e-05	0.20675	1.47695e-139
2.69474e-05	0.20675	1.51324e-142
2.69518e-05	0.20675	1.17765e-145
2.69562e-05	0.20675	6.38766e-150
2.69606e-05	0.20675	1.92501e-154
2.6965e-05	0.20675	5.33448e-159
2.69694e-05	0.20675	7.72912e-163
2.69738e-05	0.20675	4.8925e-166
2.69782e-05	0.20675	3.42927e-170
2.69826e-05	0.20675	3.78807e-172
2.6987e-05	0.20675	2.90324e-178
2.69914e-05	0.20675	6.61928e-183
2.69958e-05	0.20675	4.833e-187
2.70002e-05	0.20675	2.6218e-190
2.70046e-05	0.20675	3.53642e-194
2.7009e-05	0.20675	7.93273e-199
2.70134e-05	0.20675	7.13984e-204
2.70178e-05	0.20675	3.35532e-208
2.65822e-05	0.21125	2.43662e-19
2.65866e-05	0.21125	1.8262e-18
2.6591e-05	0.21125	8.68864e-18
2.65954e-05	0.21125	4.69199e-17
2.65998e-05	0.21125	2.61441e-16
2.66042e-05	0.21125	7.29712e-16
2.66086e-05	0.21125	2.45516e-15
2.6613e-05	0.21125	9.16137e-15
2.66174e-05	0.21125	5.42965e-14
2.66218e-05	0.21125	2.58216e-13
2.66262e-05	0.21125	3.75499e-13
2.66306e-05	0.21125	7.90914e-13
2.6635e-05	0.21125	5.47929e-12
2.66394e-05	0.21125	3.13305e-11
2.66438e-05	0.21125	2.18591e-11
2.66482e-05	0.21125	4.24056e-11
2.66526e-05	0.21125	4.08444e-11
2.6657e-05	0.21125	1.71388e-11
2.66614e-05	0.21125	1.12456e-11
2.66658e-05	0.21125	7.49046e-12
2.66702e-05	0.21125	6.52022e-12
2.66746e-05	0.21125	1.87746e-12
2.6679e-05	0.21125	5.73415e-13
2.66834e-05	0.21125	2.12213e-13
2.66878e-05	0.21125	3.96933e-14
2.66922e-05	0.21125	1.36837e-14
2.66966e-05	0.21125	6.19365e-15
2.6701e-05	0.21125	4.30137e-15
2.67054e-05	0.21125	9.10272e-16
2.67098e-05	0.21125	4.86498e-16
2.67142e-05	0.21125	5.58114e-17
2.67186e-05	0.21125	1.21466e-17
2.6723e-05	0.21125	1.32792e-18
2.67274e-05	0.21125	1.10593e-19
2.67318e-05	0.21125	1.13344e-20
2.67362e-05	0.21125	7.126e-22
2.67406e-05	0.21125	5.43386e-23
2.6745e-05	0.21125	5.87304e-24
2.67494e-05	0.21125	2.38191e-25
2.67538e-05	0.21125	6.78483e-27
2.67582e-05	0.21125	2.27614e-28
2.67626e-05	0.21125	3.22134e-29
2.6767e-05	0.21125	6.65243e-31
2.67714e-05	0.21125	3.553e-32
2.67758e-05	0.21125	5.26075e-34
2.67802e-05	0.21125	8.54055e-36
2.67846e-05	0.21125	3.65353e-37
2.6789e-05	0.21125	1.18612e-38
2.67934e-05	0.21125	3.33022e-40
2.67978e-05	0.21125	2.44698e-41
2.68022e-05	0.21125	6.09596e-43
2.68066e-05	0.21125	8.18157e-46
2.6811e-05	0.21125	4.42149e-47
2.68154e-05	0.21125	1.77621e-50
2.68198e-05	0.21125	1.56166e-52
2.68242e-05	0.21125	1.38527e-54
2.68286e-05	0.21125	6.70693e-57
2.6833e-05	0.21125	1.95458e-59
2.68374e-05	0.21125	2.05021e-61
2.68418e-05	0.21125	1.63987e-64
2.68462e-05	0.21125	1.28989e-66
2.68506e-05	0.21125	4.4477e-69
2.6855e-05	0.21125	9.69595e-72
2.68594e-05	0.21125	1.10558e-73
2.68638e-05	0.21125	1.58007e-76
2.68682e-05	0.21125	8.13282e-80
2.68726e-05	0.21125	6.37741e-82
2.6877e-05	0.21125	4.3288e-85
2.68814e-05	0.21125	7.61937e-88
2.68858e-05	0.21125	6.09459e-91
2.68902e-05	0.21125	8.68542e-94
2.68946e-05	0.21125	3.44531e-96
2.6899e-05	0.21125	4.79355e-99
2.69034e-05	0.21125	5.52139e-103
2.69078e-05	0.21125	1.59328e-105
2.69122e-05	0.21125	3.61161e-109
2.69166e-05	0.21125	2.09329e-112
2.6921e-05	0.21125	4.02565e-116
2.69254e-05	0.21125	1.061e-120
2.69298e-05	0.21125	4.29316e-124
2.69342e-05	0.21125	8.36934e-128
2.69386e-05	0.21125	1.07207e-131
2.6943e-05	0.21125	1.29023e-134
2.69474e-05	0.21125	3.74544e-139
2.69518e-05	0.21125	2.16929e-142
2.69562e-05	0.21125	2.14069e-146
2.69606e-05	0.21125	4.05549e-149
2.6965e-05	0.21125	4.90551e-154
2.69694e-05	0.21125	1.97572e-159
2.69738e-05	0.21125	2.24159e-163
2.69782e-05	0.21125	9.15426e-167
2.69826e-05	0.21125	2.15822e-170
2.6987e-05	0.21125	6.95575e-173
2.69914e-05	0.21125	2.58263e-178
2.69958e-05	0.21125	1.7493e-183
2.70002e-05	0.21125	2.85638e-188
2.70046e-05	0.21125	2.10087e-191
2.7009e-05	0.21125	2.78026e-194
2.70134e-05	0.21125	2.68001e-199
2.70178e-05	0.21125	1.65696e-204
2.65822e-05	0.21575	1.00886e-18
2.65866e-05	0.21575	9.35636e-18
2.6591e-05	0.21575	7.62121e-17
2.65954e-05	0.21575	4.2497e-16
2.65998e-05	0.21575	5.1588e-16
2.66042e-05	0.21575	5.42366e-15
2.66086e-05	0.21575	9.49527e-15
2.6613e-05	0.21575	2.58195e-14
2.66174e-05	0.21575	1.1457e-13
2.66218e-05	0.21575	5.08198e-13
2.66262e-05	0.21575	2.23411e-12
2.66306e-05	0.21575	3.65577e-12
2.6635e-05	0.21575	1.0835e-11
2.66394e-05	0.21575	3.65074e-11
2.66438e-05	0.21575	5.21147e-10
2.66482e-05	0.21575	2.92447e-10
2.66526e-05	0.21575	3.01197e-10
2.6657e-05	0.21575	3.39868e-10
2.66614e-05	0.21575	2.41886e-10
2.66658e-05	0.21575	3.34291e-10
2.66702e-05	0.21575	2.38343e-10
2.66746e-05	0.21575	4.60619e-11
2.6679e-05	0.21575	1.99706e-11
2.66834e-05	0.21575	4.58675e-12
2.66878e-05	0.21575	9.41441e-13
2.66922e-05	0.21575	2.53324e-13
2.66966e-05	0.21575	9.32102e-14
2.6701e-05	0.21575	5.69131e-14
2.67054e-05	0.21575	1.77737e-14
2.67098e-05	0.21575	8.3813e-15
2.67142e-05	0.21575	2.82034e-15
2.67186e-05	0.21575	5.65291e-16
2.6723e-05	0.21575	2.62289e-17
2.67274e-05	0.21575	4.53605e-18
2.67318e-05	0.21575	2.33368e-19
2.67362e-05	0.21575	2.58772e-20
2.67406e-05	0.21575	2.21609e-21
2.6745e-05	0.21575	1.43064e-22
2.67494e-05	0.21575	2.75981e-23
2.67538e-05	0.21575	5.63236e-25
2.67582e-05	0.21575	1.40873e-26
2.67626e-05	0.21575	8.06657e-28
2.6767e-05	0.21575	3.60509e-29
2.67714e-05	0.21575	1.7072e-30
2.67758e-05	0.21575	5.87873e-32
2.67802e-05	0.21575	2.08085e-33
2.67846e-05	0.21575	2.6163e-35
2.6789e-05	0.21575	8.73789e-37
2.67934e-05	0.21575	1.84335e-38
2.67978e-05	0.21575	9.01845e-40
2.68022e-05	0.21575	3.15161e-41
2.68066e-05	0.21575	1.9767e-43
2.6811e-05	0.21575	4.62352e-45
2.68154e-05	0.21575	1.03085e-47
2.68198e-05	0.21575	7.92648e-50
2.68242e-05	0.21575	3.55545e-52
2.68286e-05	0.21575	1.70163e-54
2.6833e-05	0.21575	7.08953e-57
2.68374e-05	0.21575	2.16717e-59
2.68418e-05	0.21575	1.43043e-61
2.68462e-05	0.21575	2.69429e-64
2.68506e-05	0.21575	1.3603e-66
2.6855e-05	0.21575	1.05541e-69
2.68594e-05	0.21575	1.3138e-71
2.68638e-05	0.21575	8.39546e-74
2.68682e-05	0.21575	5.05485e-77
2.68726e-05	0.21575	6.99654e-80
2.6877e-05	0.21575	2.60956e-82
2.68814e-05	0.21575	1.04243e-84
2.68858e-05	0.21575	2.62666e-87
2.68902e-05	0.21575	1.2594e-90
2.68946e-05	0.21575	8.47556e-94
2.6899e-05	0.21575	1.04151e-96
2.69034e-05	0.21575	2.50168e-99
2.69078e-05	0.21575	1.33703e-102
2.69122e-05	0.21575	1.06418e-105
2.69166e-05	0.21575	6.13128e-109
2.6921e-05	0.21575	3.50127e-112
2.69254e-05	0.21575	1.12637e-116
2.69298e-05	0.21575	4.28905e-120
2.69342e-05	0.21575	1.3857e-123
2.69386e-05	0.21575	7.68795e-128
2.6943e-05	0.21575	1.75823e-131
2.69474e-05	0.21575	1.10475e-135
2.69518e-05	0.21575	1.90678e-139
2.69562e-05	0.21575	1.58658e-142
2.69606e-05	0.21575	1.65458e-146
2.6965e-05	0.21575	8.9758e-151
2.69694e-05	0.21575	1.76662e-155
2.69738e-05	0.21575	1.4139e-159
2.69782e-05	0.21575	3.3832e-162
2.69826e-05	0.21575	5.542e-167
2.6987e-05	0.21575	9.08536e-171
2.69914e-05	0.21575	6.11873e-174
2.69958e-05	0.21575	2.42034e-179
2.70002e-05	0.21575	5.0205e-184
2.70046e-05	0.21575	4.36898e-188
2.7009e-05	0.21575	1.44036e-192
2.70134e-05	0.21575	3.40856e-197
2.70178e-05	0.21575	4.9669e-201
2.65822e-05	0.22025	3.00949e-18
2.65866e-05	0.22025	2.72873e-17
2.6591e-05	0.22025	2.9112e-16
2.65954e-05	0.22025	5.73851e-16
2.65998e-05	0.22025	8.42839e-15
2.66042e-05	0.22025	1.46432e-14
2.66086e-05	0.22025	2.7898e-14
2.6613e-05	0.22025	1.21274e-13
2.66174e-05	0.22025	2.32242e-13
2.66218e-05	0.22025	8.64137e-13
2.66262e-05	0.22025	4.21054e-12
2.66306e-05	0.22025	8.63146e-12
2.6635e-05	0.22025	4.57027e-11
2.66394e-05	0.22025	1.89837e-10
2.66438e-05	0.22025	5.57445e-10
2.66482e-05	0.22025	1.14298e-09
2.66526e-05	0.22025	2.08351e-09
2.6657e-05	0.22025	2.80791e-09
2.66614e-05	0.22025	2.04477e-09
2.66658e-05	0.22025	1.537e-09
2.66702e-05	0.22025	1.06954e-09
2.66746e-05	0.22025	5.63796e-10
2.6679e-05	0.22025	4.15884e-10
2.66834e-05	0.22025	8.47615e-11
2.66878e-05	0.22025	3.20927e-11
2.66922e-05	0.22025	5.30296e-12
2.66966e-05	0.22025	9.31945e-13
2.6701e-05	0.22025	7.65956e-13
2.67054e-05	0.22025	2.16668e-13
2.67098e-05	0.22025	7.39546e-14
2.67142e-05	0.22025	2.12942e-14
2.67186e-05	0.22025	1.44839e-14
2.6723e-05	0.22025	1.62744e-15
2.67274e-05	0.22025	1.983e-16
2.67318e-05	0.22025	2.53228e-17
2.67362e-05	0.22025	1.2282e-18
2.67406e-05	0.22025	4.45274e-20
2.6745e-05	0.22025	5.79539e-21
2.67494e-05	0.22025	4.43076e-22
2.67538e-05	0.22025	2.0805e-23
2.67582e-05	0.22025	9.03253e-25
2.67626e-05	0.22025	2.46479e-26
2.6767e-05	0.22025	2.52809e-27
2.67714e-05	0.22025	5.14481e-29
2.67758e-05	0.22025	3.28186e-30
2.67802e-05	0.22025	1.26172e-31
2.67846e-05	0.22025	5.75201e-33
2.6789e-05	0.22025	1.29947e-33
2.67934e-05	0.22025	1.61013e-36
2.67978e-05	0.22025	9.54814e-38
2.68022e-05	0.22025	1.09603e-39
2.68066e-05	0.22025	1.9676e-41
2.6811e-05	0.22025	2.98329e-43
2.68154e-05	0.22025	2.80676e-45
2.68198e-05	0.22025	2.37397e-47
2.68242e-05	0.22025	9.2586e-50
2.68286e-05	0.22025	1.44529e-51
2.6833e-05	0.22025	6.1978e-54
2.68374e-05	0.22025	6.23748e-57
2.68418e-05	0.22025	2.6759e-59
2.68462e-05	0.22025	1.47993e-61
2.68506e-05	0.22025	2.62048e-64
2.6855e-05	0.22025	2.43069e-66
2.68594e-05	0.22025	4.09688e-69
2.68638e-05	0.22025	1.69299e-71
2.68682e-05	0.22025	1.96683e-73
2.68726e-05	0.22025	4.90306e-77
2.6877e-05	0.22025	1.4684e-79
2.68814e-05	0.22025	2.77502e-82
2.68858e-05	0.22025	4.05835e-85
2.68902e-05	0.22025	4.6821e-88
2.68946e-05	0.22025	2.25462e-90
2.6899e-05	0.22025	2.53041e-93
2.69034e-05	0.22025	5.03068e-96
2.69078e-05	0.22025	1.87566e-98
2.69122e-05	0.22025	5.16482e-103
2.69166e-05	0.22025	7.15408e-106
2.6921e-05	0.22025	5.4631e-109
2.69254e-05	0.22025	2.19222e-113
2.69298e-05	0.22025	1.53495e-116
2.69342e-05	0.22025	1.11706e-119
2.69386e-05	0.22025	2.08399e-124
2.6943e-05	0.22025	8.96886e-128
2.69474e-05	0.22025	5.17007e-132
2.69518e-05	0.22025	3.80309e-136
2.69562e-05	0.22025	1.04003e-139
2.69606e-05	0.22025	2.06902e-142
2.6965e-05	0.22025	1.88754e-146
2.69694e-05	0.22025	1.23334e-151
2.69738e-05	0.22025	1.01502e-155
2.69782e-05	0.22025	3.63093e-159
2.69826e-05	0.22025	8.61866e-163
2.6987e-05	0.22025	5.32294e-167
2.69914e-05	0.22025	1.02612e-171
2.69958e-05	0.22025	5.92647e-175
2.70002e-05	0.22025	9.42845e-180
2.70046e-05	0.22025	8.02682e-185
2.7009e-05	0.22025	7.77267e-189
2.70134e-05	0.22025	7.92393e-193
2.70178e-05	0.22025	1.7497e-197
2.65822e-05	0.22475	8.41495e-18
2.65866e-05	0.22475	2.99684e-17
2.6591e-05	0.22475	5.80897e-16
2.65954e-05	0.22475	7.82855e-15
2.65998e-05	0.22475	1.49006e-14
2.66042e-05	0.22475	3.90923e-14
2.66086e-05	0.22475	1.39521e-13
2.6613e-05	0.22475	3.25018e-13
2.66174e-05	0.22475	1.71659e-12
2.66218e-05	0.22475	1.97753e-12
2.66262e-05	0.22475	7.38755e-12
2.66306e-05	0.22475	1.68503e-11
2.6635e-05	0.22475	5.38168e-11
2.66394e-05	0.22475	3.47727e-10
2.66438e-05	0.22475	1.34766e-09
2.66482e-05	0.22475	4.95237e-09
2.66526e-05	0.22475	1.58775e-08
2.6657e-05	0.22475	2.7538e-08
2.66614e-05	0.22475	1.77147e-08
2.66658e-05	0.22475	4.5902e-08
2.66702e-05	0.22475	1.40399e-08
2.66746e-05	0.22475	8.40187e-09
2.6679e-05	0.22475	3.55613e-09
2.66834e-05	0.22475	1.19222e-09
2.66878e-05	0.22475	3.55558e-10
2.66922e-05	0.22475	1.46325e-10
2.66966e-05	0.22475	2.70115e-11
2.6701e-05	0.22475	8.04106e-12
2.67054e-05	0.22475	4.88854e-12
2.67098e-05	0.22475	9.88197e-13
2.67142e-05	0.22475	2.28484e-13
2.67186e-05	0.22475	1.33819e-13
2.6723e-05	0.22475	3.34187e-14
2.67274e-05	0.22475	3.46315e-15
2.67318e-05	0.22475	4.91139e-16
2.67362e-05	0.22475	2.37414e-17
2.67406e-05	0.22475	2.12452e-18
2.6745e-05	0.22475	1.7734e-19
2.67494e-05	0.22475	1.17843e-20
2.67538e-05	0.22475	1.37301e-21
2.67582e-05	0.22475	3.40356e-23
2.67626e-05	0.22475	5.44357e-24
2.6767e-05	0.22475	2.10583e-25
2.67714e-05	0.22475	3.57923e-27
2.67758e-05	0.22475	9.03433e-29
