#theta_0	N_0	probability

-7.36e-05	0.1721	5.27094e-34
-6.08e-05	0.1721	1.63417e-32
-4.8e-05	0.1721	3.80769e-30
-3.52e-05	0.1721	1.55638e-27
-2.24e-05	0.1721	2.51647e-25
-9.6e-06	0.1721	1.67238e-23
3.2e-06	0.1721	1.24547e-21
1.6e-05	0.1721	1.84644e-21
2.88e-05	0.1721	1.00379e-19
4.16e-05	0.1721	5.48405e-18
5.44e-05	0.1721	2.52551e-16
6.72e-05	0.1721	2.40289e-15
8e-05	0.1721	2.51436e-14
9.28e-05	0.1721	3.82446e-14
0.0001056	0.1721	1.84314e-14
0.0001184	0.1721	7.16297e-16
0.0001312	0.1721	1.11845e-15
0.000144	0.1721	4.28967e-15
0.0001568	0.1721	1.2114e-14
0.0001696	0.1721	1.20792e-14
0.0001824	0.1721	4.85987e-14
0.0001952	0.1721	4.19471e-15
0.000208	0.1721	3.80695e-16
0.0002208	0.1721	4.91253e-17
0.0002336	0.1721	5.64135e-18
0.0002464	0.1721	3.83301e-19
0.0002592	0.1721	1.72829e-19
0.000272	0.1721	4.83547e-19
0.0002848	0.1721	3.21447e-20
0.0002976	0.1721	4.93719e-21
0.0003104	0.1721	1.43369e-21
0.0003232	0.1721	2.61702e-22
0.000336	0.1721	1.2522e-23
0.0003488	0.1721	5.62677e-25
0.0003616	0.1721	1.82788e-29
0.0003744	0.1721	1.65114e-33
0.0003872	0.1721	0
0.0004	0.1721	0
0.0004128	0.1721	0
0.0004256	0.1721	0
0.0004384	0.1721	0
0.0004512	0.1721	0
0.000464	0.1721	0
0.0004768	0.1721	0
0.0004896	0.1721	0
0.0005024	0.1721	0
0.0005152	0.1721	0
0.000528	0.1721	0
0.0005408	0.1721	0
0.0005536	0.1721	0
-7.36e-05	0.1763	3.57712e-32
-6.08e-05	0.1763	1.13044e-31
-4.8e-05	0.1763	8.4345e-30
-3.52e-05	0.1763	7.42976e-28
-2.24e-05	0.1763	2.83195e-25
-9.6e-06	0.1763	9.46015e-23
3.2e-06	0.1763	1.20233e-21
1.6e-05	0.1763	3.96029e-19
2.88e-05	0.1763	1.44058e-19
4.16e-05	0.1763	6.42846e-18
5.44e-05	0.1763	1.44869e-16
6.72e-05	0.1763	2.79381e-15
8e-05	0.1763	2.63178e-14
9.28e-05	0.1763	9.11334e-13
0.0001056	0.1763	3.86385e-13
0.0001184	0.1763	8.0524e-14
0.0001312	0.1763	7.74139e-14
0.000144	0.1763	2.0787e-14
