#gamma	N_0	probability

2.65235e-05	0.3125	3.73762e-16
2.65305e-05	0.3125	7.78503e-16
2.65375e-05	0.3125	5.79985e-15
2.65445e-05	0.3125	1.21202e-13
2.65515e-05	0.3125	1.58031e-11
2.65585e-05	0.3125	4.33753e-13
2.65655e-05	0.3125	2.69711e-13
2.65725e-05	0.3125	2.68822e-13
2.65795e-05	0.3125	5.1856e-13
2.65865e-05	0.3125	8.56863e-14
2.65935e-05	0.3125	1.29862e-13
2.66005e-05	0.3125	5.68455e-13
2.66075e-05	0.3125	3.27875e-13
2.66145e-05	0.3125	9.21142e-14
2.66215e-05	0.3125	2.20585e-14
2.66285e-05	0.3125	3.64688e-14
2.66355e-05	0.3125	2.4137e-14
2.66425e-05	0.3125	1.54326e-14
2.66495e-05	0.3125	2.43118e-15
2.66565e-05	0.3125	5.34741e-16
2.66635e-05	0.3125	1.10062e-16
2.66705e-05	0.3125	1.82465e-17
2.66775e-05	0.3125	7.43221e-18
2.66845e-05	0.3125	6.71139e-19
2.66915e-05	0.3125	6.9927e-21
2.66985e-05	0.3125	3.22666e-20
2.67055e-05	0.3125	2.66275e-21
2.67125e-05	0.3125	1.68774e-22
2.67195e-05	0.3125	1.19564e-22
2.67265e-05	0.3125	3.24897e-23
2.67335e-05	0.3125	5.1597e-24
2.67405e-05	0.3125	1.73561e-24
2.67475e-05	0.3125	1.3211e-26
2.67545e-05	0.3125	1.94012e-28
2.67615e-05	0.3125	8.3698e-31
2.67685e-05	0.3125	1.67467e-31
2.67755e-05	0.3125	5.45572e-32
2.67825e-05	0.3125	1.52653e-33
2.67895e-05	0.3125	1.05629e-34
2.67965e-05	0.3125	2.22405e-36
2.68035e-05	0.3125	1.21978e-37
2.68105e-05	0.3125	8.60536e-42
2.68175e-05	0.3125	3.92922e-43
2.68245e-05	0.3125	2.02355e-44
2.68315e-05	0.3125	1.28626e-46
2.68385e-05	0.3125	1.97755e-48
2.68455e-05	0.3125	5.20362e-50
2.68525e-05	0.3125	1.71296e-51
2.68595e-05	0.3125	3.59923e-53
2.68665e-05	0.3125	8.92558e-56
2.68735e-05	0.3125	1.54497e-57
2.68805e-05	0.3125	3.4083e-61
2.68875e-05	0.3125	6.14185e-63
2.68945e-05	0.3125	1.82466e-67
2.69015e-05	0.3125	9.00975e-70
2.69085e-05	0.3125	3.99808e-72
2.69155e-05	0.3125	6.17473e-75
2.69225e-05	0.3125	4.96546e-77
2.69295e-05	0.3125	5.4339e-79
2.69365e-05	0.3125	1.74832e-81
2.69435e-05	0.3125	1.9763e-85
2.69505e-05	0.3125	4.41626e-90
2.69575e-05	0.3125	1.78841e-94
2.69645e-05	0.3125	8.1964e-98
2.69715e-05	0.3125	6.23513e-101
2.69785e-05	0.3125	2.84413e-102
2.69855e-05	0.3125	5.46896e-107
2.69925e-05	0.3125	3.15139e-110
2.69995e-05	0.3125	3.71855e-114
2.70065e-05	0.3125	3.85504e-117
2.70135e-05	0.3125	4.80876e-120
2.70205e-05	0.3125	1.19817e-126
2.70275e-05	0.3125	9.88555e-131
2.70345e-05	0.3125	1.7095e-133
2.70415e-05	0.3125	2.50972e-139
2.70485e-05	0.3125	2.46359e-142
2.70555e-05	0.3125	5.39334e-144
2.70625e-05	0.3125	2.70266e-152
2.70695e-05	0.3125	2.29695e-154
2.70765e-05	0.3125	1.39467e-157
2.70835e-05	0.3125	2.85445e-159
2.70905e-05	0.3125	1.9184e-168
2.70975e-05	0.3125	3.80776e-176
2.71045e-05	0.3125	3.37383e-179
2.71115e-05	0.3125	1.05381e-185
2.71185e-05	0.3125	5.58586e-187
2.71255e-05	0.3125	1.23703e-193
2.71325e-05	0.3125	3.14992e-196
2.71395e-05	0.3125	2.69838e-204
2.71465e-05	0.3125	3.51087e-208
2.71535e-05	0.3125	4.04356e-213
2.71605e-05	0.3125	8.14601e-223
2.71675e-05	0.3125	4.62577e-234
2.71745e-05	0.3125	4.37061e-241
2.71815e-05	0.3125	1.16688e-246
2.71885e-05	0.3125	2.54685e-254
2.71955e-05	0.3125	3.2539e-258
2.72025e-05	0.3125	1.5442e-264
2.72095e-05	0.3125	6.68929e-271
2.72165e-05	0.3125	1.43047e-274
2.65235e-05	0.3175	1.66141e-15
2.65305e-05	0.3175	5.91441e-14
2.65375e-05	0.3175	3.36464e-12
2.65445e-05	0.3175	1.41488e-12
2.65515e-05	0.3175	1.15743e-11
2.65585e-05	0.3175	2.1236e-11
2.65655e-05	0.3175	4.30286e-11
2.65725e-05	0.3175	5.40727e-12
2.65795e-05	0.3175	4.99846e-12
2.65865e-05	0.3175	6.56328e-13
2.65935e-05	0.3175	1.78773e-12
2.66005e-05	0.3175	5.1066e-13
2.66075e-05	0.3175	9.42141e-13
2.66145e-05	0.3175	1.65614e-12
2.66215e-05	0.3175	1.1392e-13
2.66285e-05	0.3175	8.30138e-14
2.66355e-05	0.3175	8.01235e-14
2.66425e-05	0.3175	1.11729e-13
2.66495e-05	0.3175	1.66528e-14
2.66565e-05	0.3175	5.29482e-15
2.66635e-05	0.3175	9.11793e-16
2.66705e-05	0.3175	3.08471e-16
2.66775e-05	0.3175	3.73217e-16
2.66845e-05	0.3175	1.02495e-15
2.66915e-05	0.3175	2.96003e-17
2.66985e-05	0.3175	1.97161e-18
2.67055e-05	0.3175	1.90659e-19
2.67125e-05	0.3175	2.49618e-20
2.67195e-05	0.3175	3.70543e-21
2.67265e-05	0.3175	3.24997e-22
2.67335e-05	0.3175	3.60825e-23
2.67405e-05	0.3175	5.48762e-24
2.67475e-05	0.3175	4.96133e-25
2.67545e-05	0.3175	3.78615e-26
2.67615e-05	0.3175	5.8834e-27
2.67685e-05	0.3175	5.51371e-30
2.67755e-05	0.3175	1.61885e-31
2.67825e-05	0.3175	4.5466e-32
2.67895e-05	0.3175	3.76416e-33
2.67965e-05	0.3175	8.13863e-34
2.68035e-05	0.3175	7.34095e-36
2.68105e-05	0.3175	4.32463e-38
2.68175e-05	0.3175	1.14229e-39
2.68245e-05	0.3175	2.38133e-43
2.68315e-05	0.3175	2.24611e-44
2.68385e-05	0.3175	1.19093e-45
2.68455e-05	0.3175	4.58996e-48
2.68525e-05	0.3175	1.82694e-49
2.68595e-05	0.3175	1.92625e-51
2.68665e-05	0.3175	6.07752e-53
2.68735e-05	0.3175	1.94818e-55
2.68805e-05	0.3175	4.92233e-58
2.68875e-05	0.3175	1.8457e-60
2.68945e-05	0.3175	3.44638e-64
2.69015e-05	0.3175	1.53102e-67
2.69085e-05	0.3175	1.45965e-68
2.69155e-05	0.3175	2.70906e-72
2.69225e-05	0.3175	1.56272e-74
2.69295e-05	0.3175	2.38182e-76
2.69365e-05	0.3175	7.9249e-79
2.69435e-05	0.3175	2.4103e-82
2.69505e-05	0.3175	1.86238e-86
2.69575e-05	0.3175	8.11859e-89
2.69645e-05	0.3175	1.62236e-93
2.69715e-05	0.3175	6.02123e-97
2.69785e-05	0.3175	3.58946e-100
2.69855e-05	0.3175	8.63326e-103
2.69925e-05	0.3175	1.09275e-107
2.69995e-05	0.3175	1.96417e-110
2.70065e-05	0.3175	1.20574e-112
2.70135e-05	0.3175	3.11166e-115
2.70205e-05	0.3175	3.78219e-121
2.70275e-05	0.3175	7.51857e-122
2.70345e-05	0.3175	2.19367e-127
2.70415e-05	0.3175	1.35201e-133
2.70485e-05	0.3175	1.21356e-135
2.70555e-05	0.3175	4.87589e-140
2.70625e-05	0.3175	1.47535e-142
2.70695e-05	0.3175	1.99673e-149
2.70765e-05	0.3175	1.52143e-152
2.70835e-05	0.3175	2.91367e-157
2.70905e-05	0.3175	3.83601e-162
2.70975e-05	0.3175	1.38119e-166
2.71045e-05	0.3175	1.03699e-172
2.71115e-05	0.3175	4.94458e-178
2.71185e-05	0.3175	8.23202e-184
2.71255e-05	0.3175	8.45091e-188
2.71325e-05	0.3175	2.85275e-191
2.71395e-05	0.3175	1.64734e-197
