#gamma	N_0	probability

2.67625e-05	0.5014	1.22791e-41
2.67675e-05	0.5014	5.58273e-41
2.67725e-05	0.5014	3.56397e-39
2.67775e-05	0.5014	1.68285e-36
2.67825e-05	0.5014	2.7754e-35
2.67875e-05	0.5014	1.12518e-33
2.67925e-05	0.5014	1.26395e-33
2.67975e-05	0.5014	1.33874e-37
2.68025e-05	0.5014	6.52166e-36
2.68075e-05	0.5014	2.83769e-34
2.68125e-05	0.5014	2.11241e-34
2.68175e-05	0.5014	2.82318e-33
2.68225e-05	0.5014	1.61061e-33
2.68275e-05	0.5014	6.79313e-34
2.68325e-05	0.5014	2.2357e-32
2.68375e-05	0.5014	2.25727e-31
2.68425e-05	0.5014	2.00697e-31
2.68475e-05	0.5014	5.27609e-31
2.68525e-05	0.5014	2.24783e-30
2.68575e-05	0.5014	2.24995e-30
2.68625e-05	0.5014	5.6997e-31
2.68675e-05	0.5014	2.64987e-30
2.68725e-05	0.5014	3.22454e-29
2.68775e-05	0.5014	7.29473e-29
2.68825e-05	0.5014	8.36653e-29
2.68875e-05	0.5014	5.40241e-29
2.68925e-05	0.5014	3.77268e-29
2.68975e-05	0.5014	1.02822e-28
2.69025e-05	0.5014	1.49991e-28
2.69075e-05	0.5014	2.31441e-29
2.69125e-05	0.5014	1.51578e-28
2.69175e-05	0.5014	3.79427e-28
2.69225e-05	0.5014	7.40326e-28
2.69275e-05	0.5014	1.20309e-28
2.69325e-05	0.5014	9.69396e-33
2.69375e-05	0.5014	2.63804e-33
2.69425e-05	0.5014	2.47004e-32
2.69475e-05	0.5014	1.66326e-32
2.69525e-05	0.5014	1.89293e-32
2.69575e-05	0.5014	4.32436e-33
2.69625e-05	0.5014	4.54852e-35
2.69675e-05	0.5014	1.28195e-34
2.69725e-05	0.5014	1.21964e-35
2.69775e-05	0.5014	3.7268e-35
2.69825e-05	0.5014	2.49384e-35
2.69875e-05	0.5014	7.65939e-35
2.69925e-05	0.5014	2.48853e-35
2.69975e-05	0.5014	1.37346e-37
2.70025e-05	0.5014	4.75589e-39
2.70075e-05	0.5014	1.29567e-39
2.70125e-05	0.5014	1.51962e-41
2.70175e-05	0.5014	1.89416e-42
2.70225e-05	0.5014	4.38232e-45
