#gamma	theta_0	probability

2.65026e-05	-0.0004744	4.63002e-41
2.65078e-05	-0.0004744	5.14029e-40
2.6513e-05	-0.0004744	2.96288e-39
2.65182e-05	-0.0004744	3.23813e-36
2.65234e-05	-0.0004744	3.66316e-34
2.65286e-05	-0.0004744	1.87357e-33
2.65338e-05	-0.0004744	2.17045e-31
2.6539e-05	-0.0004744	1.80623e-30
2.65442e-05	-0.0004744	2.74337e-30
2.65494e-05	-0.0004744	7.07337e-30
2.65546e-05	-0.0004744	1.03183e-29
2.65598e-05	-0.0004744	2.8393e-29
2.6565e-05	-0.0004744	2.97568e-28
2.65702e-05	-0.0004744	3.46999e-28
2.65754e-05	-0.0004744	8.653e-28
2.65806e-05	-0.0004744	2.39986e-27
2.65858e-05	-0.0004744	5.46609e-27
2.6591e-05	-0.0004744	1.2156e-26
2.65962e-05	-0.0004744	2.41934e-26
2.66014e-05	-0.0004744	2.61454e-25
2.66066e-05	-0.0004744	4.29254e-25
2.66118e-05	-0.0004744	9.3529e-25
2.6617e-05	-0.0004744	3.16899e-24
2.66222e-05	-0.0004744	2.28081e-23
2.66274e-05	-0.0004744	5.26315e-23
2.66326e-05	-0.0004744	2.68331e-23
2.66378e-05	-0.0004744	2.68027e-23
2.6643e-05	-0.0004744	1.40997e-23
2.66482e-05	-0.0004744	2.16996e-23
2.66534e-05	-0.0004744	3.91133e-23
2.66586e-05	-0.0004744	7.50677e-23
2.66638e-05	-0.0004744	1.16352e-22
2.6669e-05	-0.0004744	3.31617e-22
2.66742e-05	-0.0004744	1.5263e-21
2.66794e-05	-0.0004744	9.21702e-22
2.66846e-05	-0.0004744	1.66234e-21
2.66898e-05	-0.0004744	1.41428e-21
2.6695e-05	-0.0004744	2.4391e-21
2.67002e-05	-0.0004744	2.37098e-21
2.67054e-05	-0.0004744	2.49446e-21
2.67106e-05	-0.0004744	4.8287e-21
2.67158e-05	-0.0004744	3.53826e-21
2.6721e-05	-0.0004744	4.41312e-21
2.67262e-05	-0.0004744	7.01722e-21
2.67314e-05	-0.0004744	2.02557e-21
2.67366e-05	-0.0004744	1.23454e-21
2.67418e-05	-0.0004744	1.64138e-21
2.6747e-05	-0.0004744	2.47002e-21
2.67522e-05	-0.0004744	5.65387e-21
2.67574e-05	-0.0004744	1.14308e-20
2.67626e-05	-0.0004744	9.95895e-21
2.67678e-05	-0.0004744	1.52673e-21
2.6773e-05	-0.0004744	1.59676e-21
2.67782e-05	-0.0004744	2.81054e-21
2.67834e-05	-0.0004744	9.72565e-22
2.67886e-05	-0.0004744	3.62591e-22
2.67938e-05	-0.0004744	1.04431e-22
2.6799e-05	-0.0004744	5.15557e-23
2.68042e-05	-0.0004744	2.33204e-23
2.68094e-05	-0.0004744	1.23378e-23
2.68146e-05	-0.0004744	9.73965e-24
2.68198e-05	-0.0004744	4.80141e-24
2.6825e-05	-0.0004744	3.82478e-24
2.68302e-05	-0.0004744	8.02438e-25
2.68354e-05	-0.0004744	5.00137e-25
2.68406e-05	-0.0004744	2.31758e-25
2.68458e-05	-0.0004744	2.85237e-26
2.6851e-05	-0.0004744	4.84819e-27
2.68562e-05	-0.0004744	1.47356e-27
2.68614e-05	-0.0004744	2.62244e-28
2.68666e-05	-0.0004744	1.11524e-28
2.68718e-05	-0.0004744	2.58106e-29
2.6877e-05	-0.0004744	9.38744e-30
2.68822e-05	-0.0004744	1.82475e-30
2.68874e-05	-0.0004744	6.56948e-31
2.68926e-05	-0.0004744	2.67249e-31
2.68978e-05	-0.0004744	8.98459e-32
2.6903e-05	-0.0004744	2.41799e-32
2.69082e-05	-0.0004744	5.54824e-33
2.69134e-05	-0.0004744	9.79579e-34
2.69186e-05	-0.0004744	3.66248e-35
2.69238e-05	-0.0004744	2.43218e-36
2.6929e-05	-0.0004744	4.58692e-37
2.69342e-05	-0.0004744	6.95901e-38
2.69394e-05	-0.0004744	1.05282e-38
2.69446e-05	-0.0004744	1.44313e-39
2.69498e-05	-0.0004744	2.89984e-40
2.6955e-05	-0.0004744	5.27588e-41
2.69602e-05	-0.0004744	4.24494e-42
2.69654e-05	-0.0004744	2.43473e-43
2.69706e-05	-0.0004744	2.96815e-44
2.69758e-05	-0.0004744	2.60044e-45
2.6981e-05	-0.0004744	4.34455e-46
2.69862e-05	-0.0004744	1.26015e-47
2.69914e-05	-0.0004744	1.98243e-49
2.69966e-05	-0.0004744	3.31313e-50
2.70018e-05	-0.0004744	1.82775e-51
2.7007e-05	-0.0004744	9.77933e-53
2.70122e-05	-0.0004744	5.75395e-54
2.70174e-05	-0.0004744	6.66479e-55
2.65026e-05	-0.0004632	9.13108e-39
2.65078e-05	-0.0004632	6.72644e-38
2.6513e-05	-0.0004632	1.24385e-34
2.65182e-05	-0.0004632	6.00389e-33
2.65234e-05	-0.0004632	9.71737e-31
2.65286e-05	-0.0004632	4.72126e-28
2.65338e-05	-0.0004632	3.66211e-28
2.6539e-05	-0.0004632	3.04878e-28
2.65442e-05	-0.0004632	2.86027e-28
2.65494e-05	-0.0004632	3.01252e-28
2.65546e-05	-0.0004632	2.40571e-27
2.65598e-05	-0.0004632	4.60244e-27
2.6565e-05	-0.0004632	9.94731e-27
2.65702e-05	-0.0004632	5.40343e-26
2.65754e-05	-0.0004632	1.39972e-25
2.65806e-05	-0.0004632	1.38012e-24
2.65858e-05	-0.0004632	3.71257e-24
2.6591e-05	-0.0004632	5.98953e-24
2.65962e-05	-0.0004632	2.4754e-23
2.66014e-05	-0.0004632	1.1743e-22
2.66066e-05	-0.0004632	2.26404e-22
2.66118e-05	-0.0004632	3.94802e-22
2.6617e-05	-0.0004632	7.5544e-22
2.66222e-05	-0.0004632	5.70938e-22
2.66274e-05	-0.0004632	6.97508e-22
2.66326e-05	-0.0004632	1.34542e-21
2.66378e-05	-0.0004632	1.75341e-21
2.6643e-05	-0.0004632	1.8691e-21
2.66482e-05	-0.0004632	6.11088e-21
2.66534e-05	-0.0004632	1.24373e-20
2.66586e-05	-0.0004632	1.86508e-20
2.66638e-05	-0.0004632	3.98781e-20
2.6669e-05	-0.0004632	1.22132e-19
2.66742e-05	-0.0004632	1.92272e-19
2.66794e-05	-0.0004632	4.61864e-19
2.66846e-05	-0.0004632	5.03296e-19
2.66898e-05	-0.0004632	6.39453e-19
2.6695e-05	-0.0004632	7.17074e-19
2.67002e-05	-0.0004632	1.38263e-18
2.67054e-05	-0.0004632	1.11265e-18
2.67106e-05	-0.0004632	3.41769e-18
2.67158e-05	-0.0004632	3.70563e-18
2.6721e-05	-0.0004632	3.26894e-18
2.67262e-05	-0.0004632	2.56386e-18
2.67314e-05	-0.0004632	1.47452e-18
2.67366e-05	-0.0004632	9.60622e-19
2.67418e-05	-0.0004632	9.86636e-19
2.6747e-05	-0.0004632	1.35349e-18
2.67522e-05	-0.0004632	9.85292e-19
2.67574e-05	-0.0004632	1.03491e-18
2.67626e-05	-0.0004632	9.43777e-19
2.67678e-05	-0.0004632	1.264e-18
2.6773e-05	-0.0004632	1.3903e-18
2.67782e-05	-0.0004632	2.33199e-19
2.67834e-05	-0.0004632	1.62158e-19
2.67886e-05	-0.0004632	9.84977e-20
2.67938e-05	-0.0004632	2.63477e-20
2.6799e-05	-0.0004632	9.54431e-21
2.68042e-05	-0.0004632	8.3555e-21
2.68094e-05	-0.0004632	3.81108e-21
2.68146e-05	-0.0004632	8.33494e-21
2.68198e-05	-0.0004632	2.67113e-21
2.6825e-05	-0.0004632	2.27284e-21
2.68302e-05	-0.0004632	7.94218e-22
2.68354e-05	-0.0004632	5.41636e-22
2.68406e-05	-0.0004632	1.12211e-22
2.68458e-05	-0.0004632	1.91523e-23
2.6851e-05	-0.0004632	1.35124e-23
2.68562e-05	-0.0004632	1.91212e-24
2.68614e-05	-0.0004632	3.80466e-25
2.68666e-05	-0.0004632	9.77333e-26
2.68718e-05	-0.0004632	1.60204e-26
2.6877e-05	-0.0004632	3.42045e-27
2.68822e-05	-0.0004632	5.6245e-28
2.68874e-05	-0.0004632	9.76459e-29
2.68926e-05	-0.0004632	4.7136e-29
2.68978e-05	-0.0004632	2.29906e-29
2.6903e-05	-0.0004632	1.34619e-29
2.69082e-05	-0.0004632	6.68274e-30
2.69134e-05	-0.0004632	1.55171e-30
2.69186e-05	-0.0004632	1.77318e-31
2.69238e-05	-0.0004632	1.47146e-32
2.6929e-05	-0.0004632	9.38482e-34
2.69342e-05	-0.0004632	2.03331e-34
2.69394e-05	-0.0004632	1.12214e-35
2.69446e-05	-0.0004632	8.7401e-37
2.69498e-05	-0.0004632	1.33333e-37
2.6955e-05	-0.0004632	7.21537e-39
2.69602e-05	-0.0004632	4.66016e-39
2.69654e-05	-0.0004632	3.07397e-39
2.69706e-05	-0.0004632	2.40977e-41
2.69758e-05	-0.0004632	4.8805e-42
2.6981e-05	-0.0004632	4.04231e-43
2.69862e-05	-0.0004632	6.04139e-44
2.69914e-05	-0.0004632	1.04225e-45
2.69966e-05	-0.0004632	2.76882e-47
2.70018e-05	-0.0004632	2.11824e-48
2.7007e-05	-0.0004632	8.38172e-50
2.70122e-05	-0.0004632	2.04333e-50
2.70174e-05	-0.0004632	1.38569e-52
2.65026e-05	-0.000452	3.34742e-36
2.65078e-05	-0.000452	7.57799e-33
2.6513e-05	-0.000452	1.1787e-31
2.65182e-05	-0.000452	4.6474e-30
2.65234e-05	-0.000452	5.45706e-28
2.65286e-05	-0.000452	1.66218e-27
2.65338e-05	-0.000452	5.42158e-27
2.6539e-05	-0.000452	1.45443e-26
2.65442e-05	-0.000452	3.81672e-26
2.65494e-05	-0.000452	9.34344e-26
2.65546e-05	-0.000452	4.19159e-25
2.65598e-05	-0.000452	8.78906e-25
2.6565e-05	-0.000452	2.19895e-23
2.65702e-05	-0.000452	6.44795e-23
2.65754e-05	-0.000452	2.43572e-22
