2 3.48442 4.87655 6.08983 7.04883 7.69391 7.98497 7.90392 7.45578 6.66844 5.59083 4.28997 2.84672 1.35083 -0.104699 -1.42937 -2.54081 -3.36994 -3.86518 -3.99576 -3.75355 -3.15361 -2.23324 -1.04967 0.323507 1.80092 3.29072 4.70026 5.94192 6.93849 7.628 7.96759 7.93615 7.53563 6.79092 5.74834 4.47271 3.04334 1.54909 0.0828848 -1.26413 -2.40819 -3.27817 -3.81999 -3.99994 -3.80685 -3.25271 -2.37199 -1.21944 0.133284 
6.08983 7.04883 7.69391 7.98497 7.90392 7.45578 6.66844 5.59083 4.28997 2.84672 1.35083 -0.104699 -1.42937 -2.54081 -3.36994 -3.86518 -3.99576 -3.75355 -3.15361 -2.23324 -1.04967 0.323507 1.80092 3.29072 4.70026 5.94192 6.93849 7.628 7.96759 7.93615 7.53563 6.79092 5.74834 4.47271 3.04334 1.54909 0.0828848 -1.26413 -2.40819 -3.27817 -3.81999 -3.99994 -3.80685 -3.25271 -2.37199 -1.21944 0.133284 1.60207 3.09559 4.521 
7.98497 7.90392 7.45578 6.66844 5.59083 4.28997 2.84672 1.35083 -0.104699 -1.42937 -2.54081 -3.36994 -3.86518 -3.99576 -3.75355 -3.15361 -2.23324 -1.04967 0.323507 1.80092 3.29072 4.70026 5.94192 6.93849 7.628 7.96759 7.93615 7.53563 6.79092 5.74834 4.47271 3.04334 1.54909 0.0828848 -1.26413 -2.40819 -3.27817 -3.81999 -3.99994 -3.80685 -3.25271 -2.37199 -1.21944 0.133284 1.60207 3.09559 4.521 5.78967 6.82271 7.55589 
6.66844 5.59083 4.28997 2.84672 1.35083 -0.104699 -1.42937 -2.54081 -3.36994 -3.86518 -3.99576 -3.75355 -3.15361 -2.23324 -1.04967 0.323507 1.80092 3.29072 4.70026 5.94192 6.93849 7.628 7.96759 7.93615 7.53563 6.79092 5.74834 4.47271 3.04334 1.54909 0.0828848 -1.26413 -2.40819 -3.27817 -3.81999 -3.99994 -3.80685 -3.25271 -2.37199 -1.21944 0.133284 1.60207 3.09559 4.521 5.78967 6.82271 7.55589 7.94364 7.96185 7.60937 
2.84672 1.35083 -0.104699 -1.42937 -2.54081 -3.36994 -3.86518 -3.99576 -3.75355 -3.15361 -2.23324 -1.04967 0.323507 1.80092 3.29072 4.70026 5.94192 6.93849 7.628 7.96759 7.93615 7.53563 6.79092 5.74834 4.47271 3.04334 1.54909 0.0828848 -1.26413 -2.40819 -3.27817 -3.81999 -3.99994 -3.80685 -3.25271 -2.37199 -1.21944 0.133284 1.60207 3.09559 4.521 5.78967 6.82271 7.55589 7.94364 7.96185 7.60937 6.90813 5.90173 4.65273 
-1.42937 -2.54081 -3.36994 -3.86518 -3.99576 -3.75355 -3.15361 -2.23324 -1.04967 0.323507 1.80092 3.29072 4.70026 5.94192 6.93849 7.628 7.96759 7.93615 7.53563 6.79092 5.74834 4.47271 3.04334 1.54909 0.0828848 -1.26413 -2.40819 -3.27817 -3.81999 -3.99994 -3.80685 -3.25271 -2.37199 -1.21944 0.133284 1.60207 3.09559 4.521 5.78967 6.82271 7.55589 7.94364 7.96185 7.60937 6.90813 5.90173 4.65273 3.2388 1.74785 0.27258 
-3.86518 -3.99576 -3.75355 -3.15361 -2.23324 -1.04967 0.323507 1.80092 3.29072 4.70026 5.94192 6.93849 7.628 7.96759 7.93615 7.53563 6.79092 5.74834 4.47271 3.04334 1.54909 0.0828848 -1.26413 -2.40819 -3.27817 -3.81999 -3.99994 -3.80685 -3.25271 -2.37199 -1.21944 0.133284 1.60207 3.09559 4.521 5.78967 6.82271 7.55589 7.94364 7.96185 7.60937 6.90813 5.90173 4.65273 3.2388 1.74785 0.27258 -1.09529 -2.27071 -3.1806 
-3.15361 -2.23324 -1.04967 0.323507 1.80092 3.29072 4.70026 5.94192 6.93849 7.628 7.96759 7.93615 7.53563 6.79092 5.74834 4.47271 3.04334 1.54909 0.0828848 -1.26413 -2.40819 -3.27817 -3.81999 -3.99994 -3.80685 -3.25271 -2.37199 -1.21944 0.133284 1.60207 3.09559 4.521 5.78967 6.82271 7.55589 7.94364 7.96185 7.60937 6.90813 5.90173 4.65273 3.2388 1.74785 0.27258 -1.09529 -2.27071 -3.1806 -3.76838 -3.99752 -3.85376 
0.323507 1.80092 3.29072 4.70026 5.94192 6.93849 7.628 7.96759 7.93615 7.53563 6.79092 5.74834 4.47271 3.04334 1.54909 0.0828848 -1.26413 -2.40819 -3.27817 -3.81999 -3.99994 -3.80685 -3.25271 -2.37199 -1.21944 0.133284 1.60207 3.09559 4.521 5.78967 6.82271 7.55589 7.94364 7.96185 7.60937 6.90813 5.90173 4.65273 3.2388 1.74785 0.27258 -1.09529 -2.27071 -3.1806 -3.76838 -3.99752 -3.85376 -3.34604 -2.50592 -1.38566 
4.70026 5.94192 6.93849 7.628 7.96759 7.93615 7.53563 6.79092 5.74834 4.47271 3.04334 1.54909 0.0828848 -1.26413 -2.40819 -3.27817 -3.81999 -3.99994 -3.80685 -3.25271 -2.37199 -1.21944 0.133284 1.60207 3.09559 4.521 5.78967 6.82271 7.55589 7.94364 7.96185 7.60937 6.90813 5.90173 4.65273 3.2388 1.74785 0.27258 -1.09529 -2.27071 -3.1806 -3.76838 -3.99752 -3.85376 -3.34604 -2.50592 -1.38566 -0.0548837 1.40365 2.89926 
