unknownMP	3
n_l	1.4222	1.43	100
theta_0	-0.0004	0.00024	50
N_0	0.1	0.5	50

1.22736e-181	
3.50875e-177	1.37764e-170	3.10899e-166	3.3702e-166	2.66712e-165	5.72747e-164	1.85434e-161	9.59801e-161	1.19455e-156	9.25727e-155	5.62608e-153	1.16398e-150	2.4195e-149	2.14166e-147	3.84905e-146	9.05118e-146	5.92708e-145	4.22391e-142	4.22391e-142	1.91002e-140	
4.20894e-140	2.47467e-139	3.24762e-137	2.00511e-131	2.48187e-131	4.85931e-130	4.82471e-129	3.34519e-128	7.89046e-126	7.89046e-126	1.34596e-121	1.34596e-121	2.17785e-116	1.57969e-115	2.6984e-114	3.26413e-113	8.61322e-111	1.61275e-109	6.97952e-107	7.09534e-105	
5.63827e-104	5.4554e-103	4.76572e-102	5.74054e-101	1.54894e-98	4.31828e-98	2.95e-95	7.09352e-95	8.03323e-94	2.45883e-93	9.11647e-93	1.77952e-92	1.98693e-88	1.55314e-87	6.19002e-86	6.66245e-86	1.40955e-85	7.48131e-84	2.10478e-84	1.61631e-83	
1.1373e-81	1.04916e-80	1.2948e-79	3.40596e-77	5.18728e-77	4.24516e-75	1.93859e-73	3.20721e-72	1.24157e-70	3.83617e-70	2.18164e-69	8.04021e-68	6.96078e-68	5.65299e-67	3.06459e-64	9.71153e-64	1.13207e-63	1.30488e-63	3.53326e-62	1.42355e-61	
1.44922e-61	2.90955e-59	5.32219e-59	5.32219e-59	1.45009e-57	1.08269e-57	1.24917e-57	4.69741e-56	2.66543e-55	8.8145e-55	3.62101e-54	1.50838e-53	6.38605e-52	2.73465e-51	2.36895e-51	3.30158e-51	7.65063e-51	1.70281e-50	3.69912e-49	3.84148e-174	
1.96157e-170	2.34956e-170	1.06527e-166	1.6729e-166	7.77773e-164	2.5743e-163	1.9759e-158	8.20715e-158	2.02415e-153	4.56335e-150	1.27941e-149	4.20532e-149	5.17369e-149	2.52837e-148	2.42008e-147	7.2023e-145	2.01731e-144	2.44861e-142	8.78621e-142	2.56205e-138	
6.721e-137	9.48022e-134	9.65097e-132	2.0461e-130	1.08407e-129	6.43727e-128	1.7879e-126	1.12785e-125	1.21707e-122	5.44565e-117	1.39945e-115	2.79115e-115	1.03009e-113	1.76479e-111	3.13575e-110	6.28859e-107	6.31383e-106	9.16463e-106	2.23023e-103	1.11436e-102	
2.79299e-102	3.28922e-100	1.1585e-99	3.81506e-97	4.60057e-97	2.00626e-95	9.52684e-95	9.60004e-94	1.67908e-93	8.37905e-90	5.62441e-88	1.12732e-87	8.74337e-87	6.54195e-87	3.17781e-87	6.5316e-86	1.85923e-84	6.4881e-83	1.33356e-80	2.19518e-78	
4.12581e-76	3.81797e-76	1.1411e-74	9.14874e-73	1.37225e-71	4.64707e-70	3.42138e-69	3.47579e-69	9.12453e-68	5.60087e-68	6.30905e-67	2.00778e-66	1.92139e-64	7.13034e-64	1.26909e-62	3.63288e-62	2.3717e-61	2.58635e-61	5.19253e-59	4.05147e-59	
7.48308e-59	8.89663e-57	5.92546e-56	8.96347e-56	1.88915e-53	1.06377e-52	1.7468e-52	7.5417e-52	3.22797e-52	1.01828e-51	5.65766e-51	5.00214e-50	4.12481e-49	4.77197e-50	2.75382e-48	1.01493e-47	7.76107e-48	5.817e-47	4.24545e-46	4.95302e-173	
1.46038e-171	1.57037e-170	1.01565e-167	3.70196e-165	4.67665e-163	2.94046e-159	4.12802e-156	6.36032e-154	1.95268e-152	1.87582e-152	4.48722e-152	1.06663e-149	3.36646e-148	7.45738e-147	1.31966e-145	7.3499e-144	6.37418e-143	1.56419e-141	1.56496e-138	1.35929e-135	
9.6857e-134	3.4876e-132	2.62843e-130	5.16047e-129	6.05818e-128	5.17765e-123	2.38864e-120	4.61188e-117	3.45391e-116	7.53489e-116	2.55529e-112	2.94459e-110	1.30537e-107	5.29273e-107	2.3495e-105	3.69883e-104	1.9377e-103	2.38818e-101	8.51222e-101	1.01279e-99	
1.42142e-98	1.2851e-97	1.06423e-96	7.2275e-96	1.26491e-95	1.26491e-95	7.03667e-94	7.41584e-91	1.15105e-89	5.75298e-89	1.5263e-87	1.5263e-87	1.7806e-85	1.7806e-85	1.14569e-83	3.09942e-81	2.47589e-81	7.46356e-80	3.56985e-77	7.23671e-77	
5.21922e-74	2.25134e-72	4.27934e-71	5.63478e-69	4.72e-69	1.09294e-67	3.21039e-66	3.40331e-66	1.07636e-66	1.52665e-64	4.4767e-63	2.2082e-62	2.2082e-62	5.22933e-62	1.63612e-61	3.43656e-61	1.01501e-59	4.71455e-59	1.30498e-57	1.62688e-55	
1.51219e-54	9.42815e-53	8.65406e-53	2.4088e-52	2.56355e-52	1.44534e-50	5.5416e-50	1.80748e-48	1.80748e-48	6.68996e-47	9.36954e-48	1.65682e-47	4.19195e-47	9.57262e-47	7.77973e-46	8.58135e-45	2.68416e-44	2.04975e-44	4.7125e-43	1.17226e-170	
3.53264e-168	1.0899e-165	1.32306e-164	2.14635e-158	3.0715e-157	3.0715e-157	7.40373e-157	5.54327e-156	5.30587e-155	2.07881e-154	2.07881e-154	3.60092e-150	1.80979e-149	6.41066e-149	1.51652e-147	2.74424e-142	4.98416e-137	4.98416e-137	3.10025e-134	3.10025e-134	
2.64104e-133	8.65984e-131	2.2888e-129	6.80409e-124	3.80144e-120	1.06555e-119	1.45067e-119	1.58162e-115	1.39449e-111	1.18921e-108	6.58293e-108	9.69802e-107	1.95757e-106	2.19087e-103	1.3526e-101	1.46353e-100	6.45734e-100	1.45691e-98	6.03159e-99	6.47539e-97	
4.55987e-96	4.60177e-96	6.55126e-96	3.00336e-95	2.54162e-94	5.96284e-91	6.27954e-91	6.76144e-90	9.35371e-90	9.14675e-89	9.87876e-88	9.73889e-87	2.06294e-82	1.50748e-81	2.28789e-79	1.83503e-77	9.70151e-76	3.31014e-74	6.04675e-73	2.2151e-71	
8.0541e-71	9.03201e-70	3.35198e-69	6.41707e-68	2.263e-67	2.00668e-66	6.07298e-65	3.99354e-62	3.99354e-62	6.12946e-62	2.36326e-61	6.75157e-62	3.96418e-61	6.429e-60	1.25848e-58	1.04664e-57	1.05309e-55	5.71445e-55	1.67428e-54	1.93704e-53	
2.42606e-52	7.13684e-52	3.29068e-50	1.42966e-49	6.37781e-48	5.50598e-48	2.83334e-47	4.12956e-46	2.76832e-45	1.70031e-44	2.01337e-44	9.68737e-44	2.91613e-42	5.95195e-42	1.40414e-42	2.40303e-42	3.79398e-41	1.26614e-40	6.28425e-41	4.08385e-168	
3.68129e-163	1.95411e-160	3.51076e-160	3.51076e-160	1.33042e-159	3.86514e-159	3.42985e-157	1.70442e-156	2.17076e-153	6.34045e-150	6.34045e-150	1.22535e-149	5.15907e-146	1.05762e-143	1.57133e-142	1.65834e-141	7.41349e-140	1.07152e-137	3.6477e-137	1.19918e-134	
1.43122e-130	2.03909e-125	3.43961e-124	7.722e-124	3.26735e-119	7.66268e-115	5.00276e-113	3.5468e-111	5.96461e-111	1.01667e-108	8.31794e-106	3.4284e-104	3.26015e-102	3.26015e-102	4.51996e-101	9.12367e-101	5.98793e-97	5.00934e-97	2.93399e-96	2.93399e-96	
