1.42212	0
1.4222	1.1754e-20
1.42228	3.53089e-20
1.42236	8.84487e-20
1.42243	2.23385e-19
1.42251	8.4912e-19
1.42259	1.77655e-18
1.42267	3.55405e-18
1.42275	2.30775e-17
1.42282	6.32378e-17
1.4229	1.41462e-16
1.42298	3.86574e-16
1.42306	7.25119e-16
1.42314	2.52177e-15
1.42321	6.3894e-15
1.42329	3.14365e-14
1.42337	7.94724e-14
1.42345	1.37333e-13
1.42353	2.80285e-13
1.4236	9.31809e-13
1.42368	2.16346e-12
1.42376	8.06374e-12
1.42384	1.80408e-11
1.42392	2.96788e-11
1.42399	7.05802e-11
1.42407	1.87243e-10
1.42415	5.75237e-10
1.42423	1.35435e-09
1.42431	3.3094e-09
1.42438	5.16294e-09
1.42446	1.97272e-08
1.42454	4.04653e-08
1.42462	1.21617e-07
1.4247	2.97625e-07
1.42477	5.11842e-07
1.42485	1.25082e-06
1.42493	3.17498e-06
1.42501	5.47289e-06
1.42509	1.35685e-05
1.42516	3.37813e-05
1.42524	7.95901e-05
1.42532	0.000136729
1.4254	0.000257096
1.42548	0.000494149
1.42555	0.000812765
1.42563	0.0035838
1.42571	0.00601404
1.42579	0.0197023
1.42587	0.0400582
1.42594	0.0665374
1.42602	0.101702
1.4261	0.305384
1.42618	0.364222
1.42626	0.617027
1.42633	0.656782
1.42641	1.22369
1.42649	1.70903
1.42657	2.57161
1.42665	4.35396
1.42672	7.91394
1.4268	14.285
1.42688	17.2016
1.42696	26.8715
1.42704	39.5678
1.42711	56.1238
1.42719	41.5017
1.42727	49.7453
1.42735	82.983
1.42743	167.794
1.4275	178.454
1.42758	253.63
1.42766	253.155
1.42774	335.483
1.42782	442.006
1.42789	899.075
1.42797	752.192
1.42805	602.045
1.42813	347.847
1.42821	632.813
1.42828	1228.6
1.42836	1564.98
1.42844	833.844
1.42852	929.052
1.4286	835.191
1.42867	1259.91
1.42875	707.543
1.42883	93.9781
1.42891	81.6735
1.42899	38.6596
1.42906	16.2679
1.42914	8.16043
1.42922	5.25425
1.4293	2.47593
1.42938	1.38978
1.42945	0.400725
1.42953	0.174105
1.42961	0.111197
1.42969	0.0633759
1.42977	0.0283394
1.42984	0.0180799
1.42992	0.0102583
1.43008	0
