-98.7184	-nan	1.9747
-98.0806	-nan	1.94533
-97.3873	-nan	1.88593
-96.7145	-nan	1.8993
-96.0743	-nan	1.86675
-95.4653	-nan	1.8022
-94.8562	-nan	1.83437
-94.2548	-nan	1.85524
-93.6445	-nan	1.82653
-93.0123	-nan	1.75768
-92.3849	-nan	1.80732
-91.8071	-nan	1.85151
-91.1796	-nan	1.89245
-90.5721	-nan	1.82087
-89.8774	-nan	1.78326
-89.2517	-nan	1.84309
-88.6398	-nan	1.80327
-87.9551	-nan	1.90537
-87.3626	-nan	2.06212
-86.7023	-nan	1.99068
-86.0722	-nan	1.99898
-85.4913	-nan	1.99571
-84.9105	-nan	1.95535
-84.2603	-nan	2.07073
-83.6757	-nan	2.0672
-82.9922	-nan	1.95492
-82.3314	-nan	1.98468
-81.7136	-nan	1.99451
-81.0743	-nan	2.03184
-80.4767	-nan	2.2143
-79.9426	-nan	2.07509
-79.218	-nan	1.92683
-78.5271	-nan	2.01566
-77.8747	-nan	2.04478
-77.2727	-nan	2.13044
-76.7702	-nan	2.18193
-76.2077	-nan	2.06209
-75.5344	-nan	2.10463
-74.9136	-nan	2.21394
-74.2338	-nan	2.31973
-73.6566	-nan	2.35753
-72.9875	-nan	2.36581
-72.4779	-nan	2.41882
-71.8848	-nan	2.25808
-71.2522	-nan	2.25199
-70.652	-nan	2.23432
-70.0129	-nan	2.21401
-69.4516	-nan	2.25571
-68.8902	-nan	2.31614
-68.358	-nan	2.2905
-67.7373	-nan	2.22083
-67.1458	-nan	2.29658
-66.5136	-nan	2.40014
-65.9394	-nan	2.44737
-65.3019	-nan	2.44961
-64.6598	-nan	2.49064
-64.0156	-nan	2.57845
-63.3615	-nan	2.55603
-62.6917	-nan	2.47219
-62.0077	-nan	2.43233
-61.4408	-nan	2.45853
-60.8542	-nan	2.49132
-60.2633	-nan	2.46942
-59.601	-nan	2.4576
-58.9725	-nan	2.56848
-58.3481	-nan	2.54102
-57.6899	-nan	2.53528
-57.0662	-nan	2.60475
-56.4617	-nan	2.65097
-55.8571	-nan	2.64931
-55.2944	-nan	2.62174
-54.7259	-nan	2.54112
-54.1312	-nan	2.6045
-53.5574	-nan	2.54449
-52.8947	-nan	2.64271
-52.2947	-nan	2.73459
-51.6192	-nan	2.79115
-51.022	-nan	2.82205
-50.3806	-nan	2.67412
-49.7391	-nan	2.6863
-49.1638	-nan	2.61636
-48.5463	-nan	2.43925
-47.9288	-nan	2.49605
-47.3229	-nan	2.55698
-46.6951	-nan	2.69284
-46.1257	-nan	2.68224
-45.4568	-nan	2.65869
-44.851	-nan	2.79333
-44.2214	-nan	2.7586
-43.5866	-nan	2.76861
-42.9518	-nan	2.79861
-42.2857	-nan	2.83736
-41.6746	-nan	2.89157
-41.021	-nan	2.87017
-40.4085	-nan	2.84052
-39.7513	-nan	2.89426
-39.1184	-nan	2.94333
-38.4888	-nan	3.0874
-37.8876	-nan	3.11393
-37.2679	-nan	3.07776
-36.6464	-nan	3.24228
-36.0733	-nan	3.34468
-35.4784	-nan	3.56845
-34.9741	-nan	3.58922
-34.3105	-nan	3.2232
-33.5932	-nan	3.42817
-33.0196	-nan	3.79458
-32.5046	-nan	3.60405
-31.9455	-nan	3.40715
-31.3569	-nan	3.39355
-30.7662	-nan	3.56968
-30.1905	-nan	3.89786
-29.5979	-nan	4.04064
-28.993	-nan	3.98554
-28.3124	-nan	3.98059
-27.6861	-nan	3.98188
-27.0885	-nan	3.93788
-26.5428	-nan	3.84663
-25.9971	-nan	3.81865
-25.3368	-nan	3.87384
-24.6819	-nan	4.03254
-24.0275	-nan	4.07585
-23.4345	-nan	4.05471
-22.8188	-nan	4.01605
-22.1649	-nan	4.0727
-21.5437	-nan	4.09594
-20.8643	-nan	4.05337
-20.2502	-nan	4.09973
-19.659	-nan	4.06552
-19.048	-nan	4.16141
-18.4152	-nan	4.32234
-17.792	-nan	4.35016
-17.1477	-nan	4.40173
-16.5202	-nan	4.46106
-15.9021	-nan	4.55812
-15.2383	-nan	4.61854
-14.5947	-nan	4.72269
-13.9345	-nan	4.80759
-13.282	-nan	5.04374
-12.6517	-nan	5.06114
-11.9972	-nan	5.15098
-11.3844	-nan	5.51884
-10.7882	-nan	5.72631
-10.1951	-nan	5.98335
-9.60382	-nan	6.36308
-9.01706	-nan	6.50226
-8.38387	-nan	6.7094
-7.71051	-nan	6.85368
-7.12991	-nan	7.198
-6.5133	-nan	7.35655
-5.96059	-nan	7.61526
-5.29878	-nan	8.06375
-4.71314	-nan	9.14652
-4.1009	-nan	10.0213
-3.4286	-nan	12.0273
-2.87784	-nan	15.0834
-2.36532	-nan	25.6215
-1.93133	-nan	44.2513
-1.64734	-nan	76.8746
-1.6869	-nan	376.262
-1.40229	-nan	42.0995
-0.736193	-nan	25.671
-0.0335802	-nan	20.7605
0.604792	-nan	15.1736
1.28154	-nan	14.2881
1.99558	-nan	10.5531
2.61011	-nan	9.88045
3.22835	-nan	9.00761
3.8598	-nan	8.87467
4.51899	-nan	8.61062
5.10865	-nan	7.9521
5.7396	-nan	7.31196
6.40269	-nan	6.45098
7.08548	-nan	6.20094
7.73672	-nan	5.96299
8.38672	-nan	5.49617
9.11944	-nan	5.03541
9.79002	-nan	4.94148
10.4119	-nan	4.95858
11.1011	-nan	4.86086
11.6622	-nan	4.99575
12.2824	-nan	4.89406
12.8802	-nan	4.77683
13.4991	-nan	4.66559
14.1259	-nan	4.71758
14.782	-nan	4.72064
15.4555	-nan	4.51178
16.1322	-nan	4.34214
16.7703	-nan	4.28298
17.3659	-nan	4.1606
17.9708	-nan	4.11322
18.5783	-nan	3.86738
19.2902	-nan	3.84448
19.9603	-nan	4.00422
20.6787	-nan	3.99638
21.3982	-nan	3.84681
22.1498	-nan	3.8134
22.8183	-nan	4.0329
23.4391	-nan	3.72539
24.1452	-nan	3.74241
24.7779	-nan	3.82218
25.4007	-nan	3.77527
26.0274	-nan	3.73109
26.6378	-nan	3.52652
27.2971	-nan	3.62763
27.8636	-nan	3.63956
28.4989	-nan	3.39149
29.1549	-nan	3.44709
29.7629	-nan	3.41697
30.4054	-nan	3.32334
31.0534	-nan	3.23006
31.7058	-nan	3.2228
32.3681	-nan	3.19332
33.0216	-nan	3.14059
33.6745	-nan	3.06541
34.36	-nan	3.09237
34.993	-nan	2.96443
35.6403	-nan	2.82366
36.23	-nan	2.90558
36.828	-nan	2.90996
37.4332	-nan	2.94395
38.0205	-nan	3.07129
38.5654	-nan	3.04848
39.1402	-nan	2.84565
39.7764	-nan	2.77043
40.3648	-nan	2.89959
40.9481	-nan	2.87027
41.5663	-nan	2.81802
