-45	Uniform	-0.0485795	-0.0485195
46	Uniform	0.0490557	0.0491157
-46	Uniform	-0.0491157	-0.0490557
47	Uniform	0.0495861	0.0496461
-47	Uniform	-0.0496461	-0.0495861
48	Uniform	0.0501108	0.0501708
-48	Uniform	-0.0501708	-0.0501108
49	Uniform	0.0506302	0.0506902
-49	Uniform	-0.0506902	-0.0506302
50	Uniform	0.0511442	0.0512042
-50	Uniform	-0.0512042	-0.0511442
51	Uniform	0.0516531	0.0517131
-51	Uniform	-0.0517131	-0.0516531
52	Uniform	0.052157	0.052217
-52	Uniform	-0.052217	-0.052157
53	Uniform	0.0526561	0.0527161
-53	Uniform	-0.0527161	-0.0526561
54	Uniform	0.0531505	0.0532105
-54	Uniform	-0.0532105	-0.0531505
55	Uniform	0.0536404	0.0537004
-55	Uniform	-0.0537004	-0.0536404
56	Uniform	0.0541258	0.0541858
-56	Uniform	-0.0541858	-0.0541258
57	Uniform	0.0546069	0.0546669
-57	Uniform	-0.0546669	-0.0546069
58	Uniform	0.0550837	0.0551437
-58	Uniform	-0.0551437	-0.0550837
59	Uniform	0.0555565	0.0556165
-59	Uniform	-0.0556165	-0.0555565
60	Uniform	0.0560253	0.0560853
-60	Uniform	-0.0560853	-0.0560253
61	Uniform	0.0564901	0.0565501
-61	Uniform	-0.0565501	-0.0564901
62	Uniform	0.0569512	0.0570112
-62	Uniform	-0.0570112	-0.0569512
63	Uniform	0.0574085	0.0574685
-63	Uniform	-0.0574685	-0.0574085
64	Uniform	0.0578623	0.0579223
-64	Uniform	-0.0579223	-0.0578623
65	Uniform	0.0583125	0.0583725
-65	Uniform	-0.0583725	-0.0583125
66	Uniform	0.0587592	0.0588192
-66	Uniform	-0.0588192	-0.0587592
67	Uniform	0.0592025	0.0592625
-67	Uniform	-0.0592625	-0.0592025
68	Uniform	0.0596426	0.0597026
-68	Uniform	-0.0597026	-0.0596426
69	Uniform	0.0600794	0.0601394
-69	Uniform	-0.0601394	-0.0600794
70	Uniform	0.0605131	0.0605731
-70	Uniform	-0.0605731	-0.0605131
71	Uniform	0.0609436	0.0610036
-71	Uniform	-0.0610036	-0.0609436
72	Uniform	0.0613712	0.0614312
-72	Uniform	-0.0614312	-0.0613712
73	Uniform	0.0617957	0.0618557
-73	Uniform	-0.0618557	-0.0617957
74	Uniform	0.0622174	0.0622774
-74	Uniform	-0.0622774	-0.0622174
75	Uniform	0.0626362	0.0626962
-75	Uniform	-0.0626962	-0.0626362
76	Uniform	0.0630522	0.0631122
-76	Uniform	-0.0631122	-0.0630522
77	Uniform	0.0634655	0.0635255
-77	Uniform	-0.0635255	-0.0634655
78	Uniform	0.0638761	0.0639361
-78	Uniform	-0.0639361	-0.0638761
79	Uniform	0.0642841	0.0643441
-79	Uniform	-0.0643441	-0.0642841
80	Uniform	0.0646895	0.0647495
-80	Uniform	-0.0647495	-0.0646895
81	Uniform	0.0650924	0.0651524
-81	Uniform	-0.0651524	-0.0650924
82	Uniform	0.0654927	0.0655527
-82	Uniform	-0.0655527	-0.0654927
83	Uniform	0.0658907	0.0659507
-83	Uniform	-0.0659507	-0.0658907
84	Uniform	0.0662862	0.0663462
-84	Uniform	-0.0663462	-0.0662862
85	Uniform	0.0666794	0.0667394
-85	Uniform	-0.0667394	-0.0666794
