1	Uniform	0.00844066	0.00854066
-1	Uniform	-0.00505001	-0.00495001
2	Uniform	0.0112346	0.0113346
-2	Uniform	-0.00784397	-0.00774397
3	Uniform	0.0133785	0.0134785
-3	Uniform	-0.00998781	-0.00988781
4	Uniform	0.0151858	0.0152858
-4	Uniform	-0.0117951	-0.0116951
5	Uniform	0.0167781	0.0168781
-5	Uniform	-0.0133874	-0.0132874
6	Uniform	0.0182175	0.0183175
-6	Uniform	-0.0148269	-0.0147269
7	Uniform	0.0195413	0.0196413
-7	Uniform	-0.0161506	-0.0160506
8	Uniform	0.0207733	0.0208733
-8	Uniform	-0.0173827	-0.0172827
9	Uniform	0.0219305	0.0220305
-9	Uniform	-0.0185399	-0.0184399
10	Uniform	0.023025	0.023125
-10	Uniform	-0.0196343	-0.0195343
11	Uniform	0.0240659	0.0241659
-11	Uniform	-0.0206753	-0.0205753
12	Uniform	0.0250606	0.0251606
-12	Uniform	-0.0216699	-0.0215699
13	Uniform	0.0260145	0.0261145
-13	Uniform	-0.0226238	-0.0225238
14	Uniform	0.0269324	0.0270324
-14	Uniform	-0.0235417	-0.0234417
15	Uniform	0.027818	0.027918
-15	Uniform	-0.0244274	-0.0243274
16	Uniform	0.0286746	0.0287746
-16	Uniform	-0.025284	-0.025184
17	Uniform	0.0295048	0.0296048
-17	Uniform	-0.0261141	-0.0260141
18	Uniform	0.0303109	0.0304109
-18	Uniform	-0.0269202	-0.0268202
19	Uniform	0.0310949	0.0311949
-19	Uniform	-0.0277042	-0.0276042
20	Uniform	0.0318585	0.0319585
-20	Uniform	-0.0284678	-0.0283678
21	Uniform	0.0326032	0.0327032
-21	Uniform	-0.0292125	-0.0291125
22	Uniform	0.0333304	0.0334304
-22	Uniform	-0.0299397	-0.0298397
23	Uniform	0.0340412	0.0341412
-23	Uniform	-0.0306506	-0.0305506
24	Uniform	0.0347367	0.0348367
-24	Uniform	-0.0313461	-0.0312461
25	Uniform	0.0354179	0.0355179
-25	Uniform	-0.0320272	-0.0319272
26	Uniform	0.0360856	0.0361856
-26	Uniform	-0.0326949	-0.0325949
27	Uniform	0.0367405	0.0368405
-27	Uniform	-0.0333498	-0.0332498
28	Uniform	0.0373834	0.0374834
-28	Uniform	-0.0339927	-0.0338927
29	Uniform	0.0380149	0.0381149
-29	Uniform	-0.0346243	-0.0345243
30	Uniform	0.0386356	0.0387356
-30	Uniform	-0.035245	-0.035145
31	Uniform	0.0392461	0.0393461
-31	Uniform	-0.0358554	-0.0357554
32	Uniform	0.0398467	0.0399467
-32	Uniform	-0.0364561	-0.0363561
33	Uniform	0.040438	0.040538
-33	Uniform	-0.0370474	-0.0369474
34	Uniform	0.0410205	0.0411205
-34	Uniform	-0.0376298	-0.0375298
35	Uniform	0.0415944	0.0416944
-35	Uniform	-0.0382037	-0.0381037
36	Uniform	0.0421602	0.0422602
-36	Uniform	-0.0387695	-0.0386695
37	Uniform	0.0427181	0.0428181
-37	Uniform	-0.0393275	-0.0392275
38	Uniform	0.0432686	0.0433686
-38	Uniform	-0.0398779	-0.0397779
39	Uniform	0.0438118	0.0439118
-39	Uniform	-0.0404212	-0.0403212
40	Uniform	0.0443481	0.0444481
-40	Uniform	-0.0409575	-0.0408575
41	Uniform	0.0448778	0.0449778
-41	Uniform	-0.0414871	-0.0413871
42	Uniform	0.045401	0.045501
-42	Uniform	-0.0420104	-0.0419104
43	Uniform	0.045918	0.046018
-43	Uniform	-0.0425274	-0.0424274
44	Uniform	0.0464291	0.0465291
-44	Uniform	-0.0430384	-0.0429384
45	Uniform	0.0469343	0.0470343
-45	Uniform	-0.0435437	-0.0434437
46	Uniform	0.047434	0.047534
-46	Uniform	-0.0440433	-0.0439433
47	Uniform	0.0479282	0.0480282
-47	Uniform	-0.0445376	-0.0444376
48	Uniform	0.0484173	0.0485173
-48	Uniform	-0.0450266	-0.0449266
49	Uniform	0.0489012	0.0490012
-49	Uniform	-0.0455105	-0.0454105
50	Uniform	0.0493802	0.0494802
-50	Uniform	-0.0459896	-0.0458896
51	Uniform	0.0498545	0.0499545
-51	Uniform	-0.0464638	-0.0463638
52	Uniform	0.0503241	0.0504241
-52	Uniform	-0.0469334	-0.0468334
53	Uniform	0.0507892	0.0508892
-53	Uniform	-0.0473985	-0.0472985
54	Uniform	0.0512499	0.0513499
-54	Uniform	-0.0478592	-0.0477592
55	Uniform	0.0517064	0.0518064
-55	Uniform	-0.0483157	-0.0482157
56	Uniform	0.0521587	0.0522587
-56	Uniform	-0.0487681	-0.0486681
57	Uniform	0.052607	0.052707
-57	Uniform	-0.0492164	-0.0491164
58	Uniform	0.0530514	0.0531514
-58	Uniform	-0.0496608	-0.0495608
59	Uniform	0.053492	0.053592
-59	Uniform	-0.0501013	-0.0500013
60	Uniform	0.0539289	0.0540289
-60	Uniform	-0.0505382	-0.0504382
61	Uniform	0.0543621	0.0544621
-61	Uniform	-0.0509714	-0.0508714
62	Uniform	0.0547917	0.0548917
-62	Uniform	-0.0514011	-0.0513011
63	Uniform	0.055218	0.055318
-63	Uniform	-0.0518273	-0.0517273
64	Uniform	0.0556408	0.0557408
-64	Uniform	-0.0522501	-0.0521501
65	Uniform	0.0560603	0.0561603
-65	Uniform	-0.0526697	-0.0525697
66	Uniform	0.0564766	0.0565766
-66	Uniform	-0.053086	-0.052986
67	Uniform	0.0568898	0.0569898
-67	Uniform	-0.0534992	-0.0533992
68	Uniform	0.0572999	0.0573999
-68	Uniform	-0.0539093	-0.0538093
69	Uniform	0.057707	0.057807
-69	Uniform	-0.0543163	-0.0542163
70	Uniform	0.0581111	0.0582111
-70	Uniform	-0.0547205	-0.0546205
71	Uniform	0.0585124	0.0586124
-71	Uniform	-0.0551217	-0.0550217
72	Uniform	0.0589108	0.0590108
-72	Uniform	-0.0555202	-0.0554202
73	Uniform	0.0593065	0.0594065
-73	Uniform	-0.0559158	-0.0558158
74	Uniform	0.0596994	0.0597994
-74	Uniform	-0.0563088	-0.0562088
75	Uniform	0.0600897	0.0601897
-75	Uniform	-0.0566991	-0.0565991
