#gamma	N_0	probability

2.61274e-05	0.2916	0
2.61422e-05	0.2916	1.15816e-12
2.6157e-05	0.2916	8.87036e-14
2.61718e-05	0.2916	2.66119e-14
2.61866e-05	0.2916	1.71577e-15
2.62014e-05	0.2916	3.836e-16
2.62162e-05	0.2916	1.01799e-16
2.6231e-05	0.2916	3.30129e-18
2.62458e-05	0.2916	3.45992e-19
2.62606e-05	0.2916	3.7614e-20
2.62754e-05	0.2916	7.965e-22
2.62902e-05	0.2916	7.98441e-11
2.6305e-05	0.2916	1.03589e-11
2.63198e-05	0.2916	2.19903e-12
2.63346e-05	0.2916	5.08056e-13
2.63494e-05	0.2916	5.91655e-14
2.63642e-05	0.2916	1.41569e-14
2.6379e-05	0.2916	1.16144e-15
2.63938e-05	0.2916	4.86909e-17
2.64086e-05	0.2916	6.73967e-09
2.64234e-05	0.2916	5.24264e-09
2.64382e-05	0.2916	7.28036e-21
2.6453e-05	0.2916	1.57109e-22
2.64678e-05	0.2916	2.07119e-10
2.64826e-05	0.2916	1.82456e-11
2.64974e-05	0.2916	1.70294e-12
2.65122e-05	0.2916	3.06434e-13
2.6527e-05	0.2916	8.41693e-14
2.65418e-05	0.2916	3.25199e-15
2.65566e-05	0.2916	1.89744e-16
2.65714e-05	0.2916	2.8754e-17
2.65862e-05	0.2916	3.05331e-08
2.6601e-05	0.2916	3.22285e-20
2.66158e-05	0.2916	6.00149e-22
2.66306e-05	0.2916	8.81202e-10
2.66454e-05	0.2916	5.00101e-11
2.66602e-05	0.2916	6.64919e-12
2.6675e-05	0.2916	1.60968e-12
2.66898e-05	0.2916	3.0477e-13
2.67046e-05	0.2916	6.86976e-15
2.67194e-05	0.2916	8.96939e-16
2.67342e-05	0.2916	9.44168e-17
2.6749e-05	0.2916	5.8103e-18
2.67638e-05	0.2916	5.97544e-20
2.67786e-05	0.2916	3.53238e-09
2.67934e-05	0.2916	1.80065e-09
2.68082e-05	0.2916	8.27448e-25
2.6823e-05	0.2916	2.14539e-11
2.68378e-05	0.2916	4.91193e-12
2.68526e-05	0.2916	7.90868e-13
2.68674e-05	0.2916	4.30326e-14
2.68822e-05	0.2916	4.19714e-15
2.6897e-05	0.2916	3.60119e-16
2.69118e-05	0.2916	2.13133e-17
2.69266e-05	0.2916	2.13056e-19
2.69414e-05	0.2916	3.17024e-20
2.69562e-05	0.2916	1.01914e-09
2.6971e-05	0.2916	3.96164e-10
2.69858e-05	0.2916	1.69793e-25
2.70006e-05	0.2916	6.59033e-12
2.70154e-05	0.2916	1.12957e-12
2.70302e-05	0.2916	1.68891e-13
2.7045e-05	0.2916	5.70585e-15
2.70598e-05	0.2916	8.30658e-16
2.70746e-05	0.2916	7.74554e-17
2.70894e-05	0.2916	3.12681e-18
