#gamma	theta_0	probability

2.60283e-05	0.000484	0
2.60449e-05	0.000484	0
2.60615e-05	0.000484	0
2.60781e-05	0.000484	0
2.60947e-05	0.000484	0
2.61113e-05	0.000484	0
2.61279e-05	0.000484	0
2.61445e-05	0.000484	0
2.61611e-05	0.000484	0
2.61777e-05	0.000484	0
2.61943e-05	0.000484	0
2.62109e-05	0.000484	0
2.62275e-05	0.000484	0
2.62441e-05	0.000484	0
2.62607e-05	0.000484	0
2.62773e-05	0.000484	0
2.62939e-05	0.000484	0
2.63105e-05	0.000484	0
2.63271e-05	0.000484	0
2.63437e-05	0.000484	0
2.63603e-05	0.000484	0
2.63769e-05	0.000484	0
2.63935e-05	0.000484	0
2.64101e-05	0.000484	0
2.64267e-05	0.000484	0
2.64433e-05	0.000484	0
2.64599e-05	0.000484	0
2.64765e-05	0.000484	0
2.64931e-05	0.000484	0
2.65097e-05	0.000484	0
2.65263e-05	0.000484	0
2.65429e-05	0.000484	0
2.65595e-05	0.000484	0
2.65761e-05	0.000484	0
2.65927e-05	0.000484	0
2.66093e-05	0.000484	0
2.66259e-05	0.000484	0
2.66425e-05	0.000484	0
2.66591e-05	0.000484	0
2.66757e-05	0.000484	0
2.66923e-05	0.000484	0
2.67089e-05	0.000484	0
2.67255e-05	0.000484	0
2.67421e-05	0.000484	0
2.67587e-05	0.000484	0
2.67753e-05	0.000484	0
2.67919e-05	0.000484	0
2.68085e-05	0.000484	0
2.68251e-05	0.000484	0
2.68417e-05	0.000484	0
2.68583e-05	0.000484	0
2.68749e-05	0.000484	0
2.68915e-05	0.000484	0
2.69081e-05	0.000484	0
2.69247e-05	0.000484	0
2.69413e-05	0.000484	0
2.69579e-05	0.000484	0
2.69745e-05	0.000484	0
2.69911e-05	0.000484	0
2.70077e-05	0.000484	0
2.70243e-05	0.000484	0
2.70409e-05	0.000484	0
2.70575e-05	0.000484	0
2.70741e-05	0.000484	0
2.70907e-05	0.000484	0
2.71073e-05	0.000484	0
2.71239e-05	0.000484	0
2.71405e-05	0.000484	0
2.71571e-05	0.000484	0
2.71737e-05	0.000484	0
2.71903e-05	0.000484	0
2.72069e-05	0.000484	0
2.72235e-05	0.000484	0
2.72401e-05	0.000484	0
2.72567e-05	0.000484	0
2.72733e-05	0.000484	0
2.72899e-05	0.000484	0
2.73065e-05	0.000484	0
2.73231e-05	0.000484	0
2.73397e-05	0.000484	0
2.73563e-05	0.000484	0
2.73729e-05	0.000484	0
