#gamma	N_0	probability

2.60283e-05	0.4016	0
2.60449e-05	0.4016	0
2.60615e-05	0.4016	0
2.60781e-05	0.4016	0
2.60947e-05	0.4016	1.79767e-14
2.61113e-05	0.4016	3.92478e-11
2.61279e-05	0.4016	7.23989e-12
2.61445e-05	0.4016	1.0499e-13
2.61611e-05	0.4016	5.61184e-14
2.61777e-05	0.4016	2.46597e-10
2.61943e-05	0.4016	8.61664e-11
2.62109e-05	0.4016	9.70422e-13
2.62275e-05	0.4016	8.48189e-13
2.62441e-05	0.4016	2.94938e-13
2.62607e-05	0.4016	9.04453e-10
2.62773e-05	0.4016	2.90757e-10
2.62939e-05	0.4016	5.63278e-12
2.63105e-05	0.4016	9.58292e-13
2.63271e-05	0.4016	4.23956e-09
2.63437e-05	0.4016	1.26425e-09
2.63603e-05	0.4016	2.69804e-10
2.63769e-05	0.4016	3.55598e-12
2.63935e-05	0.4016	9.85197e-14
2.64101e-05	0.4016	2.58798e-09
2.64267e-05	0.4016	3.04117e-09
2.64433e-05	0.4016	1.10398e-11
2.64599e-05	0.4016	4.56249e-13
2.64765e-05	0.4016	9.04349e-09
2.64931e-05	0.4016	7.27241e-09
2.65097e-05	0.4016	1.75815e-09
2.65263e-05	0.4016	2.17434e-12
2.65429e-05	0.4016	6.36656e-13
2.65595e-05	0.4016	9.95308e-09
2.65761e-05	0.4016	4.88172e-09
2.65927e-05	0.4016	3.00656e-10
2.66093e-05	0.4016	7.44777e-13
2.66259e-05	0.4016	2.03789e-08
2.66425e-05	0.4016	5.78023e-09
2.66591e-05	0.4016	1.16923e-09
2.66757e-05	0.4016	1.23567e-06
2.66923e-05	0.4016	5.33647e-13
2.67089e-05	0.4016	1.63369e-08
2.67255e-05	0.4016	1.49318e-09
2.67421e-05	0.4016	5.92744e-10
2.67587e-05	0.4016	6.85107e-07
2.67753e-05	0.4016	1.2816e-13
2.67919e-05	0.4016	7.02903e-09
2.68085e-05	0.4016	2.91422e-10
2.68251e-05	0.4016	4.60775e-07
2.68417e-05	0.4016	2.36955e-07
2.68583e-05	0.4016	3.26658e-09
2.68749e-05	0.4016	3.84848e-10
2.68915e-05	0.4016	1.94902e-10
2.69081e-05	0.4016	2.34029e-07
2.69247e-05	0.4016	8.59025e-08
2.69413e-05	0.4016	1.92382e-09
2.69579e-05	0.4016	1.10602e-10
2.69745e-05	0.4016	1.9353e-11
2.69911e-05	0.4016	3.9554e-08
2.70077e-05	0.4016	8.52946e-09
2.70243e-05	0.4016	7.58142e-11
2.70409e-05	0.4016	1.76406e-11
2.70575e-05	0.4016	7.98004e-12
2.70741e-05	0.4016	6.57132e-09
2.70907e-05	0.4016	1.22976e-09
2.71073e-05	0.4016	1.21738e-11
2.71239e-05	0.4016	1.07598e-12
2.71405e-05	0.4016	9.69234e-14
2.71571e-05	0.4016	5.53995e-10
2.71737e-05	0.4016	1.41995e-13
2.71903e-05	0.4016	1.97167e-12
2.72069e-05	0.4016	2.55151e-13
2.72235e-05	0.4016	3.56763e-10
2.72401e-05	0.4016	4.96224e-11
2.72567e-05	0.4016	1.05707e-11
2.72733e-05	0.4016	2.05253e-13
2.72899e-05	0.4016	9.58154e-16
2.73065e-05	0.4016	5.95269e-12
2.73231e-05	0.4016	5.62037e-12
2.73397e-05	0.4016	1.35858e-12
2.73563e-05	0.4016	3.92768e-15
2.73729e-05	0.4016	1.5238e-16
2.73895e-05	0.4016	3.69106e-17
2.74061e-05	0.4016	0
2.74227e-05	0.4016	0
2.74393e-05	0.4016	0
2.74559e-05	0.4016	0
2.74725e-05	0.4016	0
2.74891e-05	0.4016	0
2.75057e-05	0.4016	0
2.75223e-05	0.4016	0
2.75389e-05	0.4016	0
2.75555e-05	0.4016	0
2.75721e-05	0.4016	0
2.75887e-05	0.4016	0
2.76053e-05	0.4016	0
2.76219e-05	0.4016	0
2.76385e-05	0.4016	0
2.76551e-05	0.4016	0
2.76717e-05	0.4016	0
2.60283e-05	0.4048	0
2.60449e-05	0.4048	0
2.60615e-05	0.4048	0
2.60781e-05	0.4048	2.30666e-08
2.60947e-05	0.4048	1.0547e-09
2.61113e-05	0.4048	6.88539e-10
2.61279e-05	0.4048	2.80521e-10
2.61445e-05	0.4048	4.99218e-08
2.61611e-05	0.4048	4.44872e-12
2.61777e-05	0.4048	4.63184e-09
2.61943e-05	0.4048	4.1934e-09
2.62109e-05	0.4048	4.34254e-07
2.62275e-05	0.4048	9.69562e-07
2.62441e-05	0.4048	3.46609e-08
2.62607e-05	0.4048	1.78457e-08
2.62773e-05	0.4048	2.01272e-08
2.62939e-05	0.4048	4.46883e-06
2.63105e-05	0.4048	5.15478e-11
2.63271e-05	0.4048	9.40795e-08
2.63437e-05	0.4048	9.01678e-08
2.63603e-05	0.4048	1.09554e-05
2.63769e-05	0.4048	6.33123e-06
2.63935e-05	0.4048	4.63151e-07
2.64101e-05	0.4048	1.83298e-07
2.64267e-05	0.4048	1.08321e-07
2.64433e-05	0.4048	2.41333e-05
2.64599e-05	0.4048	7.14504e-06
2.64765e-05	0.4048	4.81205e-07
2.64931e-05	0.4048	2.30468e-07
2.65097e-05	0.4048	3.01825e-05
2.65263e-05	0.4048	2.20866e-05
2.65429e-05	0.4048	9.66692e-06
2.65595e-05	0.4048	5.6785e-07
2.65761e-05	0.4048	1.49961e-07
2.65927e-05	0.4048	2.07281e-05
2.66093e-05	0.4048	2.31086e-05
2.66259e-05	0.4048	0.000946885
2.66425e-05	0.4048	4.8759e-07
2.66591e-05	0.4048	3.80946e-05
2.66757e-05	0.4048	3.79324e-05
2.66923e-05	0.4048	8.90354e-06
2.67089e-05	0.4048	5.09958e-07
2.67255e-05	0.4048	1.14282e-07
2.67421e-05	0.4048	2.39169e-05
2.67587e-05	0.4048	2.06242e-05
2.67753e-05	0.4048	3.87231e-06
2.67919e-05	0.4048	7.88902e-08
2.68085e-05	0.4048	7.51889e-08
2.68251e-05	0.4048	1.73205e-05
2.68417e-05	0.4048	6.83715e-06
2.68583e-05	0.4048	0.000219728
2.68749e-05	0.4048	2.93296e-08
2.68915e-05	0.4048	8.48164e-06
2.69081e-05	0.4048	6.00966e-06
2.69247e-05	0.4048	1.6118e-06
2.69413e-05	0.4048	6.5064e-05
2.69579e-05	0.4048	1.23639e-08
2.69745e-05	0.4048	3.04729e-06
2.69911e-05	0.4048	1.20756e-06
2.70077e-05	0.4048	2.67297e-07
2.70243e-05	0.4048	1.84634e-05
2.70409e-05	0.4048	1.00792e-09
2.70575e-05	0.4048	2.96376e-07
2.70741e-05	0.4048	1.37505e-07
2.70907e-05	0.4048	5.46113e-08
2.71073e-05	0.4048	4.61138e-06
2.71239e-05	0.4048	8.15887e-07
2.71405e-05	0.4048	1.36535e-07
2.71571e-05	0.4048	1.87395e-08
2.71737e-05	0.4048	2.58368e-11
2.71903e-05	0.4048	1.08128e-06
2.72069e-05	0.4048	1.22426e-07
2.72235e-05	0.4048	6.13429e-09
2.72401e-05	0.4048	2.82252e-09
2.72567e-05	0.4048	1.18661e-07
2.72733e-05	0.4048	3.9445e-08
2.72899e-05	0.4048	1.0709e-08
2.73065e-05	0.4048	3.97013e-10
2.73231e-05	0.4048	2.67576e-10
2.73397e-05	0.4048	9.65038e-09
2.73563e-05	0.4048	3.22838e-09
2.73729e-05	0.4048	1.17225e-09
2.73895e-05	0.4048	1.04033e-14
2.74061e-05	0.4048	0
2.74227e-05	0.4048	0
2.74393e-05	0.4048	0
2.74559e-05	0.4048	0
2.74725e-05	0.4048	0
2.74891e-05	0.4048	0
2.75057e-05	0.4048	0
2.75223e-05	0.4048	0
2.75389e-05	0.4048	0
2.75555e-05	0.4048	0
2.75721e-05	0.4048	0
2.75887e-05	0.4048	0
2.76053e-05	0.4048	0
2.76219e-05	0.4048	0
2.76385e-05	0.4048	0
2.76551e-05	0.4048	0
2.76717e-05	0.4048	0
2.60283e-05	0.408	0
2.60449e-05	0.408	0
2.60615e-05	0.408	0
2.60781e-05	0.408	7.68803e-08
2.60947e-05	0.408	1.04053e-06
2.61113e-05	0.408	1.28173e-08
2.61279e-05	0.408	3.05608e-07
2.61445e-05	0.408	1.03594e-06
2.61611e-05	0.408	5.20933e-07
2.61777e-05	0.408	9.91153e-06
2.61943e-05	0.408	2.18403e-06
2.62109e-05	0.408	5.34419e-06
2.62275e-05	0.408	4.1044e-06
2.62441e-05	0.408	3.10505e-05
2.62607e-05	0.408	4.19904e-07
2.62773e-05	0.408	1.4142e-05
2.62939e-05	0.408	2.83221e-05
2.63105e-05	0.408	2.2153e-05
2.63271e-05	0.408	0.00030392
2.63437e-05	0.408	4.72466e-05
2.63603e-05	0.408	0.000114123
2.63769e-05	0.408	7.1228e-05
2.63935e-05	0.408	0.000535109
2.64101e-05	0.408	0.00239735
2.64267e-05	0.408	0.000131677
2.64433e-05	0.408	0.000147493
2.64599e-05	0.408	0.00125342
2.64765e-05	0.408	0.00306324
2.64931e-05	0.408	0.00555023
2.65097e-05	0.408	0.000365516
2.65263e-05	0.408	0.000327208
2.65429e-05	0.408	0.00245966
2.65595e-05	0.408	0.00744863
2.65761e-05	0.408	0.000327499
2.65927e-05	0.408	0.00050871
2.66093e-05	0.408	0.000300317
2.66259e-05	0.408	0.00820197
2.66425e-05	0.408	0.0107311
2.66591e-05	0.408	0.000310186
2.66757e-05	0.408	0.000693949
2.66923e-05	0.408	0.00499632
2.67089e-05	0.408	0.00794445
2.67255e-05	0.408	0.00614652
2.67421e-05	0.408	0.000486996
2.67587e-05	0.408	0.000251111
2.67753e-05	0.408	0.00176775
2.67919e-05	0.408	0.00588681
2.68085e-05	0.408	0.0027227
2.68251e-05	0.408	0.000212784
2.68417e-05	0.408	9.9251e-05
2.68583e-05	0.408	0.00193408
2.68749e-05	0.408	0.00285984
2.68915e-05	0.408	0.00479568
2.69081e-05	0.408	9.46428e-05
2.69247e-05	0.408	0.000605607
2.69413e-05	0.408	0.00196507
2.69579e-05	0.408	0.000638453
2.69745e-05	0.408	0.00155052
2.69911e-05	0.408	1.82425e-05
2.70077e-05	0.408	0.000138678
2.70243e-05	0.408	0.000454573
2.70409e-05	0.408	0.000108485
