#gamma	N_0	probability

2.6228e-05	0.51125	2.92391e-41
2.6244e-05	0.51125	7.22164e-37
2.626e-05	0.51125	8.85756e-35
2.6276e-05	0.51125	5.51417e-35
2.6292e-05	0.51125	9.03592e-35
2.6308e-05	0.51125	5.8276e-34
2.6324e-05	0.51125	1.34511e-34
2.634e-05	0.51125	4.13999e-34
2.6356e-05	0.51125	1.47369e-33
2.6372e-05	0.51125	1.32446e-33
2.6388e-05	0.51125	1.42824e-33
2.6404e-05	0.51125	4.51495e-33
2.642e-05	0.51125	4.36383e-33
2.6436e-05	0.51125	1.21108e-32
2.6452e-05	0.51125	2.95007e-32
2.6468e-05	0.51125	1.39569e-32
2.6484e-05	0.51125	1.76117e-32
2.65e-05	0.51125	3.29483e-32
2.6516e-05	0.51125	1.1725e-31
2.6532e-05	0.51125	1.57598e-32
2.6548e-05	0.51125	1.82966e-32
2.6564e-05	0.51125	1.42067e-31
2.658e-05	0.51125	2.00148e-31
2.6596e-05	0.51125	3.64124e-31
2.6612e-05	0.51125	1.92792e-32
2.6628e-05	0.51125	9.54786e-32
2.6644e-05	0.51125	1.71076e-31
2.666e-05	0.51125	2.80378e-31
2.6676e-05	0.51125	6.71582e-31
2.6692e-05	0.51125	2.6589e-32
2.6708e-05	0.51125	2.36741e-31
2.6724e-05	0.51125	2.28652e-31
2.674e-05	0.51125	1.30164e-30
2.6756e-05	0.51125	2.08654e-32
2.6772e-05	0.51125	1.93379e-32
2.6788e-05	0.51125	8.2206e-32
2.6804e-05	0.51125	6.19633e-31
2.682e-05	0.51125	5.84646e-31
2.6836e-05	0.51125	8.23021e-33
2.6852e-05	0.51125	4.50116e-32
2.6868e-05	0.51125	2.94819e-32
2.6884e-05	0.51125	1.40356e-31
2.69e-05	0.51125	1.09077e-30
2.6916e-05	0.51125	1.72772e-33
2.6932e-05	0.51125	2.14747e-32
2.6948e-05	0.51125	3.7872e-32
2.6964e-05	0.51125	3.38262e-32
2.698e-05	0.51125	2.69286e-31
2.6996e-05	0.51125	1.30242e-33
2.7012e-05	0.51125	3.16068e-33
2.7028e-05	0.51125	1.87616e-32
2.7044e-05	0.51125	2.38777e-32
2.706e-05	0.51125	2.95466e-32
2.7076e-05	0.51125	5.12596e-34
2.7092e-05	0.51125	7.21165e-34
2.7108e-05	0.51125	1.81952e-33
2.7124e-05	0.51125	1.08207e-32
2.714e-05	0.51125	1.03386e-32
2.7156e-05	0.51125	5.56344e-35
2.7172e-05	0.51125	1.40293e-34
2.7188e-05	0.51125	2.59795e-34
2.7204e-05	0.51125	1.0825e-33
2.722e-05	0.51125	3.42949e-33
2.7236e-05	0.51125	4.06594e-37
2.7252e-05	0.51125	1.23252e-35
2.7268e-05	0.51125	2.74632e-35
2.7284e-05	0.51125	4.97622e-35
2.73e-05	0.51125	1.80521e-34
2.7316e-05	0.51125	1.42769e-43
2.7332e-05	0.51125	9.86309e-38
2.7348e-05	0.51125	1.99915e-36
2.7364e-05	0.51125	7.72572e-36
2.738e-05	0.51125	7.87139e-36
2.7396e-05	0.51125	3.93339e-39
2.7412e-05	0.51125	2.56316e-39
2.7428e-05	0.51125	5.01266e-39
2.7444e-05	0.51125	5.90792e-38
2.746e-05	0.51125	3.70592e-37
2.7476e-05	0.51125	9.28599e-42
2.7492e-05	0.51125	1.10728e-40
2.7508e-05	0.51125	2.90435e-40
2.7524e-05	0.51125	7.97406e-40
2.754e-05	0.51125	0
2.7556e-05	0.51125	0
2.7572e-05	0.51125	0
2.7588e-05	0.51125	0
