#gamma	theta_0	probability

2.6228e-05	-0.000236	0
2.6244e-05	-0.000236	0
2.626e-05	-0.000236	0
2.6276e-05	-0.000236	0
2.6292e-05	-0.000236	0
2.6308e-05	-0.000236	0
2.6324e-05	-0.000236	0
2.634e-05	-0.000236	0
2.6356e-05	-0.000236	0
2.6372e-05	-0.000236	5.85654e-37
2.6388e-05	-0.000236	9.44532e-35
2.6404e-05	-0.000236	3.81465e-34
2.642e-05	-0.000236	5.71016e-34
2.6436e-05	-0.000236	8.89198e-34
2.6452e-05	-0.000236	2.53226e-33
2.6468e-05	-0.000236	3.98962e-33
2.6484e-05	-0.000236	8.00057e-33
2.65e-05	-0.000236	1.05046e-32
2.6516e-05	-0.000236	2.53977e-32
2.6532e-05	-0.000236	5.28517e-32
2.6548e-05	-0.000236	5.53824e-32
2.6564e-05	-0.000236	1.18184e-31
2.658e-05	-0.000236	1.73113e-31
2.6596e-05	-0.000236	2.5604e-31
2.6612e-05	-0.000236	5.06862e-31
2.6628e-05	-0.000236	1.06789e-30
2.6644e-05	-0.000236	7.4943e-31
2.666e-05	-0.000236	1.67545e-30
2.6676e-05	-0.000236	1.79008e-30
2.6692e-05	-0.000236	3.48089e-30
2.6708e-05	-0.000236	4.51628e-30
2.6724e-05	-0.000236	7.10952e-30
2.674e-05	-0.000236	8.12111e-30
2.6756e-05	-0.000236	1.10933e-29
2.6772e-05	-0.000236	1.34797e-29
2.6788e-05	-0.000236	2.61264e-29
2.6804e-05	-0.000236	2.39924e-29
2.682e-05	-0.000236	3.31875e-29
2.6836e-05	-0.000236	3.64247e-29
2.6852e-05	-0.000236	4.31531e-29
2.6868e-05	-0.000236	6.53211e-29
2.6884e-05	-0.000236	1.10075e-28
2.69e-05	-0.000236	1.17714e-28
2.6916e-05	-0.000236	1.22787e-28
2.6932e-05	-0.000236	1.59847e-28
2.6948e-05	-0.000236	1.37011e-28
2.6964e-05	-0.000236	1.75884e-28
2.698e-05	-0.000236	2.65782e-28
2.6996e-05	-0.000236	2.84807e-28
2.7012e-05	-0.000236	3.12825e-28
2.7028e-05	-0.000236	2.9831e-28
2.7044e-05	-0.000236	2.82291e-28
2.706e-05	-0.000236	2.76181e-28
2.7076e-05	-0.000236	3.65523e-28
2.7092e-05	-0.000236	4.44912e-28
2.7108e-05	-0.000236	4.82573e-28
2.7124e-05	-0.000236	3.52135e-28
2.714e-05	-0.000236	2.98032e-28
2.7156e-05	-0.000236	3.31485e-28
2.7172e-05	-0.000236	3.03733e-28
2.7188e-05	-0.000236	4.36934e-28
2.7204e-05	-0.000236	4.06949e-28
2.722e-05	-0.000236	2.99392e-28
2.7236e-05	-0.000236	3.0029e-28
2.7252e-05	-0.000236	2.2985e-28
2.7268e-05	-0.000236	2.64876e-28
2.7284e-05	-0.000236	2.55586e-28
2.73e-05	-0.000236	2.0504e-28
2.7316e-05	-0.000236	1.74902e-28
2.7332e-05	-0.000236	1.4292e-28
2.7348e-05	-0.000236	1.33796e-28
2.7364e-05	-0.000236	1.2173e-28
2.738e-05	-0.000236	1.13769e-28
2.7396e-05	-0.000236	8.50805e-29
2.7412e-05	-0.000236	5.22185e-29
2.7428e-05	-0.000236	5.34921e-29
2.7444e-05	-0.000236	3.24393e-29
2.746e-05	-0.000236	2.98546e-29
2.7476e-05	-0.000236	2.92511e-29
2.7492e-05	-0.000236	9.4442e-30
2.7508e-05	-0.000236	1.46969e-29
2.7524e-05	-0.000236	1.27975e-29
2.754e-05	-0.000236	1.0361e-29
2.7556e-05	-0.000236	7.71724e-30
2.7572e-05	-0.000236	5.3545e-30
2.7588e-05	-0.000236	3.84729e-30
2.7604e-05	-0.000236	2.25408e-30
2.762e-05	-0.000236	1.19818e-30
2.7636e-05	-0.000236	8.41209e-31
2.7652e-05	-0.000236	8.01263e-31
2.7668e-05	-0.000236	4.58118e-31
2.7684e-05	-0.000236	3.63687e-31
2.77e-05	-0.000236	3.06938e-31
2.7716e-05	-0.000236	1.06324e-31
2.7732e-05	-0.000236	5.97646e-33
2.7748e-05	-0.000236	4.22581e-35
2.7764e-05	-0.000236	2.69957e-39
2.778e-05	-0.000236	0
2.7796e-05	-0.000236	0
2.7812e-05	-0.000236	0
2.6228e-05	-0.000228	0
2.6244e-05	-0.000228	0
2.626e-05	-0.000228	0
2.6276e-05	-0.000228	0
2.6292e-05	-0.000228	0
2.6308e-05	-0.000228	0
2.6324e-05	-0.000228	0
2.634e-05	-0.000228	0
2.6356e-05	-0.000228	0
2.6372e-05	-0.000228	7.42657e-32
2.6388e-05	-0.000228	2.33112e-30
2.6404e-05	-0.000228	9.46098e-30
2.642e-05	-0.000228	8.6288e-30
2.6436e-05	-0.000228	1.72988e-29
2.6452e-05	-0.000228	3.0938e-29
2.6468e-05	-0.000228	4.77696e-29
2.6484e-05	-0.000228	9.42197e-29
2.65e-05	-0.000228	1.55479e-28
2.6516e-05	-0.000228	3.18027e-28
2.6532e-05	-0.000228	5.0746e-28
2.6548e-05	-0.000228	9.05301e-28
2.6564e-05	-0.000228	1.5338e-27
2.658e-05	-0.000228	2.37826e-27
2.6596e-05	-0.000228	3.79362e-27
2.6612e-05	-0.000228	5.3254e-27
2.6628e-05	-0.000228	9.5504e-27
2.6644e-05	-0.000228	1.23885e-26
2.666e-05	-0.000228	1.69182e-26
2.6676e-05	-0.000228	2.86777e-26
2.6692e-05	-0.000228	4.29656e-26
2.6708e-05	-0.000228	4.02507e-26
2.6724e-05	-0.000228	7.48386e-26
2.674e-05	-0.000228	9.77039e-26
2.6756e-05	-0.000228	1.15646e-25
2.6772e-05	-0.000228	1.54533e-25
2.6788e-05	-0.000228	2.40258e-25
2.6804e-05	-0.000228	2.95535e-25
2.682e-05	-0.000228	3.66987e-25
2.6836e-05	-0.000228	3.89433e-25
2.6852e-05	-0.000228	4.96068e-25
2.6868e-05	-0.000228	6.6751e-25
2.6884e-05	-0.000228	7.56058e-25
2.69e-05	-0.000228	9.82399e-25
2.6916e-05	-0.000228	1.01306e-24
2.6932e-05	-0.000228	1.0112e-24
2.6948e-05	-0.000228	1.40425e-24
2.6964e-05	-0.000228	1.52701e-24
2.698e-05	-0.000228	1.97589e-24
2.6996e-05	-0.000228	2.05291e-24
2.7012e-05	-0.000228	2.30526e-24
2.7028e-05	-0.000228	1.86225e-24
2.7044e-05	-0.000228	2.48798e-24
2.706e-05	-0.000228	2.49294e-24
2.7076e-05	-0.000228	2.6628e-24
2.7092e-05	-0.000228	2.79547e-24
2.7108e-05	-0.000228	2.74411e-24
2.7124e-05	-0.000228	2.39423e-24
2.714e-05	-0.000228	2.48378e-24
2.7156e-05	-0.000228	2.97396e-24
2.7172e-05	-0.000228	2.27929e-24
2.7188e-05	-0.000228	3.0656e-24
2.7204e-05	-0.000228	2.20424e-24
2.722e-05	-0.000228	2.12854e-24
2.7236e-05	-0.000228	1.96739e-24
2.7252e-05	-0.000228	1.92108e-24
2.7268e-05	-0.000228	2.06495e-24
2.7284e-05	-0.000228	1.54028e-24
2.73e-05	-0.000228	1.29914e-24
2.7316e-05	-0.000228	1.00768e-24
2.7332e-05	-0.000228	8.47885e-25
2.7348e-05	-0.000228	9.54486e-25
2.7364e-05	-0.000228	7.81646e-25
2.738e-05	-0.000228	7.28522e-25
2.7396e-05	-0.000228	4.40386e-25
2.7412e-05	-0.000228	3.33746e-25
2.7428e-05	-0.000228	3.31512e-25
2.7444e-05	-0.000228	2.0445e-25
2.746e-05	-0.000228	2.07989e-25
2.7476e-05	-0.000228	1.53496e-25
2.7492e-05	-0.000228	8.13159e-26
2.7508e-05	-0.000228	6.44001e-26
2.7524e-05	-0.000228	6.9372e-26
2.754e-05	-0.000228	5.41038e-26
2.7556e-05	-0.000228	4.63803e-26
2.7572e-05	-0.000228	3.18342e-26
2.7588e-05	-0.000228	1.70444e-26
2.7604e-05	-0.000228	1.18885e-26
2.762e-05	-0.000228	5.25877e-27
2.7636e-05	-0.000228	6.08942e-27
2.7652e-05	-0.000228	4.62051e-27
2.7668e-05	-0.000228	2.69777e-27
2.7684e-05	-0.000228	1.83517e-27
2.77e-05	-0.000228	1.47495e-27
2.7716e-05	-0.000228	4.30325e-28
2.7732e-05	-0.000228	2.45982e-29
2.7748e-05	-0.000228	2.31812e-31
2.7764e-05	-0.000228	5.61365e-35
2.778e-05	-0.000228	3.12986e-40
2.7796e-05	-0.000228	0
2.7812e-05	-0.000228	0
2.6228e-05	-0.00022	0
2.6244e-05	-0.00022	0
2.626e-05	-0.00022	0
2.6276e-05	-0.00022	0
2.6292e-05	-0.00022	0
2.6308e-05	-0.00022	0
2.6324e-05	-0.00022	0
2.634e-05	-0.00022	0
2.6356e-05	-0.00022	1.0011e-30
2.6372e-05	-0.00022	5.57377e-28
2.6388e-05	-0.00022	1.82116e-26
2.6404e-05	-0.00022	3.80771e-26
2.642e-05	-0.00022	5.69435e-26
2.6436e-05	-0.00022	8.3157e-26
2.6452e-05	-0.00022	1.23841e-25
2.6468e-05	-0.00022	2.53591e-25
2.6484e-05	-0.00022	5.26447e-25
2.65e-05	-0.00022	8.54502e-25
2.6516e-05	-0.00022	1.56527e-24
2.6532e-05	-0.00022	2.42756e-24
2.6548e-05	-0.00022	4.03958e-24
2.6564e-05	-0.00022	6.47436e-24
2.658e-05	-0.00022	8.7526e-24
2.6596e-05	-0.00022	1.55607e-23
2.6612e-05	-0.00022	2.42037e-23
2.6628e-05	-0.00022	3.00509e-23
2.6644e-05	-0.00022	4.57632e-23
2.666e-05	-0.00022	6.85054e-23
2.6676e-05	-0.00022	9.8352e-23
2.6692e-05	-0.00022	1.41423e-22
2.6708e-05	-0.00022	1.83509e-22
2.6724e-05	-0.00022	2.66284e-22
2.674e-05	-0.00022	3.08017e-22
2.6756e-05	-0.00022	4.62744e-22
2.6772e-05	-0.00022	5.43944e-22
2.6788e-05	-0.00022	7.19759e-22
2.6804e-05	-0.00022	9.12831e-22
2.682e-05	-0.00022	1.08335e-21
2.6836e-05	-0.00022	1.29503e-21
2.6852e-05	-0.00022	1.6314e-21
2.6868e-05	-0.00022	1.99274e-21
2.6884e-05	-0.00022	2.47868e-21
2.69e-05	-0.00022	2.99341e-21
2.6916e-05	-0.00022	2.82629e-21
2.6932e-05	-0.00022	3.14907e-21
2.6948e-05	-0.00022	4.29162e-21
2.6964e-05	-0.00022	4.52975e-21
2.698e-05	-0.00022	5.81723e-21
2.6996e-05	-0.00022	6.21333e-21
2.7012e-05	-0.00022	5.44106e-21
2.7028e-05	-0.00022	5.1909e-21
2.7044e-05	-0.00022	6.54324e-21
2.706e-05	-0.00022	6.73169e-21
