#gamma	theta_0	probability

2.61274e-05	0.000145536	0
2.61422e-05	0.000145536	0
2.6157e-05	0.000145536	2.51432e-30
2.61718e-05	0.000145536	1.23741e-28
2.61866e-05	0.000145536	1.81816e-22
2.62014e-05	0.000145536	8.27373e-21
2.62162e-05	0.000145536	3.4685e-20
2.6231e-05	0.000145536	2.81042e-20
2.62458e-05	0.000145536	1.42764e-21
2.62606e-05	0.000145536	4.55217e-21
2.62754e-05	0.000145536	1.38106e-21
2.62902e-05	0.000145536	2.95628e-21
2.6305e-05	0.000145536	1.38319e-19
2.63198e-05	0.000145536	9.86434e-20
2.63346e-05	0.000145536	9.99961e-20
2.63494e-05	0.000145536	3.22231e-19
2.63642e-05	0.000145536	1.06927e-19
2.6379e-05	0.000145536	3.66019e-19
2.63938e-05	0.000145536	5.96873e-20
2.64086e-05	0.000145536	1.59122e-19
2.64234e-05	0.000145536	1.34901e-18
2.64382e-05	0.000145536	1.34758e-20
2.6453e-05	0.000145536	5.69059e-20
2.64678e-05	0.000145536	1.2562e-18
2.64826e-05	0.000145536	2.41488e-18
2.64974e-05	0.000145536	8.36477e-18
2.65122e-05	0.000145536	7.66306e-18
2.6527e-05	0.000145536	1.23803e-18
2.65418e-05	0.000145536	2.93217e-19
2.65566e-05	0.000145536	9.33528e-19
2.65714e-05	0.000145536	1.28638e-18
2.65862e-05	0.000145536	1.48109e-20
2.6601e-05	0.000145536	1.19633e-19
2.66158e-05	0.000145536	5.7767e-19
2.66306e-05	0.000145536	1.13344e-17
2.66454e-05	0.000145536	2.46405e-17
2.66602e-05	0.000145536	1.46786e-18
2.6675e-05	0.000145536	4.08298e-18
2.66898e-05	0.000145536	8.34256e-18
2.67046e-05	0.000145536	4.09336e-17
2.67194e-05	0.000145536	1.07024e-17
2.67342e-05	0.000145536	7.80326e-20
2.6749e-05	0.000145536	2.38447e-19
2.67638e-05	0.000145536	1.11237e-18
2.67786e-05	0.000145536	2.71552e-18
2.67934e-05	0.000145536	3.38189e-19
2.68082e-05	0.000145536	1.63268e-18
2.6823e-05	0.000145536	2.00748e-17
2.68378e-05	0.000145536	5.7543e-17
2.68526e-05	0.000145536	4.5555e-19
2.68674e-05	0.000145536	2.5449e-18
2.68822e-05	0.000145536	1.0456e-18
2.6897e-05	0.000145536	4.2716e-18
2.69118e-05	0.000145536	1.93922e-20
2.69266e-05	0.000145536	6.99013e-20
2.69414e-05	0.000145536	5.25513e-19
2.69562e-05	0.000145536	9.31669e-19
2.6971e-05	0.000145536	1.76847e-19
2.69858e-05	0.000145536	8.46479e-19
2.70006e-05	0.000145536	9.18743e-18
2.70154e-05	0.000145536	1.43472e-19
2.70302e-05	0.000145536	1.22871e-18
2.7045e-05	0.000145536	3.80765e-18
2.70598e-05	0.000145536	2.20942e-18
2.70746e-05	0.000145536	7.89415e-21
2.70894e-05	0.000145536	2.34771e-20
2.71042e-05	0.000145536	8.82868e-20
2.7119e-05	0.000145536	2.24847e-21
2.71338e-05	0.000145536	1.47259e-20
2.71486e-05	0.000145536	5.76047e-20
2.71634e-05	0.000145536	8.48992e-21
2.71782e-05	0.000145536	2.48777e-20
2.7193e-05	0.000145536	3.24461e-19
2.72078e-05	0.000145536	1.079e-18
2.72226e-05	0.000145536	3.06586e-21
2.72374e-05	0.000145536	5.11056e-21
2.72522e-05	0.000145536	1.17027e-19
2.7267e-05	0.000145536	2.68949e-22
2.72818e-05	0.000145536	7.88297e-22
2.72966e-05	0.000145536	4.29923e-24
2.73114e-05	0.000145536	8.55849e-23
2.73262e-05	0.000145536	4.59604e-22
2.7341e-05	0.000145536	6.62549e-22
2.73558e-05	0.000145536	2.80743e-22
2.73706e-05	0.000145536	1.14323e-21
2.73854e-05	0.000145536	1.61275e-23
2.74002e-05	0.000145536	2.38501e-23
2.7415e-05	0.000145536	8.95614e-22
2.74298e-05	0.000145536	1.7224e-24
2.74446e-05	0.000145536	6.97093e-24
2.74594e-05	0.000145536	3.08493e-23
2.74742e-05	0.000145536	3.46446e-25
2.7489e-05	0.000145536	6.82607e-25
2.75038e-05	0.000145536	2.32272e-24
2.75186e-05	0.000145536	0
2.75334e-05	0.000145536	0
2.75482e-05	0.000145536	0
2.7563e-05	0.000145536	0
2.75778e-05	0.000145536	0
2.75926e-05	0.000145536	0
2.61274e-05	0.000148608	0
2.61422e-05	0.000148608	0
2.6157e-05	0.000148608	1.97014e-27
2.61718e-05	0.000148608	1.15137e-25
2.61866e-05	0.000148608	5.33686e-20
2.62014e-05	0.000148608	4.25721e-18
2.62162e-05	0.000148608	6.43263e-18
2.6231e-05	0.000148608	7.9264e-18
2.62458e-05	0.000148608	2.78465e-18
2.62606e-05	0.000148608	6.48677e-18
2.62754e-05	0.000148608	2.28335e-17
2.62902e-05	0.000148608	2.94384e-17
2.6305e-05	0.000148608	3.13456e-16
2.63198e-05	0.000148608	8.69687e-16
2.63346e-05	0.000148608	1.04325e-15
2.63494e-05	0.000148608	4.53227e-15
2.63642e-05	0.000148608	2.42756e-17
2.6379e-05	0.000148608	5.28172e-17
2.63938e-05	0.000148608	1.63532e-16
2.64086e-05	0.000148608	6.31133e-16
2.64234e-05	0.000148608	2.02412e-15
2.64382e-05	0.000148608	3.70881e-16
2.6453e-05	0.000148608	5.26226e-16
2.64678e-05	0.000148608	8.35392e-15
2.64826e-05	0.000148608	1.80009e-14
2.64974e-05	0.000148608	6.08044e-15
2.65122e-05	0.000148608	3.24783e-15
2.6527e-05	0.000148608	2.98068e-16
2.65418e-05	0.000148608	5.71573e-16
2.65566e-05	0.000148608	1.94732e-15
2.65714e-05	0.000148608	5.80389e-15
2.65862e-05	0.000148608	2.10275e-15
2.6601e-05	0.000148608	2.42834e-15
2.66158e-05	0.000148608	7.12049e-15
2.66306e-05	0.000148608	7.54718e-14
2.66454e-05	0.000148608	1.99191e-13
