unknownMP	3
gamma	2.602e-05	2.768e-05	100
theta_0	0.00048	0.00088	50
N_0	0.4	0.72	100

0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	4.95283e-17	0	0	0	7.78881e-16	0	0	0	0	0	0	0	0	1.62643e-14	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	1.67844e-11	1.20126e-12	1.20412e-14	4.19279e-15	2.328e-14	3.05041e-11	1.44606e-13	3.79696e-14	2.3098e-13	2.16767e-10	6.46847e-11	2.37429e-13	2.92475e-14	0	2.5386e-10	8.37315e-13	6.66697e-14	
0	7.02173e-10	2.51256e-12	4.77497e-13	0	1.53646e-09	3.26368e-11	4.29457e-12	4.76049e-13	0	8.3891e-11	1.04068e-11	5.71728e-13	0	0	1.71259e-11	8.95804e-13	0	0	7.84787e-11	
1.0477e-11	7.06004e-13	0	0	1.29563e-11	7.68565e-13	0	0	0	2.06235e-12	0	0	0	3.76495e-12	1.89012e-13	0	0	0	9.54734e-14	0	
