#n_l	N_0	probability

1.42218	0.108896	1.62065e-129
1.42226	0.108896	1.48829e-126
1.42234	0.108896	6.23212e-125
1.42242	0.108896	1.67901e-123
1.4225	0.108896	5.26547e-121
1.42258	0.108896	5.46577e-120
1.42265	0.108896	3.3299e-117
1.42273	0.108896	9.47781e-116
1.42281	0.108896	4.13704e-113
1.42289	0.108896	1.20435e-112
1.42297	0.108896	2.12304e-110
1.42305	0.108896	1.46046e-108
1.42313	0.108896	5.55189e-107
1.4232	0.108896	5.00122e-105
1.42328	0.108896	1.26321e-103
1.42336	0.108896	7.04604e-102
1.42344	0.108896	1.59551e-99
1.42352	0.108896	2.11192e-98
1.4236	0.108896	1.53498e-96
1.42368	0.108896	1.01723e-93
1.42375	0.108896	1.20755e-93
1.42383	0.108896	1.27296e-92
1.42391	0.108896	2.66689e-91
1.42399	0.108896	2.54689e-90
1.42407	0.108896	6.32031e-89
1.42415	0.108896	1.25612e-86
1.42423	0.108896	6.17955e-85
1.4243	0.108896	7.49231e-83
1.42438	0.108896	9.73717e-82
1.42446	0.108896	1.10587e-79
1.42454	0.108896	1.48545e-77
1.42462	0.108896	2.09477e-76
1.4247	0.108896	4.2733e-75
1.42478	0.108896	1.39787e-73
1.42485	0.108896	5.59026e-72
1.42493	0.108896	3.81042e-71
1.42501	0.108896	2.03267e-69
1.42509	0.108896	1.37826e-68
1.42517	0.108896	8.65398e-67
1.42525	0.108896	6.22226e-66
1.42533	0.108896	3.13736e-65
1.4254	0.108896	5.71946e-64
1.42548	0.108896	2.27328e-63
1.42556	0.108896	3.55079e-62
1.42564	0.108896	9.52329e-61
1.42572	0.108896	4.52716e-60
1.4258	0.108896	7.92531e-59
1.42588	0.108896	1.00944e-57
1.42595	0.108896	1.45032e-56
1.42603	0.108896	1.96006e-55
1.42611	0.108896	8.28652e-54
1.42619	0.108896	4.82869e-53
1.42627	0.108896	1.09922e-51
1.42635	0.108896	7.97383e-51
1.42643	0.108896	7.69698e-50
1.4265	0.108896	6.37359e-48
1.42658	0.108896	1.75248e-46
1.42666	0.108896	1.5742e-45
1.42674	0.108896	2.30937e-44
1.42682	0.108896	5.76288e-43
1.4269	0.108896	3.67984e-42
1.42698	0.108896	6.86174e-41
1.42705	0.108896	1.42445e-40
1.42713	0.108896	5.59696e-40
1.42721	0.108896	3.46417e-39
1.42729	0.108896	2.13069e-38
1.42737	0.108896	1.95903e-37
1.42745	0.108896	1.10196e-36
1.42753	0.108896	4.49662e-36
1.4276	0.108896	2.3813e-35
1.42768	0.108896	1.19064e-34
1.42776	0.108896	8.53503e-34
1.42784	0.108896	7.86371e-33
1.42792	0.108896	4.38684e-32
1.428	0.108896	3.30508e-31
1.42808	0.108896	1.90216e-30
1.42815	0.108896	1.17497e-29
1.42823	0.108896	8.48428e-29
1.42831	0.108896	5.13198e-28
1.42839	0.108896	1.87483e-27
1.42847	0.108896	1.58855e-26
1.42855	0.108896	1.15481e-25
1.42863	0.108896	4.13202e-25
1.4287	0.108896	2.84378e-24
1.42878	0.108896	1.33497e-23
1.42886	0.108896	1.23777e-22
1.42894	0.108896	2.69022e-22
1.42902	0.108896	1.13328e-21
1.4291	0.108896	7.43273e-21
1.42918	0.108896	1.78131e-20
1.42925	0.108896	6.6256e-20
1.42933	0.108896	2.12427e-19
1.42941	0.108896	1.21609e-18
1.42949	0.108896	4.08483e-18
1.42957	0.108896	2.20437e-17
1.42965	0.108896	5.56626e-17
1.42973	0.108896	2.28112e-16
1.4298	0.108896	7.20428e-16
1.42988	0.108896	2.00564e-15
1.42996	0.108896	4.33931e-15
1.42218	0.116288	7.9704e-122
1.42226	0.116288	1.78662e-120
1.42234	0.116288	1.10992e-118
1.42242	0.116288	1.36369e-117
1.4225	0.116288	1.6804e-115
1.42258	0.116288	2.39879e-112
1.42265	0.116288	5.83688e-111
1.42273	0.116288	1.22217e-110
1.42281	0.116288	7.02136e-109
1.42289	0.116288	1.73213e-107
1.42297	0.116288	4.99052e-105
1.42305	0.116288	1.36611e-103
1.42313	0.116288	4.62611e-102
1.4232	0.116288	1.96161e-100
1.42328	0.116288	5.91551e-98
1.42336	0.116288	6.77913e-97
1.42344	0.116288	3.96879e-94
1.42352	0.116288	2.676e-93
1.4236	0.116288	4.94761e-92
1.42368	0.116288	2.61526e-91
1.42375	0.116288	1.18478e-89
1.42383	0.116288	1.6594e-88
1.42391	0.116288	1.52781e-87
1.42399	0.116288	3.31295e-85
1.42407	0.116288	1.86571e-83
1.42415	0.116288	2.36563e-80
1.42423	0.116288	2.03475e-79
1.4243	0.116288	4.54388e-78
1.42438	0.116288	2.36343e-76
1.42446	0.116288	1.79204e-74
1.42454	0.116288	1.27674e-73
1.42462	0.116288	1.0779e-71
1.4247	0.116288	4.26369e-70
1.42478	0.116288	2.79055e-69
1.42485	0.116288	1.34912e-67
1.42493	0.116288	6.254e-67
1.42501	0.116288	2.11355e-65
1.42509	0.116288	1.61302e-64
1.42517	0.116288	2.62978e-63
1.42525	0.116288	1.87875e-62
1.42533	0.116288	8.73766e-62
1.4254	0.116288	1.35077e-60
1.42548	0.116288	1.98971e-59
1.42556	0.116288	3.91013e-58
1.42564	0.116288	8.98859e-57
1.42572	0.116288	8.92759e-56
1.4258	0.116288	6.80894e-55
1.42588	0.116288	2.38087e-53
1.42595	0.116288	2.10202e-52
1.42603	0.116288	1.49048e-51
1.42611	0.116288	1.35237e-50
1.42619	0.116288	1.55521e-49
1.42627	0.116288	3.38497e-48
1.42635	0.116288	2.80835e-47
1.42643	0.116288	1.10807e-45
