#n_l	theta_0	probability

1.42218	-0.000318433	1.62603e-28
1.42226	-0.000318433	3.94938e-28
1.42234	-0.000318433	6.25984e-28
1.42242	-0.000318433	3.56165e-27
1.4225	-0.000318433	6.11516e-27
1.42258	-0.000318433	1.53091e-26
1.42265	-0.000318433	2.58525e-26
1.42273	-0.000318433	6.31187e-26
1.42281	-0.000318433	3.22589e-25
1.42289	-0.000318433	2.98346e-25
1.42297	-0.000318433	5.63634e-25
1.42305	-0.000318433	1.59496e-24
1.42313	-0.000318433	2.1864e-24
1.4232	-0.000318433	3.69589e-24
1.42328	-0.000318433	6.65638e-24
1.42336	-0.000318433	2.42513e-23
1.42344	-0.000318433	2.44703e-23
1.42352	-0.000318433	4.60987e-23
1.4236	-0.000318433	1.08735e-22
1.42368	-0.000318433	1.29382e-22
1.42375	-0.000318433	2.62887e-22
1.42383	-0.000318433	3.80003e-22
1.42391	-0.000318433	8.41975e-22
1.42399	-0.000318433	1.41699e-21
1.42407	-0.000318433	1.96431e-21
1.42415	-0.000318433	3.5819e-21
1.42423	-0.000318433	4.28304e-21
1.4243	-0.000318433	6.7874e-21
1.42438	-0.000318433	1.10308e-20
1.42446	-0.000318433	1.34933e-20
1.42454	-0.000318433	2.35209e-20
1.42462	-0.000318433	2.5788e-20
1.4247	-0.000318433	4.78762e-20
1.42478	-0.000318433	7.60706e-20
1.42485	-0.000318433	1.06232e-19
1.42493	-0.000318433	1.5897e-19
1.42501	-0.000318433	2.96365e-19
1.42509	-0.000318433	5.68168e-19
1.42517	-0.000318433	1.01305e-18
1.42525	-0.000318433	2.05849e-18
1.42533	-0.000318433	4.75303e-18
1.4254	-0.000318433	6.36839e-18
1.42548	-0.000318433	3.16813e-17
1.42556	-0.000318433	2.7695e-17
1.42564	-0.000318433	6.20016e-17
1.42572	-0.000318433	1.02148e-16
1.4258	-0.000318433	2.21282e-16
1.42588	-0.000318433	4.42587e-16
1.42595	-0.000318433	9.34986e-16
1.42603	-0.000318433	1.23275e-15
1.42611	-0.000318433	1.31934e-15
1.42619	-0.000318433	1.98399e-15
1.42627	-0.000318433	3.81551e-15
1.42635	-0.000318433	4.45705e-15
1.42643	-0.000318433	9.48079e-15
1.4265	-0.000318433	6.41637e-15
1.42658	-0.000318433	1.1281e-14
1.42666	-0.000318433	1.22021e-14
1.42674	-0.000318433	1.42089e-14
1.42682	-0.000318433	2.05638e-14
1.4269	-0.000318433	1.82775e-14
1.42698	-0.000318433	1.86535e-14
1.42705	-0.000318433	3.24512e-14
1.42713	-0.000318433	1.98892e-14
1.42721	-0.000318433	2.51677e-14
1.42729	-0.000318433	1.52835e-14
1.42737	-0.000318433	2.59734e-14
1.42745	-0.000318433	1.62825e-14
1.42753	-0.000318433	8.59487e-15
1.4276	-0.000318433	1.77715e-14
1.42768	-0.000318433	8.44319e-15
1.42776	-0.000318433	3.80509e-15
1.42784	-0.000318433	1.6159e-15
1.42792	-0.000318433	2.93758e-15
1.428	-0.000318433	1.71871e-15
1.42808	-0.000318433	8.02654e-16
1.42815	-0.000318433	6.11874e-16
1.42823	-0.000318433	3.80318e-16
1.42831	-0.000318433	1.26753e-16
1.42839	-0.000318433	8.37727e-17
1.42847	-0.000318433	8.73306e-17
