#theta_0	N_0	probability

-0.0003144	0.742	8.7626e-68
-0.0003032	0.742	6.32404e-64
-0.000292	0.742	1.25127e-59
-0.0002808	0.742	3.02346e-57
-0.0002696	0.742	1.98294e-54
-0.0002584	0.742	8.97044e-52
-0.0002472	0.742	7.01593e-49
-0.000236	0.742	3.04519e-45
-0.0002248	0.742	2.23157e-43
-0.0002136	0.742	3.23873e-41
-0.0002024	0.742	3.50752e-39
-0.0001912	0.742	1.61645e-36
-0.00018	0.742	2.91264e-34
-0.0001688	0.742	2.3228e-32
-0.0001576	0.742	4.56707e-31
-0.0001464	0.742	3.56986e-29
-0.0001352	0.742	5.55026e-28
-0.000124	0.742	1.19255e-25
-0.0001128	0.742	7.56311e-24
-0.0001016	0.742	1.76887e-22
-9.04e-05	0.742	5.30394e-21
-7.92e-05	0.742	2.40639e-19
-6.8e-05	0.742	2.22457e-19
-5.68e-05	0.742	2.16611e-19
-4.56e-05	0.742	2.93724e-19
-3.44e-05	0.742	1.5029e-18
-2.32e-05	0.742	1.00121e-18
-1.2e-05	0.742	2.39686e-19
-8e-07	0.742	7.77393e-20
1.04e-05	0.742	4.2554e-20
2.16e-05	0.742	8.86974e-21
3.28e-05	0.742	7.60307e-22
4.4e-05	0.742	1.53079e-22
5.52e-05	0.742	2.82134e-23
6.64e-05	0.742	1.86412e-24
7.76e-05	0.742	8.47845e-25
8.88e-05	0.742	4.56749e-26
0.0001	0.742	2.08079e-27
0.0001112	0.742	6.18405e-29
0.0001224	0.742	2.91083e-30
0.0001336	0.742	1.41358e-31
0.0001448	0.742	5.43377e-33
0.000156	0.742	7.68346e-36
0.0001672	0.742	2.0062e-38
0.0001784	0.742	9.81984e-41
0.0001896	0.742	2.51296e-43
0.0002008	0.742	6.12954e-45
0.000212	0.742	2.35966e-47
0.0002232	0.742	4.6901e-50
0.0002344	0.742	2.99567e-52
-0.0003144	0.746	5.53483e-67
-0.0003032	0.746	7.28988e-63
-0.000292	0.746	1.08947e-59
-0.0002808	0.746	4.16369e-57
-0.0002696	0.746	1.69586e-53
-0.0002584	0.746	1.46074e-50
-0.0002472	0.746	1.80826e-47
-0.000236	0.746	2.55237e-44
-0.0002248	0.746	1.1599e-42
-0.0002136	0.746	1.12213e-40
-0.0002024	0.746	2.43537e-38
-0.0001912	0.746	6.0958e-36
-0.00018	0.746	2.27241e-33
-0.0001688	0.746	1.23783e-31
-0.0001576	0.746	3.72821e-30
-0.0001464	0.746	9.79891e-29
-0.0001352	0.746	8.95555e-27
-0.000124	0.746	2.31978e-24
-0.0001128	0.746	7.3758e-23
-0.0001016	0.746	1.47803e-21
-9.04e-05	0.746	4.00841e-20
-7.92e-05	0.746	8.77444e-19
-6.8e-05	0.746	9.58522e-19
-5.68e-05	0.746	1.06273e-18
-4.56e-05	0.746	2.08339e-18
-3.44e-05	0.746	1.66272e-17
-2.32e-05	0.746	6.92394e-18
-1.2e-05	0.746	8.71323e-18
-8e-07	0.746	7.39266e-19
1.04e-05	0.746	2.20762e-19
2.16e-05	0.746	3.79478e-20
3.28e-05	0.746	3.52753e-21
4.4e-05	0.746	5.36626e-22
5.52e-05	0.746	1.97225e-22
6.64e-05	0.746	2.40226e-23
7.76e-05	0.746	4.72986e-24
8.88e-05	0.746	6.1016e-25
0.0001	0.746	3.79462e-26
0.0001112	0.746	1.02659e-27
0.0001224	0.746	2.5979e-29
0.0001336	0.746	2.4367e-30
0.0001448	0.746	1.40798e-32
0.000156	0.746	7.28591e-35
0.0001672	0.746	1.14963e-37
0.0001784	0.746	1.07105e-39
0.0001896	0.746	6.65947e-42
0.0002008	0.746	2.67217e-44
0.000212	0.746	3.93638e-46
0.0002232	0.746	4.93277e-49
0.0002344	0.746	3.91333e-51
-0.0003144	0.75	3.77015e-66
-0.0003032	0.75	4.14476e-62
-0.000292	0.75	1.94553e-59
-0.0002808	0.75	2.20971e-56
-0.0002696	0.75	2.3202e-52
-0.0002584	0.75	1.21596e-49
-0.0002472	0.75	8.50447e-46
-0.000236	0.75	2.7919e-43
-0.0002248	0.75	6.1435e-42
-0.0002136	0.75	5.66583e-40
-0.0002024	0.75	7.76063e-38
-0.0001912	0.75	5.85396e-35
-0.00018	0.75	9.84612e-33
-0.0001688	0.75	7.29244e-31
-0.0001576	0.75	1.82601e-29
-0.0001464	0.75	1.24185e-27
-0.0001352	0.75	2.09925e-25
-0.000124	0.75	2.24346e-23
-0.0001128	0.75	1.6597e-21
-0.0001016	0.75	1.59572e-20
-9.04e-05	0.75	3.86378e-19
-7.92e-05	0.75	2.86463e-18
-6.8e-05	0.75	6.33051e-18
-5.68e-05	0.75	1.05382e-17
-4.56e-05	0.75	1.35187e-17
-3.44e-05	0.75	2.8951e-17
-2.32e-05	0.75	7.81359e-17
-1.2e-05	0.75	9.65252e-17
-8e-07	0.75	1.91844e-18
1.04e-05	0.75	3.52666e-19
2.16e-05	0.75	1.52755e-19
3.28e-05	0.75	2.25215e-20
4.4e-05	0.75	4.28067e-21
5.52e-05	0.75	9.13242e-22
6.64e-05	0.75	3.00046e-22
7.76e-05	0.75	2.9686e-23
8.88e-05	0.75	7.80991e-24
0.0001	0.75	4.07227e-25
0.0001112	0.75	1.9825e-26
0.0001224	0.75	3.66701e-28
0.0001336	0.75	1.00872e-29
0.0001448	0.75	1.074e-31
0.000156	0.75	5.28075e-34
0.0001672	0.75	1.088e-36
0.0001784	0.75	7.28611e-39
0.0001896	0.75	5.60741e-41
0.0002008	0.75	3.66609e-43
0.000212	0.75	3.92755e-45
0.0002232	0.75	4.94146e-48
0.0002344	0.75	3.17412e-50
-0.0003144	0.754	1.8624e-65
-0.0003032	0.754	1.83701e-61
-0.000292	0.754	6.88084e-59
-0.0002808	0.754	1.46672e-55
-0.0002696	0.754	2.90802e-51
-0.0002584	0.754	1.22961e-48
-0.0002472	0.754	3.50663e-44
-0.000236	0.754	4.98585e-42
-0.0002248	0.754	7.65319e-41
-0.0002136	0.754	4.93709e-39
-0.0002024	0.754	4.26896e-37
-0.0001912	0.754	2.99497e-34
-0.00018	0.754	2.98792e-32
-0.0001688	0.754	2.67753e-30
-0.0001576	0.754	2.57326e-28
-0.0001464	0.754	1.7899e-26
-0.0001352	0.754	1.35969e-24
-0.000124	0.754	1.52485e-22
-0.0001128	0.754	4.39305e-20
-0.0001016	0.754	9.17073e-20
-9.04e-05	0.754	1.09916e-18
-7.92e-05	0.754	3.63401e-17
-6.8e-05	0.754	5.20402e-17
-5.68e-05	0.754	3.98251e-17
-4.56e-05	0.754	3.6456e-17
-3.44e-05	0.754	3.52151e-17
-2.32e-05	0.754	1.21909e-16
-1.2e-05	0.754	6.74644e-16
-8e-07	0.754	9.07383e-18
