#n_l	theta_0	probability

1.42964	-0.0003144	2.53009e-87
1.42973	-0.0003144	1.77622e-85
1.42982	-0.0003144	7.01519e-84
1.42991	-0.0003144	3.20595e-82
1.43	-0.0003144	2.89032e-81
1.43008	-0.0003144	1.71651e-80
1.43017	-0.0003144	1.16564e-79
1.43026	-0.0003144	2.00485e-78
1.43035	-0.0003144	1.83389e-77
1.43044	-0.0003144	6.81423e-77
1.43052	-0.0003144	4.01491e-76
1.43061	-0.0003144	1.25086e-75
1.4307	-0.0003144	5.57827e-75
1.43079	-0.0003144	2.11402e-73
1.43088	-0.0003144	1.24461e-72
1.43096	-0.0003144	2.87294e-70
1.43105	-0.0003144	1.31397e-67
1.43114	-0.0003144	5.06106e-63
1.43123	-0.0003144	3.68849e-61
1.43132	-0.0003144	9.19549e-60
1.4314	-0.0003144	1.58395e-57
1.43149	-0.0003144	3.08012e-56
1.43158	-0.0003144	1.8354e-55
1.43167	-0.0003144	1.04986e-54
1.43176	-0.0003144	8.08993e-54
1.43184	-0.0003144	5.93108e-53
1.43193	-0.0003144	1.11765e-52
1.43202	-0.0003144	3.59585e-52
1.43211	-0.0003144	9.30647e-52
1.4322	-0.0003144	3.40525e-51
1.43228	-0.0003144	4.8035e-51
1.43237	-0.0003144	5.94585e-51
1.43246	-0.0003144	2.19208e-50
1.43255	-0.0003144	3.38653e-50
1.43264	-0.0003144	1.32951e-49
1.43272	-0.0003144	5.48399e-50
1.43281	-0.0003144	7.89479e-50
1.4329	-0.0003144	1.15646e-49
1.43299	-0.0003144	1.39842e-49
1.43308	-0.0003144	1.32657e-49
1.43316	-0.0003144	1.24557e-49
1.43325	-0.0003144	1.56353e-49
1.43334	-0.0003144	1.74819e-49
1.43343	-0.0003144	2.14417e-49
1.43352	-0.0003144	1.75963e-49
1.4336	-0.0003144	2.08035e-49
1.43369	-0.0003144	2.36464e-49
1.43378	-0.0003144	2.55424e-49
1.43387	-0.0003144	1.95274e-49
1.43396	-0.0003144	2.18334e-49
1.43404	-0.0003144	2.49224e-49
1.43413	-0.0003144	4.63695e-49
1.43422	-0.0003144	1.29253e-48
1.43431	-0.0003144	9.79041e-49
1.4344	-0.0003144	2.72206e-48
1.43448	-0.0003144	3.88278e-48
1.43457	-0.0003144	3.10437e-47
1.43466	-0.0003144	1.31837e-47
1.43475	-0.0003144	2.63023e-47
1.43484	-0.0003144	3.85508e-47
1.43492	-0.0003144	1.46706e-46
1.43501	-0.0003144	9.8214e-47
1.4351	-0.0003144	9.67016e-47
1.43519	-0.0003144	6.70486e-47
1.43528	-0.0003144	2.61297e-46
1.43536	-0.0003144	4.8074e-47
1.43545	-0.0003144	7.31237e-47
1.43554	-0.0003144	3.96997e-47
1.43563	-0.0003144	1.13802e-46
1.43572	-0.0003144	1.91827e-47
1.4358	-0.0003144	2.11437e-47
1.43589	-0.0003144	9.49145e-48
1.43598	-0.0003144	1.10128e-47
1.43607	-0.0003144	6.36803e-48
1.43616	-0.0003144	2.86305e-48
1.43624	-0.0003144	1.68222e-48
1.43633	-0.0003144	1.23094e-48
1.43642	-0.0003144	7.5485e-49
1.43651	-0.0003144	4.27073e-49
1.4366	-0.0003144	2.25865e-49
1.43668	-0.0003144	1.96288e-49
1.43677	-0.0003144	1.28048e-49
1.43686	-0.0003144	5.7428e-50
1.43695	-0.0003144	2.13035e-50
1.43704	-0.0003144	1.38791e-50
1.43712	-0.0003144	6.85377e-51
1.43721	-0.0003144	1.74965e-51
1.4373	-0.0003144	5.4872e-52
1.43739	-0.0003144	2.1765e-52
1.43748	-0.0003144	5.8681e-53
1.43756	-0.0003144	5.77438e-54
1.43765	-0.0003144	1.20756e-54
1.43774	-0.0003144	1.27077e-55
1.43783	-0.0003144	1.56765e-56
1.43792	-0.0003144	3.05774e-57
1.438	-0.0003144	2.74493e-58
1.43809	-0.0003144	5.61495e-59
1.43818	-0.0003144	7.41172e-60
1.43827	-0.0003144	2.72354e-60
1.43836	-0.0003144	1.39977e-60
1.42964	-0.0003032	1.11916e-80
1.42973	-0.0003032	3.1545e-80
1.42982	-0.0003032	1.32616e-79
1.42991	-0.0003032	1.38105e-78
1.43	-0.0003032	6.2428e-78
1.43008	-0.0003032	1.51733e-77
1.43017	-0.0003032	2.98477e-76
1.43026	-0.0003032	1.59927e-75
1.43035	-0.0003032	1.64537e-74
1.43044	-0.0003032	7.17867e-74
1.43052	-0.0003032	2.04719e-73
1.43061	-0.0003032	1.18519e-72
1.4307	-0.0003032	7.93563e-71
1.43079	-0.0003032	1.61492e-69
1.43088	-0.0003032	1.93776e-67
1.43096	-0.0003032	2.11546e-65
1.43105	-0.0003032	1.8934e-60
1.43114	-0.0003032	6.74841e-59
1.43123	-0.0003032	2.87712e-58
1.43132	-0.0003032	2.89834e-56
1.4314	-0.0003032	1.15099e-54
1.43149	-0.0003032	1.75918e-53
1.43158	-0.0003032	1.70334e-52
1.43167	-0.0003032	2.27808e-51
1.43176	-0.0003032	2.32697e-50
1.43184	-0.0003032	1.07851e-49
1.43193	-0.0003032	1.76147e-49
1.43202	-0.0003032	5.35505e-49
1.43211	-0.0003032	2.9785e-48
1.4322	-0.0003032	5.30666e-48
1.43228	-0.0003032	5.90913e-48
1.43237	-0.0003032	1.35899e-47
1.43246	-0.0003032	2.54134e-47
1.43255	-0.0003032	3.85667e-47
1.43264	-0.0003032	7.86416e-47
1.43272	-0.0003032	5.62316e-47
1.43281	-0.0003032	8.1631e-47
1.4329	-0.0003032	1.18827e-46
1.43299	-0.0003032	1.35444e-46
1.43308	-0.0003032	1.00983e-46
1.43316	-0.0003032	8.4371e-47
1.43325	-0.0003032	1.26083e-46
1.43334	-0.0003032	1.60605e-46
